,l,psi
0,284,0.00042207817969661614
1,67,0.0005214167080560246
2,145,0.0006259274519467719
3,308,0.0006751600698486612
4,308,0.0006751600698486612
5,945,0.0007693178620374601
6,84,0.0007075717969059897
7,631,0.000634295927005926
8,439,0.0006883885429638854
9,34,0.000699955551126171
10,384,0.0005685937981510015
11,127,0.0006208851584872123
12,686,0.0006105339696799551
13,252,0.0008177856028092081
14,252,0.0008177856028092081
15,327,0.0007562841096155708
16,384,0.0008782640600924498
17,83,0.0009044821977586036
18,83,0.0009044821977586036
19,309,0.0006904716267339217
20,579,0.0003751260043482371
21,148,0.00039105813953488366
22,146,0.0003965649517051055
23,146,0.0003965649517051055
24,412,0.0004403720706876682
25,128,0.00047049308846761463
26,57,0.00040962473898776967
27,34,0.000477200717560295
28,34,0.000477200717560295
29,34,0.000477200717560295
30,304,0.0004922967779503105
31,233,0.0004461334896902178
32,588,0.000369746694370986
33,588,0.000369746694370986
34,581,0.00033278990643606466
35,118,0.0006653759636291756
36,72,0.0006993244638602066
37,65,0.0006896600099354197
38,65,0.0006896600099354197
39,65,0.0006896600099354197
40,65,0.0006896600099354197
41,718,0.00048558630341481615
42,256,0.0007522273790951637
43,256,0.0007522273790951637
44,157,0.0006410995372649404
45,157,0.0006410995372649404
46,174,0.0006400283074503636
47,227,0.0005763025325119781
48,477,0.0005625509210651904
49,57,0.0005416845977925823
50,57,0.0005416845977925823
51,237,0.00043850073263651464
52,13,0.00041806891041645854
53,58,0.00038815032809703714
54,312,0.00032170713731574863
55,90,0.00029466065411298315
56,349,0.0006954486423809063
57,443,0.0007349962654409652
58,443,0.0007349962654409652
59,95,0.0007603334323922734
60,154,0.0008327155800669687
61,110,0.0008363396636993076
62,131,0.0008346060606060606
63,131,0.0008346060606060606
64,131,0.0008346060606060606
65,132,0.00094349210422424
66,132,0.00094349210422424
67,197,0.00041430106894184567
68,344,0.0004286307037896366
69,71,0.0004529182802105055
70,106,0.0005018517712250148
71,40,0.0006676747011952192
72,138,0.0007093829157624777
73,138,0.0007093829157624777
74,761,0.0007101787937923985
75,102,0.0006202664818847753
76,200,0.0006776270588235294
77,502,0.0006581409255379927
78,85,0.0006853540902330193
79,387,0.0006654275536728603
80,142,0.0005204192466969039
81,41,0.0005809757992231849
82,41,0.0005809757992231849
83,41,0.0005809757992231849
84,359,0.0006255455159764455
85,359,0.0006255455159764455
86,571,0.0006572958092895657
87,213,0.0006803362381278763
88,886,0.0007423738747014515
89,297,0.000819198795765757
90,435,0.0007789588883564926
91,203,0.0007966711751445654
92,96,0.0007567644611727416
93,491,0.0008642855781145743
94,71,0.0007143111905471154
95,607,0.000791021212406901
96,123,0.0008288414501629952
97,123,0.0008288414501629952
98,396,0.0006014392073874568
99,367,0.0006031216359602585
100,70,0.0006743984111221449
101,402,0.0007622626417996539
102,176,0.0008831900550314466
103,501,0.0007715236644129131
104,501,0.0007715236644129131
105,767,0.0007061480449521687
106,235,0.0006281137274059598
107,139,0.0006340609527566821
108,58,0.0006110767548220322
109,373,0.0006403615154728623
110,373,0.0006403615154728623
111,42,0.0006050370444134634
112,5,0.0006072745627186407
113,5,0.0006072745627186407
114,230,0.0005940260019550342
115,136,0.00043207280978689816
116,74,0.0005584754814373635
117,200,0.0007604156862745097
118,103,0.0007233576165495397
119,181,0.0007178157351930065
120,181,0.0007178157351930065
121,406,0.001047836632711897
122,211,0.0009619177357751444
123,109,0.0009238532001187062
124,196,0.0005506867398979992
125,299,0.0005276799689290222
126,130,0.0004792594274432379
127,82,0.0004191848839515969
128,82,0.0004191848839515969
129,82,0.0004191848839515969
130,95,0.00046832114908370486
131,95,0.00046832114908370486
132,214,0.00040535363226943414
133,8,0.00046550699440447643
134,8,0.00046550699440447643
135,125,0.0004026307160493828
136,816,0.0003769079142011834
137,760,0.0006882901486988847
138,99,0.0005124731161501139
139,12,0.0006658969236915701
140,253,0.0005979291914561592
141,23,0.0011656420233463038
142,60,0.0012486968190854872
143,322,0.0012292813408254215
144,263,0.0012363482412549938
145,493,0.0011758562851424757
146,1099,0.0011730847824128299
147,176,0.0007766489779874214
148,1069,0.000426718944800795
149,276,0.0004238466329311016
150,153,0.0007448058701861519
