,model,w1,NLL,AIC,mean,phi1,phi2
36,mixture,0.2,13975.073241340631,27956.146482681263,67.27772571655665,0.003387543110212264,0.09711228526536983
35,mixture,0.15000000000000002,13975.078755930283,27956.157511860565,53.16418738138674,0.0033774269822104373,0.09712420673985855
37,mixture,0.25,13975.14636515291,27956.29273030582,81.39496931670966,0.00339344577293034,0.09710572982579435
38,mixture,0.30000000000000004,13975.229436707963,27956.458873415926,95.51386405852207,0.003397319423801775,0.09710152063725554
39,mixture,0.35000000000000003,13975.306434272406,27956.612868544813,109.63380606457464,0.0034000527361147887,0.0970986004413676
40,mixture,0.4,13975.374190904728,27956.748381809455,123.75432323731715,0.003402084270570371,0.09709774329535788
41,mixture,0.45,13975.432971917544,27956.865943835088,137.8754665816965,0.0034036507197761873,0.09709619235950917
42,mixture,0.5,13975.483909801624,27956.967819603247,151.9969736376995,0.0034048957036490876,0.09709496655837052
34,mixture,0.1,13975.509649476937,27957.019298953874,39.055033759657974,0.003356732190935703,0.09714862823062287
33,mixture,0.05,13975.741484061182,27957.482968122364,279.09769716020475,0.09708987332710181,0.0034101183043989624
32,mixture,0.010000000000000007,13975.75462926785,27957.5092585357,290.3958125206856,0.09708964874459411,0.003410349650721444
31,mixture,0.009750000000000007,13975.754708506016,27957.509417012032,290.4664298658488,0.09708964743826637,0.003410350989449683
30,mixture,0.009500000000000007,13975.754787709178,27957.509575418357,290.53704317728995,0.09708964609297993,0.0034103523748670126
29,mixture,0.009250000000000006,13975.754866877365,27957.50973375473,290.60765374821653,0.09708964472063018,0.0034103537917569383
28,mixture,0.009000000000000006,13975.75494601062,27957.50989202124,290.6782695221712,0.09708964340353583,0.0034103551468681816
27,mixture,0.008750000000000006,13975.755025108916,27957.510050217832,290.7488811651941,0.09708964204072555,0.003410356549765678
26,mixture,0.008500000000000006,13975.755104172367,27957.510208344735,290.81949738665804,0.09708964073184133,0.003410357898249199
25,mixture,0.008250000000000006,13975.755183200925,27957.51036640185,290.8901131720056,0.09708963942868437,0.003410359251167529
6,mixture,0.0035000000000000014,13975.756681216853,27957.513362433707,292.23150214535406,0.09728433893897573,0.0034103876147699077
5,mixture,0.003250000000000001,13975.756761613122,27957.513523226244,292.30240094464557,0.09744046204403131,0.003410385086614402
4,mixture,0.003000000000000001,13975.756842622071,27957.513685244143,292.37300225945773,0.09767148040059977,0.00341038585304024
3,mixture,0.0027500000000000007,13975.75692240987,27957.51384481974,292.4435883275684,0.09784877899058671,0.003410387121980937
2,mixture,0.0025000000000000005,13975.75700184367,27957.51400368734,292.51417184570516,0.09803347560381921,0.0034103885076896177
1,mixture,0.0022500000000000003,13975.757080831227,27957.514161662453,292.58477109325867,0.09821863263577046,0.0034103898222188223
0,mixture,0.002,13975.757159368772,27957.514318737543,292.6553719286122,0.09840378532687973,0.003410391231335309
24,mixture,0.008000000000000005,13975.75777172577,27957.51554345154,293.2205677056797,0.003410402209477283,0.003410401962059382
15,mixture,0.005750000000000003,13975.757771725777,27957.515543451555,293.2205659381423,0.003410402163979627,0.003410401983559256
11,mixture,0.0047500000000000025,13975.757771725777,27957.515543451555,293.22056685111664,0.0034104021234533884,0.0034104019732646156
20,mixture,0.0070000000000000045,13975.757771725781,27957.515543451562,293.22056488038675,0.003410402209833962,0.00341040199539821
18,mixture,0.006500000000000004,13975.757771725786,27957.515543451573,293.2205651913653,0.0034104021973347214,0.0034104019919472994
10,mixture,0.004500000000000002,13975.757771725786,27957.515543451573,293.22056706636465,0.0034104021131929722,0.0034104019708338816
9,mixture,0.004250000000000002,13975.757771725788,27957.515543451576,293.22056730723733,0.0034104021025567707,0.003410401968101511
13,mixture,0.005250000000000003,13975.757771725792,27957.515543451584,293.2205701144633,0.003410402102440233,0.0034104019351442407
22,mixture,0.007500000000000005,13975.757771725795,27957.51554345159,293.220568088627,0.0034104022000422548,0.003410401957767667
8,mixture,0.004000000000000002,13975.757771725795,27957.51554345159,293.2205675953891,0.00341040209085414,0.0034104019648173505
14,mixture,0.005500000000000003,13975.757771725803,27957.515543451605,293.2205699431461,0.003410402112940424,0.0034104019370476985
17,mixture,0.006250000000000004,13975.757771725806,27957.515543451613,293.22056552248154,0.003410402185319157,0.0034104019881991575
21,mixture,0.007250000000000005,13975.75777172581,27957.51554345162,293.22056479323,0.0034104022196603146,0.0034104019962935576
16,mixture,0.006000000000000004,13975.757771725817,27957.515543451635,293.2205658151187,0.0034104021693096343,0.0034104019849212105
23,mixture,0.007750000000000005,13975.757771725821,27957.515543451642,293.2205678893253,0.003410402203365347,0.0034104019600168217
7,mixture,0.0037500000000000016,13975.757771725825,27957.51554345165,293.2205715137876,0.0034104020370874046,0.003410401919305544
12,mixture,0.005000000000000003,13975.757771725825,27957.51554345165,293.2205703070961,0.00341040209285606,0.003410401932982696
19,mixture,0.006750000000000004,13975.75777172584,27957.51554345168,293.2205686423043,0.003410402168483482,0.00341040195168158
