,l,psi
0,891,0.0004751840969607933
1,802,0.00040254452879096464
2,555,0.00030251520606347705
3,555,0.00030251520606347705
4,258,0.0007107539481380386
5,209,0.0006713960231168576
6,110,0.0007290603363006923
7,110,0.0007290603363006923
8,111,0.0003381641776283255
9,797,0.0005897871631008613
10,330,0.0006051907066795739
11,330,0.0006051907066795739
12,203,0.0006127237087131237
13,215,0.0007846533529123837
14,213,0.0008630662880642319
15,213,0.0008630662880642319
16,624,0.0008019834337349398
17,289,0.0007850846535134611
18,942,0.000672646316943886
19,270,0.000576923076923077
20,64,0.0005874181240063593
21,981,0.0005383640834168108
22,350,0.000688583768115942
23,318,0.0005727598371777476
24,311,0.0004489021433420618
25,70,0.0004596454816285998
26,111,0.00045778162397388985
27,103,0.0006478539047807581
28,51,0.0006542738036016317
29,285,0.0006393880408361691
30,212,0.0005236909518213866
31,182,0.0005688744843842074
32,165,0.0006166097393015249
33,1087,0.0006867783891043565
34,51,0.000696097104765695
35,290,0.0006985998056365403
36,53,0.0006707492290858451
37,415,0.0007169933749399904
38,379,0.0006619822718951729
39,29,0.0004492164722305315
40,661,0.0007145010786980584
41,82,0.000627604046816108
42,403,0.0006917256560607516
43,403,0.0006917256560607516
44,156,0.0007950013784954706
45,156,0.0007950013784954706
46,156,0.0007950013784954706
47,8,0.0008420583533173461
48,1397,0.0005950658945336493
49,230,0.0005677257086999022
50,211,0.0004961036137498775
51,211,0.0004961036137498775
52,164,0.0005120051160960252
53,164,0.0005120051160960252
54,294,0.0005055391490188459
55,46,0.0004574921361736014
56,475,0.000402461861575179
57,56,0.0006019878679395386
58,198,0.0006719115512845656
59,372,0.0007514062861550328
60,24,0.0009119592976855548
61,39,0.0006825626058372348
62,39,0.0006825626058372348
63,73,0.00040118296436017075
64,202,0.0004184271711429131
65,633,0.00048727847267939433
66,302,0.00044662065618326533
67,214,0.00044415841002545526
68,19,0.00045280307415909764
69,19,0.00045280307415909764
70,9,0.0006144022379858128
71,9,0.0006144022379858128
72,526,0.000611159984799544
73,397,0.0006087448302394922
74,330,0.0007112323330106486
75,420,0.000694773320537428
76,594,0.0006400152916745328
77,865,0.0006160774965485504
