,model,w1,NLL,AIC,mean,phi1,phi2
42,mixture,0.5,14475.936796476071,28957.873592952143,294.60481651055204,0.003394377633891068,0.003394377633891068
40,mixture,0.4,14475.936796476086,28957.87359295217,294.604821697216,0.00339437937774475,0.00339437637172351
41,mixture,0.45,14475.93679647609,28957.87359295218,294.604818858137,0.003394378506848041,0.0033943768704749865
39,mixture,0.35000000000000003,14475.936796476119,28957.873592952237,294.6048444326842,0.003394383845176933,0.00339437379441959
38,mixture,0.30000000000000004,14475.936796476206,28957.873592952412,294.6048489841749,0.003394380536024877,0.0033943758556148995
37,mixture,0.25,14475.936796476319,28957.873592952637,294.6048731014157,0.0033943805771932474,0.0033943757834207534
36,mixture,0.2,14475.936796476462,28957.873592952925,294.6048981069129,0.003394380324826972,0.003394375785987493
35,mixture,0.15000000000000002,14475.936796476642,28957.873592953285,294.604927334003,0.003394379597673022,0.0033943757851241855
34,mixture,0.1,14475.936796476895,28957.87359295379,294.6049610955064,0.003394378468701148,0.00339437569015902
33,mixture,0.05,14475.93679647718,28957.87359295436,294.60499596393197,0.003394376978037567,0.0033943754919627507
31,mixture,0.009750000000000007,14475.93679647745,28957.8735929549,294.6050301445442,0.0033943754756546865,0.003394375169459421
24,mixture,0.008000000000000005,14475.936796477454,28957.873592954908,294.60503169742907,0.003394375405192375,0.0033943751525315363
29,mixture,0.009250000000000006,14475.936796477481,28957.873592954962,294.6050344787797,0.0033943754103546277,0.003394375119819253
27,mixture,0.008750000000000006,14475.936796477486,28957.873592954973,294.60503134069955,0.003394375424290244,0.0033943751563182277
17,mixture,0.006250000000000004,14475.936796477494,28957.873592954988,294.6050334916621,0.0033943753230763095,0.0033943751326901465
25,mixture,0.008250000000000006,14475.936796477494,28957.873592954988,294.60503146075774,0.0033943754135971243,0.003394375155147489
23,mixture,0.007750000000000005,14475.936796477494,28957.873592954988,294.6050358644926,0.0033943753470707673,0.003394375104662156
11,mixture,0.0047500000000000025,14475.936796477501,28957.873592955002,294.60503445387627,0.0033943752740710218,0.0033943751220716404
15,mixture,0.005750000000000003,14475.936796477501,28957.873592955002,294.6050375410388,0.003394375267104996,0.003394375086183725
20,mixture,0.0070000000000000045,14475.936796477503,28957.873592955006,294.6050325472882,0.00339437536063997,0.003394375143239125
9,mixture,0.004250000000000002,14475.936796477508,28957.873592955017,294.6050350579756,0.003394375248451186,0.0033943751152673046
10,mixture,0.004500000000000002,14475.936796477514,28957.873592955028,294.605034883475,0.003394375259336853,0.0033943751172042977
32,mixture,0.010000000000000007,14475.936796477516,28957.87359295503,294.60503387613437,0.0033943754368073484,0.003394375126345637
26,mixture,0.008500000000000006,14475.936796477516,28957.87359295503,294.6050349458053,0.0033943753809572105,0.0033943751148639454
1,mixture,0.0022500000000000003,14475.93679647752,28957.87359295504,294.60503709499966,0.0033943751603511536,0.00339437509220987
6,mixture,0.0035000000000000014,14475.93679647752,28957.87359295504,294.6050395540368,0.0033943751743251748,0.003394375063643312
3,mixture,0.0027500000000000007,14475.93679647752,28957.87359295504,294.6050364356639,0.003394375185403226,0.003394375099724294
22,mixture,0.007500000000000005,14475.93679647752,28957.87359295504,294.6050358808514,0.0033943753433509976,0.0033943751045614192
14,mixture,0.005500000000000003,14475.936796477523,28957.873592955046,294.60503393772063,0.003394375302019664,0.0033943751277823652
5,mixture,0.003250000000000001,14475.936796477527,28957.873592955053,294.6050359101804,0.003394375208215836,0.00339437510568118
16,mixture,0.006000000000000004,14475.936796477528,28957.873592955057,294.6050409793294,0.003394375468926884,0.0033943750450656208
30,mixture,0.009500000000000007,14475.936796477534,28957.873592955068,294.60503411589787,0.003394375418920267,0.0033943751238849156
28,mixture,0.009000000000000006,14475.936796477541,28957.873592955082,294.6050345160586,0.003394375399353487,0.0033943751195590357
13,mixture,0.005250000000000003,14475.936796477541,28957.873592955082,294.60503799149586,0.003394375244446639,0.0033943750811767873
2,mixture,0.0025000000000000005,14475.936796477547,28957.873592955093,294.60504042369007,0.003394375132366132,0.003394375053814364
8,mixture,0.004000000000000002,14475.93679647755,28957.8735929551,294.6050426910513,0.0033943753149790227,0.0033943750267337197
21,mixture,0.007250000000000005,14475.936796477552,28957.873592955104,294.60503633116616,0.00339437532415894,0.003394375099535391
18,mixture,0.006500000000000004,14475.936796477556,28957.87359295511,294.60503671003823,0.0033943753010150478,0.003394375095462539
7,mixture,0.0037500000000000016,14475.93679647756,28957.87359295512,294.60503920808793,0.003394375185438525,0.003394375067574656
19,mixture,0.006750000000000004,14475.93679647756,28957.87359295512,294.6050366668297,0.0033943753088835796,0.0033943750958585505
12,mixture,0.005000000000000003,14475.93679647757,28957.87359295514,294.60503824962916,0.00339437523210707,0.003394375078290717
4,mixture,0.003000000000000001,14475.936796477581,28957.873592955162,294.60503996532873,0.0033943751498221406,0.003394375059019474
0,mixture,0.002,14475.936796477594,28957.873592955188,294.60504095569104,0.0033943751109198213,0.0033943750477548134
