,l,psi
0,332,0.00017866860240030975
1,552,0.0003358049658832449
2,232,0.000360318803752932
3,520,0.0004957036121673004
4,281,0.000471342670946406
5,389,0.0005274992780825873
6,616,0.0005820497362471741
7,205,0.0006054914257716805
8,239,0.0006034808086727219
9,256,0.0006088857254290172
10,78,0.0005051801944830324
11,78,0.0005051801944830324
12,402,0.0005203233993462795
13,400,0.0005425717307692309
14,400,0.0005425717307692309
15,386,0.0002408160985942615
16,9,0.0006272336896792887
17,848,0.0006024727138643068
18,66,0.0006492771706735546
19,66,0.0006492771706735546
20,654,0.000613443213816407
21,156,0.0004646002363135092
22,111,0.0007816888537236672
23,111,0.0007816888537236672
24,354,0.0007681804133668148
25,69,0.0007950831264276492
26,69,0.0007950831264276492
27,122,0.0007547160640189686
28,122,0.0007547160640189686
29,233,0.000558957685918108
30,558,0.0005037275999242281
31,175,0.000391087371007371
32,175,0.000391087371007371
33,448,0.00047508862940275656
34,475,0.0002462256801909308
35,203,0.0007216085465059296
36,23,0.0007345676943031028
37,247,0.000781562213330731
38,247,0.000781562213330731
39,26,0.0007987899461400359
40,804,0.0007746954831543873
41,85,0.0008095222607833417
42,113,0.0008072809255413824
43,138,0.0007448267902939436
44,42,0.0007519472216689903
45,214,0.0009180767573918152
46,159,0.0011633272959937
47,283,0.00114929903724594
48,82,0.0010599073596508628
49,82,0.0010599073596508628
50,957,0.0009800027379757233
51,395,0.0010216284752284752
52,395,0.0010216284752284752
53,347,0.0010263678360877548
54,17,0.0010320083857442346
55,619,0.001120555607872681
56,38,0.0011410270970312812
57,386,0.0011765049104563838
58,177,0.001166763093249484
59,93,0.0011764735955612801
60,6,0.001157504497301619
61,72,0.001149919579030977
62,306,0.001118822239472152
63,319,0.0011387566624672934
64,330,0.0010941703775411422
65,376,0.0011202021973785658
66,212,0.001112271445358402
67,71,0.000636673617317049
68,185,0.0006098652920962198
69,131,0.0006131159806534399
70,131,0.0006131159806534399
71,451,0.0006596363984307722
72,272,0.0009132825155763241
73,13,0.0009369058224308399
74,13,0.0009369058224308399
75,227,0.0008692236237410775
76,321,0.0008826468365468464
77,554,0.0006521108584422968
78,842,0.0007001003504888397
79,558,0.0007189323735555977
80,558,0.0007189323735555977
81,363,0.0006916259770336776
82,234,0.0008265065468047684
83,138,0.0008600217005326495
84,218,0.0010454409864944217
85,355,0.0009601408015451474
86,21,0.0009027240794331903
87,676,0.0004550674409891345
88,99,0.000379037726507575
89,387,0.0004341913930875132
90,445,0.0004317803733843944
91,234,0.0006996380691811608
92,45,0.0007127255350920856
93,45,0.0007127255350920856
94,168,0.0005179321400472069
95,51,0.0005189398069843795
96,414,0.00028171307854810834
97,185,0.0005842597938144329
98,30,0.0005694777666999003
99,106,0.0005563817534138136
100,202,0.0005511462458341502
101,125,0.0005369309629629631
102,107,0.0004884129811022064
103,418,0.0003662868112881551
104,137,0.00011001538916839302
105,288,0.0001507737169517885
106,241,0.00015146567717996292
107,120,0.0008242411067193676
108,67,0.0008285805105791199
109,67,0.0008285805105791199
110,127,0.0007847324972844871
111,15,0.0004691410883674489
112,15,0.0004691410883674489
113,139,0.00026380293914587234
114,385,0.000435059990370727
115,1317,0.0004675284969514889
116,75,0.0006604295781637717
117,200,0.0002832882352941176
118,100,0.0004425869306930693
119,100,0.0004425869306930693
