,model,w1,NLL,AIC,mean,phi1,phi2
36,mixture,0.2,14585.223581037519,29176.447162075037,84.30751275682576,0.00343980211080178,0.03057562456223791
35,mixture,0.15000000000000002,14585.803387222448,29177.606774444896,64.66985634859873,0.0034655725800552812,0.03974383384687509
34,mixture,0.1,14586.923768984378,29179.847537968755,44.37184278502511,0.0035021554005021877,0.056897211143465506
33,mixture,0.05,14589.033894384465,29184.06778876893,23.914517453405814,0.003541735407382509,0.09696703050862818
37,mixture,0.25,14591.90624591401,29189.81249182802,76.2400924407661,0.003649864881742682,0.09684409455957195
38,mixture,0.30000000000000004,14592.40409569182,29190.80819138364,89.33336111231374,0.0036538583903327204,0.09684060408738239
39,mixture,0.35000000000000003,14592.786168026372,29191.572336052745,102.4281589041361,0.00365665336372162,0.09683826459036324
40,mixture,0.4,14593.087751669775,29192.17550333955,115.52399372780503,0.0036587154046871764,0.09683660553155685
41,mixture,0.45,14593.331537981983,29192.663075963967,128.62826725268442,0.0036600632224032853,0.09683829342764483
42,mixture,0.5,14593.532415104452,29193.064830208903,141.71708284046986,0.0036615606133593823,0.09683753546688391
2,mixture,0.0025000000000000005,14594.501303774228,29195.002607548457,272.0447180188962,0.09717299256532488,0.003667023384696986
1,mixture,0.0022500000000000003,14594.501571824072,29195.003143648144,272.1103824457159,0.09744506411769578,0.0036670216781745078
0,mixture,0.002,14594.501837294296,29195.003674588592,272.1758913469821,0.0977210288495234,0.003667022254956136
15,mixture,0.005750000000000003,14594.503865277486,29195.00773055497,272.70003388656534,0.003667033104250334,0.00366703291322817
30,mixture,0.009500000000000007,14594.503865277486,29195.00773055497,272.70003440029603,0.0036670332149654522,0.003667032904468625
26,mixture,0.008500000000000006,14594.503865277493,29195.007730554986,272.7000351845554,0.0036670331754157116,0.00366703289448439
25,mixture,0.008250000000000006,14594.503865277497,29195.007730554993,272.7000319990741,0.003667033208708527,0.003667032937470173
29,mixture,0.009250000000000006,14594.5038652775,29195.007730555,272.7000314565658,0.0036670332455936514,0.00366703294421532
23,mixture,0.007750000000000005,14594.503865277502,29195.007730555004,272.7000358010257,0.003667033142821867,0.0036670328865968057
4,mixture,0.003000000000000001,14594.503865277504,29195.007730555008,272.7000362353226,0.003667032984890203,0.0036670328824351377
31,mixture,0.009750000000000007,14594.503865277506,29195.00773055501,272.7000341167919,0.0036670332319543725,0.0036670329080728155
17,mixture,0.006250000000000004,14594.503865277507,29195.007730555015,272.70003355158633,0.003667033126066518,0.0036670329175276864
20,mixture,0.0070000000000000045,14594.503865277513,29195.007730555026,272.70003643649756,0.0036670331071912256,0.0036670328784359904
24,mixture,0.008000000000000005,14594.503865277517,29195.007730555033,272.7000321261054,0.0036670332005135278,0.003667032935882635
13,mixture,0.005250000000000003,14594.503865277518,29195.007730555037,272.7000377301173,0.00366703303571704,0.0036670328617283638
27,mixture,0.008750000000000006,14594.503865277522,29195.007730555044,272.700035127522,0.003667033180234949,0.003667032895144702
21,mixture,0.007250000000000005,14594.50386527753,29195.00773055506,272.70003611755766,0.0036670331231516418,0.0036670328825819734
8,mixture,0.004000000000000002,14594.50386527753,29195.00773055506,272.70003895262647,0.003667032978481894,0.0036670328456713222
19,mixture,0.006750000000000004,14594.50386527753,29195.00773055506,272.70003333101647,0.003667033143775044,0.003667032920288552
16,mixture,0.006000000000000004,14594.503865277531,29195.007730555062,272.7000374031701,0.00366703306016021,0.0036670328658725796
18,mixture,0.006500000000000004,14594.503865277533,29195.007730555066,272.7000335499001,0.0036670331327061977,0.003667032917454593
3,mixture,0.0027500000000000007,14594.50386527754,29195.00773055508,272.7000401303091,0.00366703292042797,0.0036670328301177594
10,mixture,0.004500000000000002,14594.503865277542,29195.007730555084,272.7000350217287,0.0036670330501322136,0.0036670328983789686
11,mixture,0.0047500000000000025,14594.503865277544,29195.007730555088,272.7000347476344,0.0036670330611982037,0.0036670329019914075
32,mixture,0.010000000000000007,14594.503865277544,29195.007730555088,272.7000340127509,0.003667033236491063,0.003667032909358388
12,mixture,0.005000000000000003,14594.503865277546,29195.00773055509,272.7000345033574,0.003667033068875909,0.003667032905214155
14,mixture,0.005500000000000003,14594.503865277547,29195.007730555095,272.7000376238723,0.0036670330493916562,0.0036670328630455918
28,mixture,0.009000000000000006,14594.50386527755,29195.0077305551,272.700034939129,0.003667033194051567,0.003667032897503656
22,mixture,0.007500000000000005,14594.503865277555,29195.00773055511,272.70003603091226,0.003667033130827249,0.003667032883637311
9,mixture,0.004250000000000002,14594.503865277557,29195.007730555113,272.70003523129236,0.003667033040910091,0.003667032895626372
5,mixture,0.003250000000000001,14594.50386527757,29195.00773055514,272.70003952774084,0.0036670329464443736,0.003667032838116862
6,mixture,0.0035000000000000014,14594.50386527758,29195.00773055516,272.7000391529418,0.0036670329630361714,0.0036670328430890835
7,mixture,0.0037500000000000016,14594.503865277591,29195.007730555182,272.7000390094155,0.003667032968539808,0.0036670328449755494
