,l,psi
0,452,0.0005562460773057788
1,391,0.0004096498893273025
2,391,0.0004096498893273025
3,61,0.00036460650034787794
4,61,0.00036460650034787794
5,147,0.00043723997240563715
6,147,0.00043723997240563715
7,825,0.0002607835565819861
8,563,0.00017731439931837546
9,115,0.0005807754819574888
10,26,0.000851623977658089
11,140,0.0010201384615384614
12,82,0.0010166980757786153
13,68,0.001018111839491458
14,1132,0.0010013178224937119
15,115,0.0008834212555610479
16,115,0.0008834212555610479
17,444,0.000567129835312141
18,670,0.0004464316776007498
19,790,0.0007674889712696942
20,727,0.0007565429290575183
21,420,0.0007313669865642994
22,35,0.0008462357747882412
23,134,0.0006512946516676535
24,134,0.0006512946516676535
25,134,0.0006512946516676535
26,42,0.0008415277833100975
27,42,0.0008415277833100975
28,42,0.0008415277833100975
29,42,0.0008415277833100975
30,256,0.0005617677457098284
31,519,0.00026873314953892953
32,24,0.00037684996009577015
33,24,0.00037684996009577015
34,303,0.0004955504222071241
35,558,0.0006657681379049062
36,558,0.0006657681379049062
37,298,0.00063409963099631
38,312,0.0006672711404189293
39,496,0.0006449944740853659
40,38,0.0007038330344690178
41,38,0.0007038330344690178
42,559,0.0006836787574580927
43,15,0.0006973495756365452
44,718,0.0006259244261989177
45,718,0.0006259244261989177
46,9,0.0005255492057148567
47,400,0.0003470180769230769
48,630,0.0003426487300094074
49,156,0.0003234446632532493
50,176,0.0003876399371069182
51,312,0.0004271733902249806
52,220,0.0005188962818003914
53,391,0.0005989564045808873
54,13,0.0006161156496554479
55,127,0.00044352522958427965
56,233,0.00039347483631388646
57,426,0.0005466092461154805
58,1451,0.0005409400052397171
59,185,0.0004051607265586647
60,185,0.0004051607265586647
61,241,0.00048358949321355337
62,76,0.00048389896784438273
63,75,0.0004977981141439206
64,85,0.0005765346554288548
65,85,0.0005765346554288548
66,7,0.0005442318377136005
67,102,0.0004831797663828944
68,80,0.0002042938492063492
69,134,0.00016060706532464972
70,114,0.000460222859402808
71,131,0.00045945059717698156
72,320,0.0004879629844961241
73,37,0.0005226139284646807
74,77,0.0003681145182097846
75,281,0.0004238725804882793
76,104,0.0003675851148060174
77,340,0.000754731914893617
78,340,0.000754731914893617
79,340,0.000754731914893617
80,40,0.0006873938247011951
81,44,0.0006601628833134208
82,27,0.00046753425750473723
83,65,0.0008381476403378042
84,321,0.0008173583955043115
85,389,0.0008185043796323034
86,160,0.0007973734251968505
87,4,0.000835982207117153
88,60,0.0006641829025844931
89,60,0.0006641829025844931
90,1250,0.0005866048
91,477,0.0006169953230886706
92,185,0.000549213942071674
93,232,0.0007496057466770916
94,271,0.0008134185571025216
95,50,0.0008537898507462687
96,281,0.0008713971403559965
97,13,0.0008171722760411466
98,357,0.0006511949406198706
99,70,0.0005559511420059583
100,161,0.0006069331758685168
101,496,0.0006745857469512194
102,48,0.0005054910429936306
103,84,0.0004569117413724713
104,78,0.0004571837666203612
105,127,0.0005302934728942431
106,257,0.0005343552695719995
107,425,0.0005604358752997602
108,301,0.0005806517813804485
109,243,0.0005544897002831203
110,80,0.0003549575396825397
111,80,0.0003549575396825397
112,80,0.0003549575396825397
113,80,0.0003549575396825397
114,421,0.00039037827463775073
115,421,0.00039037827463775073
116,236,0.00043724189136381403
117,159,0.00036314302588837485
118,159,0.00036314302588837485
119,159,0.00036314302588837485
120,97,0.00028624264633059324
121,673,0.00034949236390892905
122,94,0.0006803289082623341
123,812,0.0008533597854236034
124,229,0.0008888602991494769
125,403,0.0006246930693069307
126,366,0.0006269228246189466
127,181,0.0006857031725763678
128,154,0.0006875264920228482
129,481,0.00018940597271252743
130,119,0.0005432481470501037
131,204,0.0007085403763230105
132,559,0.0008315063926508192
133,263,0.000855488258793725
134,84,0.0008312205474018246
135,231,0.000637871175838139
136,336,0.00044383223684210524
137,68,0.00041120659515295985
138,68,0.00041120659515295985
139,161,0.0002464771183938589
140,621,0.00045280952829300443
141,629,0.0004227396744754916
142,340,0.00036675009671179883
143,60,0.000353365407554672
144,489,0.0004105022404423682
145,473,0.00045641000668385375
146,1017,0.00046719161296178636
147,230,0.0004838209188660802
148,88,0.0005943550753370341
149,24,0.0006963349960095771
150,24,0.0006963349960095771
151,6,0.00047479792124725166
152,755,0.00040400595072059506
153,197,0.00045999509659703846
154,175,0.000728251203931204
155,419,0.000929246952682599
156,195,0.000972257184894556
157,596,0.0010360756889392223
158,27,0.0010193521491971675
159,27,0.0010193521491971675
160,27,0.0010193521491971675
161,189,0.0004967470801845127
162,189,0.0004967470801845127
163,14,0.0005233235470341523
164,39,0.0003988144237473852
165,39,0.0003988144237473852
166,656,0.0005914129129129129
167,56,0.0004824389419252188
168,56,0.0004824389419252188
169,377,0.0005641470559892068
170,568,0.0004606110900832702
171,23,0.0008164124513618678
172,23,0.0008164124513618678
173,6,0.0008255770537677394
174,381,0.000841671900587612
175,528,0.0007400435030395137
176,338,0.0008115830915070613
177,429,0.0007253571771023108
178,59,0.0006700222686151705
179,356,0.0006635235612205485
180,328,0.0006464694035631293
181,328,0.0006464694035631293
182,288,0.0007094648133748056
183,783,0.0009821465269405545
184,50,0.00093076776119403
185,50,0.00093076776119403
186,178,0.0009190622912163491
187,178,0.0009190622912163491
188,183,0.0008317920062849848
189,41,0.0008435552235833083
190,1059,0.0007834994122434217
191,240,0.000788892578125
192,967,0.0005814007476976384
193,181,0.0005268464787348984
194,181,0.0005268464787348984
195,181,0.0005268464787348984
196,446,0.0006784091518284511
197,24,0.0004810343176376696
198,41,0.0004637360820635395
199,176,0.0005302266116352201
200,83,0.00046638242586531794
201,228,0.0004225269847477513
202,569,0.0004536120730438074
203,982,0.0004929899836095429
204,223,0.000569123936222244
205,331,0.0006459107540412351
206,129,0.0007128926843716063
207,35,0.0009896400597907324
208,35,0.0009896400597907324
209,120,0.0010284298418972331
210,94,0.0008442544085595404
211,94,0.0008442544085595404
212,496,0.000888732469512195
213,742,0.0008683798175386333
214,1014,0.0008469344470673687
215,178,0.0002425083513460405
216,23,0.0002332612990122718
217,23,0.0002332612990122718
218,46,0.0005099876567788174
219,433,0.0004910702578357135
220,98,0.0002513986928104575
221,98,0.0002513986928104575
222,98,0.0002513986928104575
223,68,0.00044851509733810093
224,68,0.00044851509733810093
225,267,0.0004782166163436252
226,297,0.0003797102068563659
227,407,0.0004306626309214951
228,634,0.00037549012601090844
229,881,0.0005125778880617591
230,323,0.0005374209047757435
231,79,0.0005129750967357873
232,159,0.0005089355251501132
233,68,0.0005696978545887961
234,127,0.00043948000394983705
235,61,0.0005355272835702216
236,61,0.0005355272835702216
237,1251,0.0005174830681717181
238,628,0.0005382303349642454
239,87,0.0006830062456627343
240,397,0.0006731995768010003
241,397,0.0006731995768010003
242,428,0.0006440199462984273
243,154,0.0006613984636596415
244,236,0.000570873388042204
245,381,0.0005628995279838166
246,314,0.0006561398099670351
247,257,0.0008974325826264989
248,21,0.0008136641053787049
249,337,0.0007786531875786011
250,337,0.0007786531875786011
251,291,0.0008492061024195901
252,352,0.0008442020865533232
253,62,0.0008685330948121647
254,62,0.0008685330948121647
255,62,0.0008685330948121647
