,model,w1,NLL,AIC,mean,phi1,phi2
37,mixture,0.25,14279.39154313767,28564.78308627534,80.29883956478311,0.0034448918634378345,0.09705444793917192
38,mixture,0.30000000000000004,14279.413158146031,28564.826316292063,94.1917550745905,0.00344910982452477,0.09704981242353036
36,mixture,0.2,14279.414020841,28564.828041682,66.40745941092018,0.003438477707146969,0.09706164289708201
39,mixture,0.35000000000000003,14279.447512922423,28564.895025844846,108.08565046561372,0.0034520906276989498,0.09704658852571765
40,mixture,0.4,14279.484027342682,28564.968054685363,121.98021109970917,0.00345430711476072,0.09704422395261843
41,mixture,0.45,14279.518986196566,28565.037972393133,135.87511478064195,0.0034560200824428535,0.0970439004127638
42,mixture,0.5,14279.551173840788,28565.102347681575,149.7704835866336,0.003457381789834856,0.09704254367187079
35,mixture,0.15000000000000002,14279.586457239997,28565.172914479994,52.520107285977254,0.0034274749038425804,0.09707506327838339
34,mixture,0.1,14279.71887925701,28565.43775851402,260.93927219948705,0.09703723545058617,0.003462753888746186
33,mixture,0.05,14279.732167252412,28565.464334504824,274.8356993303975,0.09703689165368876,0.0034631033321546297
32,mixture,0.010000000000000007,14279.742010816572,28565.484021633143,285.95288153139745,0.09703664204152702,0.003463356994286427
31,mixture,0.009750000000000007,14279.742070295457,28565.484140590914,286.0223585274324,0.09703664047902043,0.003463358580587689
30,mixture,0.009500000000000007,14279.742129749831,28565.484259499663,286.0918443206378,0.09703663902196492,0.0034633600595544334
29,mixture,0.009250000000000006,14279.742189179662,28565.484378359324,286.1613310916564,0.09703663757185078,0.003463361525936783
28,mixture,0.009000000000000006,14279.742248584938,28565.484497169877,286.2308113608519,0.09703663606832982,0.003463363070277092
4,mixture,0.003000000000000001,14279.743669947467,28565.487339894935,287.8983854267078,0.09732480824764345,0.00346339822798316
3,mixture,0.0027500000000000007,14279.743730771004,28565.48746154201,287.96792150719097,0.09756779901317461,0.0034633983274698836
2,mixture,0.0025000000000000005,14279.743790956627,28565.487581913254,288.0373754189225,0.09778856394257514,0.0034633996425408957
1,mixture,0.0022500000000000003,14279.743850743942,28565.487701487884,288.1068301163871,0.09801044372459804,0.0034634010862758116
0,mixture,0.002,14279.743909945973,28565.487819891947,288.1763024606825,0.09820539683429232,0.0034634025259223204
21,mixture,0.007250000000000005,14279.744370953467,28565.488741906935,288.732412150143,0.0034634146389696534,0.0034634144192305315
16,mixture,0.006000000000000004,14279.744370953473,28565.488741906946,288.7324129862259,0.003463414595238219,0.003463414409681284
24,mixture,0.008000000000000005,14279.744370953478,28565.488741906956,288.7324113210843,0.0034634146844777264,0.0034634144287223547
26,mixture,0.008500000000000006,14279.74437095349,28565.48874190698,288.73241479095884,0.003463414651177732,0.003463414386900062
25,mixture,0.008250000000000006,14279.744370953491,28565.488741906982,288.7324113287708,0.003463414686414294,0.003463414428548806
13,mixture,0.005250000000000003,14279.744370953493,28565.488741906986,288.7324137725443,0.003463414571095626,0.0034634144004667463
27,mixture,0.008750000000000006,14279.744370953495,28565.48874190699,288.7324108461709,0.003463414706042597,0.003463414434085473
8,mixture,0.004000000000000002,14279.74437095351,28565.48874190702,288.73241484781096,0.0034634145096910187,0.0034634143879776137
7,mixture,0.0037500000000000016,14279.744370953511,28565.488741907022,288.7324150377616,0.0034634145025801088,0.0034634143857478423
6,mixture,0.0035000000000000014,14279.744370953515,28565.48874190703,288.7324153337588,0.0034634144932604947,0.003463414382246859
9,mixture,0.004250000000000002,14279.744370953518,28565.488741907036,288.7324183881295,0.0034634144793459476,0.00346341434542835
20,mixture,0.0070000000000000045,14279.744370953518,28565.488741907036,288.732415799825,0.0034634145969877125,0.0034634143754943775
19,mixture,0.006750000000000004,14279.744370953522,28565.488741907044,288.732416119488,0.0034634145839175954,0.003463414371778458
12,mixture,0.005000000000000003,14279.744370953526,28565.48874190705,288.73241777815,0.003463414509381072,0.0034634143525300943
23,mixture,0.007750000000000005,14279.744370953527,28565.488741907055,288.73241538910077,0.003463414630177485,0.003463414380032946
11,mixture,0.0047500000000000025,14279.74437095354,28565.48874190708,288.73241426824575,0.0034634145442935045,0.0034634143947059495
14,mixture,0.005500000000000003,14279.744370953544,28565.488741907087,288.73241713259455,0.003463414535154381,0.0034634143600951153
17,mixture,0.006250000000000004,14279.74437095355,28565.4887419071,288.7324165667287,0.0034634145643122043,0.003463414366609999
22,mixture,0.007500000000000005,14279.744370953551,28565.488741907102,288.7324153508899,0.003463414618461139,0.003463414380646304
10,mixture,0.004500000000000002,14279.744370953558,28565.488741907116,288.7324181084225,0.0034634144918433934,0.0034634143487085453
15,mixture,0.005750000000000003,14279.74437095357,28565.48874190714,288.7324172127192,0.0034634145313317583,0.0034634143591065324
18,mixture,0.006500000000000004,14279.74437095357,28565.48874190714,288.7324163083455,0.0034634145750114596,0.0034634143696098967
5,mixture,0.003250000000000001,14279.744370953576,28565.488741907153,288.7324191078367,0.0034634144437187993,0.0034634143370176618
