,model,w1,NLL,AIC,mean,phi1,phi2
40,mixture,0.4,14532.560228438579,29071.120456877157,286.8300457475916,0.0034863869465160883,0.0034863838821995573
39,mixture,0.35000000000000003,14532.560228438582,29071.120456877165,286.83006826327085,0.0034863917101742165,0.0034863811318407182
41,mixture,0.45,14532.560228438591,29071.120456877183,286.8300429403232,0.0034863860458254105,0.0034863844025932633
42,mixture,0.5,14532.560228438608,29071.120456877215,286.8300406596454,0.003486385169768906,0.003486385169768906
38,mixture,0.30000000000000004,14532.560228438635,29071.12045687727,286.83008621706017,0.003486393227969694,0.003486380925203175
37,mixture,0.25,14532.560228438768,29071.120456877536,286.8301056686121,0.0034863937418960155,0.0034863812588362287
36,mixture,0.2,14532.560228438942,29071.120456877885,286.8301189460771,0.003486387939339007,0.003486383287925066
35,mixture,0.15000000000000002,14532.560228439139,29071.120456878278,286.83014677983874,0.003486387197776607,0.0034863832943824342
34,mixture,0.1,14532.560228439377,29071.120456878754,286.83018031705683,0.0034863860165748445,0.003486383189547956
33,mixture,0.05,14532.560228439681,29071.120456879362,286.83021712738645,0.00348638446803568,0.00348638294886735
24,mixture,0.008000000000000005,14532.560228439896,29071.12045687979,286.83024800529154,0.0034863829034591075,0.0034863826474609734
26,mixture,0.008500000000000006,14532.560228439901,29071.120456879802,286.83024752051836,0.0034863829258884238,0.0034863826530824606
21,mixture,0.007250000000000005,14532.560228439903,29071.120456879806,286.8302486872643,0.0034863828681972317,0.003486382639562068
30,mixture,0.009500000000000007,14532.56022843991,29071.12045687982,286.83024698005545,0.003486382953826067,0.003486382659171345
18,mixture,0.006500000000000004,14532.560228439917,29071.120456879835,286.83024942391984,0.0034863828395549274,0.0034863826309095296
20,mixture,0.0070000000000000045,14532.560228439925,29071.12045687985,286.83024867161873,0.0034863828646183,0.0034863826398363685
6,mixture,0.0035000000000000014,14532.560228439927,29071.120456879853,286.8302519031158,0.0034863827152867787,0.0034863826017340004
22,mixture,0.007500000000000005,14532.560228439927,29071.120456879853,286.8302520178816,0.0034863828423756524,0.0034863825989104847
32,mixture,0.010000000000000007,14532.560228439928,29071.120456879857,286.83024620904195,0.0034863829878340677,0.00348638266814524
8,mixture,0.004000000000000002,14532.56022843993,29071.12045687986,286.8302514059743,0.00348638273394506,0.003486382607669018
25,mixture,0.008250000000000006,14532.560228439932,29071.120456879864,286.8302513951095,0.0034863828688258026,0.003486382606139017
27,mixture,0.008750000000000006,14532.560228439936,29071.12045687987,286.8302509197637,0.0034863828911187483,0.0034863826116384934
16,mixture,0.006000000000000004,14532.56022843994,29071.12045687988,286.83025323502574,0.003486382773816322,0.0034863825848082033
17,mixture,0.006250000000000004,14532.560228439948,29071.120456879897,286.83024942283544,0.0034863828335300715,0.0034863826310131754
9,mixture,0.004250000000000002,14532.56022843995,29071.1204568799,286.83025477453464,0.0034863827004927663,0.003486382566660946
13,mixture,0.005250000000000003,14532.560228439954,29071.120456879908,286.8302503282993,0.0034863827818480348,0.0034863826204256476
12,mixture,0.005000000000000003,14532.560228439957,29071.120456879915,286.83025398755996,0.0034863827419071734,0.0034863825759655935
23,mixture,0.007750000000000005,14532.560228439963,29071.120456879926,286.8302518524279,0.003486382844430949,0.003486382600859864
19,mixture,0.006750000000000004,14532.560228439967,29071.120456879933,286.830249072857,0.003486382846150574,0.003486382635108311
29,mixture,0.009250000000000006,14532.560228439968,29071.120456879937,286.8302505730696,0.003486382903176584,0.0034863826156382367
31,mixture,0.009750000000000007,14532.560228439968,29071.120456879937,286.8302501856973,0.003486382929865782,0.003486382619985087
7,mixture,0.0037500000000000016,14532.560228439974,29071.120456879948,286.8302515634508,0.003486382724961519,0.003486382605813211
28,mixture,0.009000000000000006,14532.560228439981,29071.120456879962,286.83025068732064,0.0034863829028903177,0.0034863826143120558
1,mixture,0.0022500000000000003,14532.560228439987,29071.120456879973,286.8302566066711,0.0034863826220963715,0.0034863825447864153
0,mixture,0.002,14532.560228439987,29071.120456879973,286.8302531493637,0.0034863826535562613,0.0034863825868500496
3,mixture,0.0027500000000000007,14532.560228439994,29071.120456879988,286.83025606835184,0.003486382637171456,0.003486382551267324
11,mixture,0.0047500000000000025,14532.56022844,29071.12045688,286.83025453994054,0.0034863827169242926,0.0034863825693803568
15,mixture,0.005750000000000003,14532.560228440001,29071.120456880002,286.8302537321505,0.0034863827607867133,0.0034863825788536535
14,mixture,0.005500000000000003,14532.560228440005,29071.12045688001,286.8302537929582,0.003486382753315851,0.0034863825781975078
5,mixture,0.003250000000000001,14532.560228440005,29071.12045688001,286.8302557684514,0.0034863826570092848,0.003486382554816683
4,mixture,0.003000000000000001,14532.560228440005,29071.12045688001,286.83025588874455,0.0034863826527042835,0.003486382553388715
10,mixture,0.004500000000000002,14532.560228440012,29071.120456880024,286.8302547508969,0.0034863827108756393,0.003486382566869015
2,mixture,0.0025000000000000005,14532.560228440017,29071.120456880035,286.83025626198406,0.0034863826336720936,0.0034863825489381524
