,l,psi
0,357,0.0002717682726658299
1,343,0.00042812800928163975
2,194,0.00035877692760447326
3,135,0.00036086551554020724
4,345,0.0006130913484775254
5,503,0.0005385703132438351
6,257,0.0003636451204055767
7,727,0.0006301879369814486
8,126,0.0007144912107446178
9,126,0.0007144912107446178
10,126,0.0007144912107446178
11,75,0.000728581240694789
12,1047,0.0006408992486647959
13,933,0.0006475819994512028
14,587,0.0006215275337678284
15,729,0.0005866315593251934
16,518,0.0005903418900931736
17,198,0.0008525822710335361
18,231,0.0008498322744599746
19,75,0.0007419799503722085
20,145,0.0008293184820108428
21,233,0.0008046998925046418
22,87,0.0008042970159611379
23,12,0.0007335281662005594
24,374,0.0006711010217852323
25,374,0.0006711010217852323
26,212,0.0005926498237367804
27,35,0.0006045006477329349
28,140,0.0005075662721893492
29,713,0.0004984032483898068
30,900,0.0005244390825688073
31,435,0.0004794706276952564
32,218,0.00040547582697201016
33,91,0.00015226280844316716
34,702,0.0005559258082601384
35,1142,0.0005788985819422007
36,195,0.0006713734183423247
37,209,0.0005474087569791359
38,490,0.000559839466158246
39,282,0.000537906243921416
40,281,0.0004548627565411925
41,153,0.00038643277848911646
42,663,0.00036795010784957327
43,98,0.0005588302634184987
44,98,0.0005588302634184987
45,98,0.0005588302634184987
46,606,0.0006414587969074109
47,542,0.0005602988047808765
48,561,0.0005592907868573052
49,150,0.0005617322167487685
50,158,0.00041694999015554253
51,78,0.0004542945028775551
52,404,0.0005977500961168781
53,545,0.0004847696538643907
54,194,0.0005014612517166961
55,399,0.00048447812289643233
56,102,0.000870696891704613
57,62,0.0008885142118863049
58,733,0.000738278393738936
59,305,0.000482059776807375
60,305,0.000482059776807375
61,1038,0.0005186638883855772
62,1038,0.0005186638883855772
63,658,0.0006591488084068305
64,119,0.000607730605791086
65,380,0.000526724662813102
66,244,0.0005083457633736822
67,656,0.0006961696696696696
68,419,0.0006252711392648047
69,83,0.0004847757611821878
70,83,0.0004847757611821878
71,363,0.0005080561613432404
72,363,0.0005080561613432404
73,130,0.0004659044422507403
74,130,0.0004659044422507403
75,442,0.0003788697567515802
76,159,0.0005804990648685894
77,333,0.0005707238943191715
78,172,0.00048424990169091623
79,172,0.00048424990169091623
80,133,0.0005915801835586698
81,37,0.0009548741655873268
82,37,0.0009548741655873268
83,37,0.0009548741655873268
84,72,0.0009528891977760127
85,57,0.0009944868250969475
86,261,0.0009747153298898743
87,1019,0.0008713120972865052
88,172,0.000785705859221392
89,183,0.0007848571147991751
90,183,0.0007848571147991751
91,596,0.0010289548886372216
92,189,0.0010833522426145843
93,937,0.0012201823169059158
94,199,0.001245217766447691
95,13,0.0012683487466293817
96,13,0.0012683487466293817
97,187,0.001204507509571022
98,476,0.0012057842688048873
99,370,0.0011525566055930567
100,127,0.0011518281820874887
101,139,0.001121202288194102
102,478,0.0011037629318572245
103,18,0.0010799518866041126
104,20,0.0003917273453093812
105,498,0.00037389102686225943
106,925,0.0004452713958810069
107,102,0.00048154721837259944
108,251,0.0004745478489903424
109,463,0.0005901823568766129
