,model,w1,NLL,AIC,mean,phi1,phi2
35,mixture,0.15000000000000002,13303.78357211427,26613.56714422854,52.815623394227686,0.003404342815049555,0.09709563142557312
36,mixture,0.2,13303.885440650372,26613.770881300745,66.81515190484318,0.003414431802790541,0.09708440582657828
34,mixture,0.1,13303.983905158664,26613.96781031733,38.82239303055856,0.0033834556632748856,0.09712078510467607
37,mixture,0.25,13304.019971565795,26614.03994313159,80.81744163902349,0.003420361117822605,0.09707802663803838
38,mixture,0.30000000000000004,13304.1425846475,26614.285169295,94.82136515668113,0.003424252282474547,0.09707394293709275
39,mixture,0.35000000000000003,13304.24709465028,26614.49418930056,108.82633426874759,0.0034269976603383706,0.09707111707847225
40,mixture,0.4,13304.335060817059,26614.670121634117,122.83200799558998,0.0034290365646272142,0.0970690528781852
41,mixture,0.45,13304.409317175578,26614.818634351155,136.83799243450798,0.003430612166784167,0.09706907906389539
42,mixture,0.5,13304.4724595263,26614.9449190526,150.84454625262575,0.003431861823335177,0.09706787535306616
33,mixture,0.05,13304.780320145732,26615.560640291464,276.9107003887504,0.09706287722815565,0.003437102840200072
32,mixture,0.010000000000000007,13304.795654004098,26615.591308008195,288.11664606569263,0.09706265963867858,0.0034373374445571384
31,mixture,0.009750000000000007,13304.7957463469,26615.5914926938,288.18668551529834,0.09706265832827404,0.003437338823949285
5,mixture,0.003250000000000001,13304.798139722823,26615.596279445646,290.00770580958385,0.09739589169952147,0.0034373731511649235
4,mixture,0.003000000000000001,13304.79823412665,26615.5964682533,290.0777527843983,0.09758730459096511,0.0034373738115250486
3,mixture,0.0027500000000000007,13304.798327763592,26615.596655527184,290.1477708809362,0.09777357852151643,0.0034373749530956987
2,mixture,0.0025000000000000005,13304.798421622927,26615.596843245854,290.2177661768472,0.09801446347343604,0.003437376313563439
1,mixture,0.0022500000000000003,13304.798513835805,26615.59702767161,290.2877911115515,0.09819877537703103,0.0034373776307084795
0,mixture,0.002,13304.798605404652,26615.597210809305,290.35781794511934,0.09838278137090946,0.003437379040518601
30,mixture,0.009500000000000007,13304.799315368517,26615.598630737033,290.9184083647156,0.003437390192704068,0.0034373899019229173
23,mixture,0.007750000000000005,13304.799315368518,26615.598630737037,290.9184098813906,0.0034373901203510557,0.003437389884940406
22,mixture,0.007500000000000005,13304.799315368518,26615.598630737037,290.91840997447326,0.0034373901138837555,0.0034373898839404316
18,mixture,0.006500000000000004,13304.799315368531,26615.598630737062,290.9184108699112,0.0034373900723173286,0.003437389873794427
25,mixture,0.008250000000000006,13304.799315368546,26615.59863073709,290.91840942245597,0.0034373901457127043,0.003437389890078466
29,mixture,0.009250000000000006,13304.799315368547,26615.598630737095,290.9184087561203,0.0034373901751856965,0.0034373898974919704
12,mixture,0.005000000000000003,13304.799315368553,26615.598630737106,290.9184122923764,0.0034373900074285294,0.0034373898575279734
28,mixture,0.009000000000000006,13304.799315368553,26615.598630737106,290.91841242019876,0.003437390128980077,0.003437389854295006
24,mixture,0.008000000000000005,13304.79931536856,26615.59863073712,290.9184135369318,0.0034373900843794165,0.003437389841630253
17,mixture,0.006250000000000004,13304.79931536856,26615.59863073712,290.9184151573552,0.003437390007389007,0.003437389823275181
20,mixture,0.0070000000000000045,13304.799315368571,26615.598630737142,290.9184142656662,0.0034373900476523766,0.003437389833462447
14,mixture,0.005500000000000003,13304.799315368573,26615.598630737146,290.9184121288452,0.0034373900228800904,0.0034373898593100683
9,mixture,0.004250000000000002,13304.799315368575,26615.59863073715,290.9184167262799,0.003437389936480952,0.003437389805330641
27,mixture,0.008750000000000006,13304.799315368578,26615.598630737157,290.9184129046267,0.0034373901130390224,0.003437389848730643
26,mixture,0.008500000000000006,13304.799315368582,26615.598630737164,290.91841326658493,0.0034373901048065448,0.003437389844554427
11,mixture,0.0047500000000000025,13304.799315368582,26615.598630737164,290.9184126678692,0.003437389998022987,0.0034373898531526513
8,mixture,0.004000000000000002,13304.799315368582,26615.598630737164,290.9184170651729,0.00343738992082677,0.0034373898014061063
13,mixture,0.005250000000000003,13304.799315368586,26615.59863073717,290.91841578666833,0.003437389977048725,0.003437389816145407
6,mixture,0.0035000000000000014,13304.799315368586,26615.59863073717,290.91841742420326,0.0034373899069301537,0.0034373897972577584
15,mixture,0.005750000000000003,13304.79931536859,26615.59863073718,290.9184156707639,0.003437389994648895,0.00343738981734011
10,mixture,0.004500000000000002,13304.799315368591,26615.598630737182,290.9184163546114,0.003437389945262995,0.003437389809669362
21,mixture,0.007250000000000005,13304.7993153686,26615.5986307372,290.9184141364982,0.0034373900553272335,0.0034373898348898087
16,mixture,0.006000000000000004,13304.799315368604,26615.598630737208,290.91841508897653,0.0034373900063397965,0.0034373898241406354
7,mixture,0.0037500000000000016,13304.799315368606,26615.59863073721,290.91841715374807,0.003437389917880031,0.0034373898003966525
19,mixture,0.006750000000000004,13304.799315368613,26615.598630737226,290.91841440982193,0.0034373900407430567,0.0034373898318484438
