model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.4,14222.321520004114,28450.643040008228,119.65635555769406,0.003525189577165602,0.09697313384832486,boot_1
mixture,0.45,14222.322643441123,28450.645286882245,133.26019635439224,0.003526963232455066,0.09697300151496138,boot_1
mixture,0.5,14222.327154647242,28450.654309294485,146.86447502074523,0.00352837420014598,0.09697158856233211,boot_1
mixture,0.35000000000000003,14222.327305363373,28450.654610726746,106.05276303059539,0.0035228972632836376,0.09697557796020115,boot_1
mixture,0.30000000000000004,14222.347334973654,28450.69466994731,92.44974707629478,0.003519817874035045,0.09697890708012108,boot_1
mixture,0.25,14222.360520393951,28450.721040787903,214.88834494365867,0.09696741405714852,0.003532567648488092,boot_1
mixture,0.2,14222.366833166714,28450.733666333428,228.49339853836068,0.09696689868602103,0.0035330876459578713,boot_1
mixture,0.15000000000000002,14222.372806653133,28450.745613306266,242.098499922771,0.09696644474582741,0.0035335457974946046,boot_1
mixture,0.1,14222.378435661281,28450.756871322563,255.703634287113,0.09696604162969995,0.0035339526109289207,boot_1
mixture,0.05,14222.38372808331,28450.76745616662,269.30878962068846,0.09696568104026344,0.0035343163462372698,boot_1
mixture,0.010000000000000007,14222.387729574326,28450.775459148652,280.19294679434597,0.09696541901901544,0.0035345804775733162,boot_1
mixture,0.009750000000000007,14222.387753955307,28450.775507910614,280.2609759134021,0.09696541748928039,0.003534582021749869,boot_1
mixture,0.009500000000000007,14222.387778328572,28450.775556657143,280.3289957909789,0.09696541585160325,0.003534583681712384,boot_1
mixture,0.009250000000000006,14222.387802694186,28450.77560538837,280.39704489811015,0.09696541239092336,0.003534584972277488,boot_1
mixture,0.009000000000000006,14222.387827052145,28450.77565410429,280.46505788888106,0.09696541283167381,0.0035345867174533686,boot_1
mixture,0.008750000000000006,14222.387851402385,28450.77570280477,280.5330758378597,0.09696541116981375,0.0035345883992843868,boot_1
mixture,0.008500000000000006,14222.387875744997,28450.775751489993,280.601107516055,0.09696540953303093,0.0035345899072734463,boot_1
mixture,0.008250000000000006,14222.387900079937,28450.775800159874,280.66913339076257,0.09696540810526878,0.0035345914876081857,boot_1
mixture,0.008000000000000005,14222.38792440718,28450.77584881436,280.7371562506519,0.09696540649028058,0.0035345931051177725,boot_1
mixture,0.007750000000000005,14222.387948726826,28450.775897453652,280.8051928433207,0.09696540506021173,0.0035345945489021783,boot_1
mixture,0.0035000000000000014,14222.388362563082,28450.776725126165,281.96185891433976,0.09713365481079067,0.0035346176468584655,boot_1
mixture,0.003250000000000001,14222.388388404743,28450.776776809485,282.0296738579638,0.09733827607255667,0.003534621030543677,boot_1
mixture,0.003000000000000001,14222.388414215387,28450.776828430775,282.0977302021667,0.09757404812172403,0.003534621403482587,boot_1
mixture,0.0027500000000000007,14222.388439167062,28450.776878334123,282.1657442058311,0.09773670167061015,0.003534622729811672,boot_1
mixture,0.0025000000000000005,14222.388464227082,28450.776928454165,282.23373946237274,0.09794947923841968,0.003534624235194596,boot_1
mixture,0.0022500000000000003,14222.388488840168,28450.776977680336,282.3017498216155,0.09813630252468318,0.0035346257684897,boot_1
mixture,0.002,14222.38851340274,28450.77702680548,282.3697605132519,0.09836195488157504,0.003534627319837986,boot_1
mixture,0.005750000000000003,14222.388698848936,28450.77739769787,282.91427227950567,0.0035346398055477396,0.003534639633635694,boot_1
mixture,0.007250000000000005,14222.388698848936,28450.77739769787,282.9142708453598,0.0035346398736992592,0.0035346396509268446,boot_1
mixture,0.006250000000000004,14222.388698848943,28450.777397697886,282.9142717344524,0.0035346398357039358,0.003534639640212084,boot_1
mixture,0.0070000000000000045,14222.388698848954,28450.777397697908,282.9142746913844,0.0035346398172396197,0.003534639602991215,boot_1
mixture,0.005500000000000003,14222.388698848976,28450.77739769795,282.9142723475468,0.0035346398009629245,0.0035346396328494807,boot_1
mixture,0.004250000000000002,14222.388698848976,28450.77739769795,282.9142768463668,0.003534639702731092,0.0035346395770330832,boot_1
mixture,0.006500000000000004,14222.388698848978,28450.777397697955,282.9142717392793,0.003534639833357114,0.003534639640117545,boot_1
mixture,0.006750000000000004,14222.38869884898,28450.77739769796,282.91427134109034,0.0035346398516687087,0.0035346396449531157,boot_1
mixture,0.006000000000000004,14222.38869884899,28450.77739769798,282.91427171948845,0.0035346398225474646,0.0035346396405287507,boot_1
mixture,0.0037500000000000016,14222.388698848992,28450.777397697984,282.9142738914439,0.003534639727741378,0.0035346396140588424,boot_1
mixture,0.007500000000000005,14222.388698848998,28450.777397697995,282.91427458960186,0.003534639833150096,0.003534639604044299,boot_1
mixture,0.005250000000000003,14222.388698849001,28450.777397698002,282.9142759710056,0.0035346397497312263,0.0035346395876528687,boot_1
mixture,0.005000000000000003,14222.388698849005,28450.77739769801,282.91427631524834,0.0035346397342539294,0.003534639583448897,boot_1
mixture,0.0047500000000000025,14222.388698849012,28450.777397698024,282.91427650530306,0.003534639728363364,0.0035346395811290767,boot_1
mixture,0.004500000000000002,14222.388698849016,28450.77739769803,282.9142767452004,0.0035346397087551783,0.0035346395782439393,boot_1
mixture,0.004000000000000002,14222.388698849027,28450.777397698053,282.914276885674,0.0035346397020071035,0.003534639576574478,boot_1
null,,14222.388698849176,28446.77739769835,282.9142983808609,0.0035346393085223075,,boot_1
sum,,14229.550849274277,28461.101698548555,412.431507144804,0.004849290040534666,,boot_1
mixture,0.5,14232.583093382942,28471.166186765884,284.47881465785764,0.003515200248576327,0.003515200248576327,boot_2
mixture,0.45,14232.583093382962,28471.166186765924,284.47881671368134,0.003515201022202374,0.003515199569422452,boot_2
mixture,0.4,14232.583093382982,28471.166186765964,284.4788240189228,0.0035152017258367565,0.003515199070951441,boot_2
mixture,0.35000000000000003,14232.583093383044,28471.166186766088,284.4788351820799,0.003515202432478209,0.0035151986824609295,boot_2
mixture,0.30000000000000004,14232.583093383117,28471.166186766233,284.478850556725,0.0035152028109857077,0.0035151985167037867,boot_2
mixture,0.25,14232.583093383168,28471.166186766335,284.4788657647655,0.0035152029243609275,0.0035151985146372705,boot_2
