,model,w1,NLL,AIC,mean,phi1,phi2
35,mixture,0.15000000000000002,13749.476958164605,27504.95391632921,54.37376889192833,0.0032873050101695166,0.09721300569260623
36,mixture,0.2,13749.598288889036,27505.19657777807,68.89609317095302,0.003296748817674988,0.09720222614089463
34,mixture,0.1,13749.63743425738,27505.27486851476,39.857038540590466,0.003267847581737628,0.09723573802159033
37,mixture,0.25,13749.744473150975,27505.48894630195,83.41875009697596,0.003302404019253639,0.09719655519264171
38,mixture,0.30000000000000004,13749.874887940903,27505.749775881806,97.94449883704146,0.003306065271961934,0.09719267601184255
39,mixture,0.35000000000000003,13749.985007332805,27505.97001466561,112.47128058143456,0.0033086492766942715,0.09718998440002997
40,mixture,0.4,13750.077217213668,27506.154434427335,126.9985826591207,0.0033105717310320253,0.0971891106689091
41,mixture,0.45,13750.154779392127,27506.309558784254,141.5265865269001,0.0033120519854484523,0.09718767328486945
42,mixture,0.5,13750.220591491416,27506.44118298283,156.05493877877976,0.003313228809495914,0.09718653711372417
33,mixture,0.05,13750.54003993085,27507.0800798617,286.8171068406889,0.09718181893298179,0.00331816747642619
32,mixture,0.010000000000000007,13750.555903452165,27507.11180690433,298.4406925232338,0.09718161122343874,0.0033183861556516005
5,mixture,0.003250000000000001,13750.558472250274,27507.116944500547,300.40217124739644,0.09742028024611264,0.0033184204374804736
4,mixture,0.003000000000000001,13750.558569800265,27507.11713960053,300.4748355917163,0.09761058867262604,0.003318420950677988
3,mixture,0.0027500000000000007,13750.558666973044,27507.117333946087,300.54744543479774,0.09781693038562546,0.0033184221274035154
2,mixture,0.0025000000000000005,13750.558763285153,27507.117526570306,300.6200597974726,0.0980127650460516,0.003318423405627701
1,mixture,0.0022500000000000003,13750.558859193927,27507.117718387854,300.6926783014375,0.09822715702676675,0.0033184247044794573
0,mixture,0.002,13750.558954288059,27507.117908576118,300.76530609531744,0.09843342773711654,0.003318426043668919
31,mixture,0.009750000000000007,13750.559690748876,27507.119381497752,301.3467556145034,0.0033184365640211173,0.003318436254779707
30,mixture,0.009500000000000007,13750.559690748898,27507.119381497796,301.34675981129004,0.003318436514336533,0.0033184362086759412
25,mixture,0.008250000000000006,13750.559690748902,27507.119381497803,301.34675715224864,0.003318436506795216,0.003318436238648924
21,mixture,0.007250000000000005,13750.559690748907,27507.119381497814,301.34675775683064,0.0033184364662356886,0.0033184362325089437
20,mixture,0.0070000000000000045,13750.559690748909,27507.119381497818,301.34675828071875,0.00331843644997471,0.0033184362268726822
19,mixture,0.006750000000000004,13750.559690748913,27507.119381497825,301.3467584499796,0.0033184364464493416,0.003318436225076224
16,mixture,0.006000000000000004,13750.55969074892,27507.11938149784,301.3467593323668,0.003318436405534029,0.0033184362157147123
26,mixture,0.008500000000000006,13750.559690748922,27507.119381497843,301.3467567196088,0.0033184365160118124,0.0033184362433073817
29,mixture,0.009250000000000006,13750.559690748922,27507.119381497843,301.34675999404277,0.0033184365040508372,0.003318436206817835
18,mixture,0.006500000000000004,13750.55969074893,27507.11938149786,301.3467626161259,0.0033184363891185942,0.0033184361793291805
12,mixture,0.005000000000000003,13750.559690748936,27507.119381497872,301.34676405385386,0.0033184363270229505,0.003318436164045638
9,mixture,0.004250000000000002,13750.559690748938,27507.119381497876,301.34676098668524,0.0033184363376142284,0.0033184361980430647
13,mixture,0.005250000000000003,13750.559690748945,27507.11938149789,301.34676536529514,0.0033184365298952415,0.003318436148416143
24,mixture,0.008000000000000005,13750.55969074895,27507.1193814979,301.34676281989005,0.00331843674992012,0.0033184361738403186
27,mixture,0.008750000000000006,13750.559690748953,27507.119381497905,301.34676042896086,0.003318436483230819,0.0033184362023199435
22,mixture,0.007500000000000005,13750.559690748954,27507.11938149791,301.34676163534755,0.003318436428325621,0.0033184361897034952
28,mixture,0.009000000000000006,13750.559690748956,27507.119381497912,301.346760146752,0.003318436495853518,0.0033184362052703547
15,mixture,0.005750000000000003,13750.559690748956,27507.119381497912,301.3467635312515,0.003318436355077199,0.0033184361695486417
7,mixture,0.0037500000000000016,13750.559690748956,27507.119381497912,301.34676145854803,0.0033184363152305,0.003318436192981647
23,mixture,0.007750000000000005,13750.55969074896,27507.11938149792,301.34676288320117,0.003318436737848483,0.0033184361733771214
17,mixture,0.006250000000000004,13750.55969074896,27507.11938149792,301.34676299538677,0.003318436377137057,0.0033184361752546182
14,mixture,0.005500000000000003,13750.559690748962,27507.119381497923,301.3467638187339,0.0033184363389933435,0.003318436166500961
11,mixture,0.0047500000000000025,13750.55969074897,27507.11938149794,301.34676430821173,0.00331843631710623,0.003318436161319544
8,mixture,0.004000000000000002,13750.559690748974,27507.11938149795,301.346765181732,0.0033184362815654902,0.0033184361519217336
10,mixture,0.004500000000000002,13750.559690748978,27507.119381497956,301.34676466694475,0.0033184363060489936,0.0033184361574404176
6,mixture,0.0035000000000000014,13750.559690749009,27507.119381498018,301.3467653661888,0.0033184362642543546,0.003318436150009209
