,model,w1,NLL,AIC,mean,phi1,phi2
41,mixture,0.45,15232.40455788236,30470.80911576472,288.4408101157899,0.003466916634233972,0.003466915105120465
42,mixture,0.5,15232.40455788239,30470.80911576478,288.4408116102307,0.0034669157752589374,0.0034669157752589374
40,mixture,0.4,15232.404557882426,30470.809115764852,288.44081905626365,0.003466917455898255,0.0034669145056710165
39,mixture,0.35000000000000003,15232.404557882452,30470.809115764903,288.4408309737422,0.0034669181652286283,0.0034669141302925816
38,mixture,0.30000000000000004,15232.404557882517,30470.809115765034,288.44085485254277,0.0034669234412454605,0.0034669117473463914
37,mixture,0.25,15232.404557882626,30470.809115765252,288.44086247652507,0.0034669187342673434,0.003466913973741008
36,mixture,0.2,15232.404557882772,30470.809115765544,288.44088604212817,0.003466918433172401,0.0034669139924887937
35,mixture,0.15000000000000002,15232.404557882963,30470.809115765926,288.44091669865077,0.003466917702000392,0.003466913949234196
34,mixture,0.1,15232.40455788322,30470.80911576644,288.44094869587053,0.003466916628055973,0.003466913849725324
33,mixture,0.05,15232.404557883503,30470.809115767006,288.44098591105353,0.0034669150788583488,0.0034669136066396893
32,mixture,0.010000000000000007,15232.404557883754,30470.809115767508,288.4410143621602,0.003466913643147551,0.0034669133352033797
28,mixture,0.009000000000000006,15232.40455788378,30470.80911576756,288.44101529695286,0.0034669136005393572,0.003466913324563308
24,mixture,0.008000000000000005,15232.404557883783,30470.809115767566,288.44101613261466,0.003466913562127498,0.0034669133150260537
21,mixture,0.007250000000000005,15232.404557883787,30470.809115767574,288.4410168736717,0.003466913527698379,0.003466913306491993
12,mixture,0.005000000000000003,15232.404557883796,30470.80911576759,288.4410184981429,0.003466913444854132,0.003466913287785082
25,mixture,0.008250000000000006,15232.404557883798,30470.809115767595,288.44101578382566,0.0034669135784485415,0.003466913319055135
29,mixture,0.009250000000000006,15232.404557883798,30470.809115767595,288.4410149209585,0.0034669136181264444,0.0034669133288909235
31,mixture,0.009750000000000007,15232.404557883809,30470.809115767617,288.44101459883245,0.003466913637714222,0.0034669133324619324
30,mixture,0.009500000000000007,15232.404557883812,30470.809115767624,288.4410185206533,0.003466913575523265,0.0034669132855450714
19,mixture,0.006750000000000004,15232.404557883812,30470.809115767624,288.44102075405755,0.0034669134697658645,0.003466913260039838
22,mixture,0.007500000000000005,15232.404557883823,30470.809115767646,288.441020150031,0.0034669135012500305,0.0034669132669583914
27,mixture,0.008750000000000006,15232.404557883825,30470.80911576765,288.4410190066956,0.003466913553424718,0.0034669132800659954
4,mixture,0.003000000000000001,15232.404557883827,30470.809115767654,288.44102042694925,0.003466913353409864,0.0034669132651223003
20,mixture,0.0070000000000000045,15232.404557883827,30470.809115767654,288.44102058943565,0.0034669134749244395,0.003466913261943292
18,mixture,0.006500000000000004,15232.40455788383,30470.80911576766,288.4410174157094,0.003466913500931493,0.003466913300276466
11,mixture,0.0047500000000000025,15232.40455788383,30470.80911576766,288.44101885806475,0.0034669134307578186,0.0034669132835450905
16,mixture,0.006000000000000004,15232.40455788383,30470.80911576766,288.4410176100678,0.003466913483265067,0.003466913298133848
6,mixture,0.0035000000000000014,15232.40455788383,30470.80911576766,288.44101972133905,0.0034669133864145604,0.0034669132734729403
15,mixture,0.005750000000000003,15232.404557883834,30470.809115767668,288.4410215946064,0.0034669134270799338,0.0034669132503362464
14,mixture,0.005500000000000003,15232.404557883836,30470.80911576767,288.4410182463712,0.0034669134581707737,0.0034669132906753695
17,mixture,0.006250000000000004,15232.404557883838,30470.809115767675,288.44102116564676,0.0034669134414352077,0.003466913255345336
0,mixture,0.002,15232.40455788384,30470.80911576768,288.4410213421323,0.0034669133115192417,0.003466913254272639
13,mixture,0.005250000000000003,15232.404557883841,30470.809115767683,288.4410220874285,0.0034669134054919597,0.003466913244584288
7,mixture,0.0037500000000000016,15232.404557883852,30470.809115767704,288.44102334454,0.0034669133397949,0.0034669132299071388
26,mixture,0.008500000000000006,15232.404557883856,30470.80911576771,288.44101920621455,0.003466913540626255,0.0034669132778259665
5,mixture,0.003250000000000001,15232.404557883856,30470.80911576771,288.44102010332347,0.0034669133652791813,0.0034669132689639543
10,mixture,0.004500000000000002,15232.40455788386,30470.80911576772,288.4410226735861,0.0034669133786892517,0.0034669132377495113
9,mixture,0.004250000000000002,15232.404557883867,30470.809115767734,288.4410228683318,0.0034669133695133776,0.0034669132354733256
8,mixture,0.004000000000000002,15232.404557883872,30470.809115767745,288.44102322625514,0.0034669133518761028,0.0034669132312584706
23,mixture,0.007750000000000005,15232.404557883874,30470.809115767748,288.4410199706196,0.0034669135092696216,0.00346691326901
3,mixture,0.0027500000000000007,15232.404557883898,30470.809115767795,288.44102431236126,0.00346691330411938,0.003466913218450914
1,mixture,0.0022500000000000003,15232.404557883905,30470.80911576781,288.4410246122534,0.003466913288839276,0.0034669132149156246
2,mixture,0.0025000000000000005,15232.40455788391,30470.80911576782,288.4410243446569,0.00346691329797975,0.0034669132180986228
