,l,psi
0,366,0.000709702488906039
1,290,0.0006568999028182701
2,131,0.0006578979370249729
3,131,0.0006578979370249729
4,37,0.000704764770349706
5,55,0.0009355906514172053
6,6,0.000873051369178493
7,355,0.0008617771125060357
8,13,0.000678884849695396
9,115,0.0006371681660899655
10,727,0.0006123094993940524
11,386,0.0006324132486038898
12,12,0.0005355467439073112
13,627,0.00044906031805777737
14,236,0.0004509337631887456
15,236,0.0004509337631887456
16,948,0.00035727329192546586
17,32,0.0004649196570972887
18,155,0.0004921384539635647
19,47,0.0005190518562755051
20,434,0.00047323289246693496
21,508,0.0003474139703083365
22,93,0.0004381521846824532
23,194,0.0003537465175593486
24,194,0.0003537465175593486
25,194,0.0003537465175593486
26,408,0.0002938995003843198
27,139,0.00021313975737252192
28,1180,0.00023254758497316636
29,186,0.00026945022580011777
30,186,0.00026945022580011777
31,139,0.00031387493835683994
32,225,0.0003112350122249389
33,56,0.00019056563245823386
34,56,0.00019056563245823386
35,56,0.00019056563245823386
36,134,0.00042106453522794553
37,39,0.0003984876979778862
38,23,0.0005359245734809937
39,29,0.00039136544022335226
40,29,0.00039136544022335226
41,29,0.00039136544022335226
42,222,0.00046608745842300915
43,265,0.0005752991719434972
44,265,0.0005752991719434972
45,265,0.0005752991719434972
46,1045,0.0006475628791308284
47,297,0.0006950517626493154
48,83,0.0006427791331944857
49,83,0.0006427791331944857
50,570,0.0006518493850520341
51,290,0.0006244340136054422
52,1031,0.0005824880790499501
53,197,0.0006190403059723447
54,11,0.0005933425232244531
55,493,0.0005604151338987896
56,39,0.0005411708337483813
57,39,0.0005411708337483813
58,39,0.0005411708337483813
59,94,0.0005382221121458293
60,521,0.0006300733770554129
61,47,0.0007255501144620286
62,341,0.0006910134416400734
63,32,0.0007130859250398723
64,32,0.0007130859250398723
65,162,0.0005231891359968509
66,885,0.0004884380339917316
67,165,0.0004428143630103295
68,871,0.0004473249931009106
69,64,0.0003448267090620032
70,319,0.00036634247504603156
71,21,0.0004840498952200379
72,21,0.0004840498952200379
73,21,0.0004840498952200379
74,303,0.0005104024070659031
75,71,0.0005221602621388144
76,57,0.0004941280700009944
77,571,0.0005914104625863211
78,28,0.000575876545672118
79,28,0.000575876545672118
80,3,0.0004290140957712686
81,308,0.00043724970896391146
82,294,0.0002212057509228677
83,294,0.0002212057509228677
84,1109,0.00040437141056800786
85,95,0.0006357705794947994
86,95,0.0006357705794947994
87,135,0.0009157403058707448
88,214,0.0009086575288819266
89,529,0.0009228063443821827
90,51,0.001142331509302557
91,316,0.001112987010469174
92,386,0.0011857450414018871
93,244,0.0009972139789144866
94,147,0.0006144580664235735
95,38,0.0003203841402669854
96,880,0.0005115542279411765
97,251,0.0006394178128963028
