,model,w1,NLL,AIC,mean,phi1,phi2
38,mixture,0.30000000000000004,14236.001421748297,28478.002843496593,93.078945685941,0.003493945609379689,0.097004873992626
39,mixture,0.35000000000000003,14236.004795933954,28478.009591867907,106.78813842568462,0.003496949979315743,0.09700162063775071
40,mixture,0.4,14236.017014247458,28478.034028494916,120.49795424070966,0.003499184827464171,0.09699923372069709
37,mixture,0.25,14236.020620979123,28478.041241958246,79.3706726180522,0.003489696149974228,0.0970095494189295
41,mixture,0.45,14236.032418228388,28478.064836456775,134.20806483929303,0.00350091280329735,0.09699904231011536
42,mixture,0.5,14236.048533929697,28478.097067859395,147.91863048729658,0.0035022867421709548,0.09699766797804006
36,mixture,0.2,14236.099170880596,28478.198341761192,65.66384816698454,0.0034832371233527713,0.09701680200085509
35,mixture,0.15000000000000002,14236.138654703684,28478.277309407367,243.89703326515206,0.0969926723588392,0.0035073165247084515
34,mixture,0.1,14236.147915737121,28478.295831474243,257.60853644212574,0.09699228144328044,0.003507711731587462
33,mixture,0.05,14236.156471118898,28478.312942237797,271.320071865416,0.09699193190520704,0.0035080649388407464
32,mixture,0.010000000000000007,14236.162853581132,28478.325707162265,282.2893201659037,0.09699167782519381,0.003508321579748364
31,mixture,0.009750000000000007,14236.16289225847,28478.32578451694,282.35787873317645,0.09699167631243918,0.003508323109071481
30,mixture,0.009500000000000007,14236.16293092116,28478.32586184232,282.4264419929604,0.09699167485044345,0.003508324579311315
29,mixture,0.009250000000000006,14236.16296956922,28478.32593913844,282.4950043470278,0.09699167338070809,0.003508326060061483
28,mixture,0.009000000000000006,14236.163008202577,28478.326016405153,282.56355656971897,0.09699167153806212,0.0035083276659024134
27,mixture,0.008750000000000006,14236.163046821373,28478.326093642747,282.6321190319736,0.09699167033373465,0.0035083291437813234
26,mixture,0.008500000000000006,14236.163085425505,28478.32617085101,282.70067595935734,0.09699166880019428,0.0035083306896284473
25,mixture,0.008250000000000006,14236.16312401504,28478.32624803008,282.76923399012827,0.09699166728627326,0.003508332221002453
24,mixture,0.008000000000000005,14236.163162589932,28478.326325179863,282.8377926541545,0.09699166577926688,0.0035083337437476414
6,mixture,0.0035000000000000014,14236.163856061135,28478.32771212227,284.0720545632322,0.09715488720577098,0.0035083577296816416
5,mixture,0.003250000000000001,14236.16389598439,28478.32779196878,284.1404075650909,0.09734529072477917,0.0035083610239365834
4,mixture,0.003000000000000001,14236.163935891855,28478.32787178371,284.2089922337518,0.0975676519585863,0.0035083614592765636
3,mixture,0.0027500000000000007,14236.163975214437,28478.327950428873,284.2775344421976,0.0977570805962834,0.0035083626834898625
2,mixture,0.0025000000000000005,14236.164014294092,28478.328028588185,284.34606808739943,0.09795224281376347,0.0035083641192247645
1,mixture,0.0022500000000000003,14236.16405316243,28478.32810632486,284.41460078057185,0.09815996137054672,0.0035083656577759655
0,mixture,0.002,14236.164091598703,28478.328183197405,284.4831556028716,0.09834509551617894,0.003508367115690475
20,mixture,0.0070000000000000045,14236.164389319167,28478.328778638333,285.0319086920919,0.0035083793532178363,0.003508379128993875
22,mixture,0.007500000000000005,14236.16438931918,28478.32877863836,285.0319084819119,0.003508379362531456,0.003508379131417133
10,mixture,0.004500000000000002,14236.164389319198,28478.328778638395,285.0319110241322,0.0035083792406259973,0.0035083791012317286
19,mixture,0.006750000000000004,14236.164389319207,28478.328778638413,285.0319126481209,0.0035083792950629275,0.0035083790804209406
23,mixture,0.007750000000000005,14236.164389319207,28478.328778638413,285.03191154225215,0.0035083793372203713,0.0035083790935934987
8,mixture,0.004000000000000002,14236.164389319214,28478.328778638428,285.0319114046307,0.0035083792216418276,0.0035083790966756873
16,mixture,0.006000000000000004,14236.164389319218,28478.328778638435,285.03190954120066,0.003508379311687051,0.0035083791189556087
18,mixture,0.006500000000000004,14236.164389319238,28478.328778638475,285.0319128926773,0.003508379285411634,0.0035083790775082245
15,mixture,0.005750000000000003,14236.164389319238,28478.328778638475,285.03191343988436,0.003508379253263663,0.0035083790710766006
12,mixture,0.005000000000000003,14236.164389319238,28478.328778638475,285.03191405107987,0.003508379225445114,0.003508379063792878
7,mixture,0.0037500000000000016,14236.164389319245,28478.32877863849,285.03191540296245,0.003508379161244378,0.0035083790475347798
21,mixture,0.007250000000000005,14236.164389319247,28478.328778638494,285.0319121342617,0.0035083793131242677,0.003508379086552077
9,mixture,0.004250000000000002,14236.16438931925,28478.3287786385,285.0319112159708,0.0035083792318491716,0.00350837909893282
13,mixture,0.005250000000000003,14236.164389319263,28478.328778638526,285.0319137590008,0.003508379234792852,0.0035083790673170125
17,mixture,0.006250000000000004,14236.164389319267,28478.328778638534,285.03191318960995,0.003508379271260937,0.0035083790739716767
11,mixture,0.0047500000000000025,14236.16438931927,28478.32877863854,285.0319141962245,0.0035083792142016953,0.003508379062092074
14,mixture,0.005500000000000003,14236.164389319272,28478.328778638544,285.03191377888675,0.0035083792402937843,0.003508379066998365
