,model,w1,NLL,AIC,mean,phi1,phi2
42,mixture,0.5,14352.949364570035,28711.89872914007,297.3200680808761,0.0033633787535928554,0.0033633787535928554
41,mixture,0.45,14352.949364570046,28711.89872914009,297.32006535740743,0.0033633795944748644,0.0033633781216146673
40,mixture,0.4,14352.949364570077,28711.898729140154,297.3200729110187,0.0033633804606277625,0.003363377524503773
39,mixture,0.35000000000000003,14352.949364570119,28711.898729140237,297.32008439459867,0.0033633811948718868,0.00336337715514279
38,mixture,0.30000000000000004,14352.949364570159,28711.898729140317,297.32010709365255,0.0033633860902644616,0.0033633749788520044
37,mixture,0.25,14352.94936457028,28711.89872914056,297.3201223285671,0.0033633817010347926,0.003363376952891292
36,mixture,0.2,14352.94936457042,28711.89872914084,297.32015008376874,0.003363386290021093,0.003363375709939414
35,mixture,0.15000000000000002,14352.949364570637,28711.898729141274,297.32017306975314,0.0033633807481174903,0.0033633770043632496
34,mixture,0.1,14352.949364570897,28711.898729141794,297.32021063153974,0.003363379621016615,0.0033633768654599177
33,mixture,0.05,14352.94936457117,28711.89872914234,297.3202456122238,0.0033633781455137614,0.003363376671607977
28,mixture,0.009000000000000006,14352.94936457141,28711.89872914282,297.320280656066,0.003363376622180571,0.003363376346394643
20,mixture,0.0070000000000000045,14352.949364571432,28711.898729142864,297.32028238057785,0.0033633765446997228,0.003363376327850577
16,mixture,0.006000000000000004,14352.949364571432,28711.898729142864,297.3202833193954,0.003363376507662237,0.0033633763176080093
30,mixture,0.009500000000000007,14352.949364571434,28711.898729142868,297.32028025502154,0.003363376641403198,0.0033633763506513096
18,mixture,0.006500000000000004,14352.949364571434,28711.898729142868,297.3202827754687,0.00336337652424238,0.0033633763235972037
12,mixture,0.005000000000000003,14352.94936457144,28711.89872914288,297.3202843070546,0.003363376458969584,0.0033633763068148643
32,mixture,0.010000000000000007,14352.94936457145,28711.8987291429,297.32028363978407,0.003363376621045724,0.003363376312033884
17,mixture,0.006250000000000004,14352.949364571461,28711.898729142922,297.3202830195814,0.003363376518088504,0.00336337632090754
31,mixture,0.009750000000000007,14352.949364571461,28711.898729142922,297.320286677058,0.0033633769482721513,0.0033633762741931785
29,mixture,0.009250000000000006,14352.949364571463,28711.898729142926,297.3202805003583,0.0033633766332928257,0.0033633763479991633
7,mixture,0.0037500000000000016,14352.949364571465,28711.89872914293,297.32028541584043,0.0033633764069689754,0.003363376294611378
24,mixture,0.008000000000000005,14352.949364571468,28711.898729142937,297.32028529709106,0.003363376541820711,0.003363376294396655
8,mixture,0.004000000000000002,14352.949364571472,28711.898729142944,297.32028886539064,0.003363376379932488,0.0033633762555126934
9,mixture,0.004250000000000002,14352.949364571474,28711.898729142948,297.3202889045812,0.0033633763860558634,0.0033633762550100924
15,mixture,0.005750000000000003,14352.949364571476,28711.89872914295,297.3202874061189,0.003363376448311639,0.0033633762715014337
14,mixture,0.005500000000000003,14352.949364571477,28711.898729142955,297.32028399140836,0.0033633764773837354,0.0033633763102269604
6,mixture,0.0035000000000000014,14352.949364571483,28711.898729142966,297.3202855699306,0.003363376401133906,0.003363376292910824
21,mixture,0.007250000000000005,14352.949364571487,28711.898729142973,297.3202863489261,0.0033633765038207915,0.0033633762828755207
27,mixture,0.008750000000000006,14352.949364571488,28711.898729142977,297.32028470259127,0.0033633765683677656,0.0033633763007596368
26,mixture,0.008500000000000006,14352.94936457149,28711.89872914298,297.3202850256037,0.0033633765608331936,0.0033633762972063667
10,mixture,0.004500000000000002,14352.94936457149,28711.89872914298,297.3202885975423,0.00336337639838882,0.0033633762584104505
11,mixture,0.0047500000000000025,14352.949364571494,28711.898729142988,297.32028444423435,0.003363376447727729,0.003363376305347513
1,mixture,0.0022500000000000003,14352.949364571494,28711.898729142988,297.3202904363876,0.003363376308915389,0.003363376238079403
25,mixture,0.008250000000000006,14352.949364571497,28711.898729142995,297.32029176619847,0.0033633767798828393,0.003363376218564691
22,mixture,0.007500000000000005,14352.949364571501,28711.898729143002,297.32028575787626,0.0033633765247185004,0.0033633762893986083
13,mixture,0.005250000000000003,14352.949364571503,28711.898729143006,297.32028798697047,0.00336337642218996,0.003363376265122722
23,mixture,0.007750000000000005,14352.949364571505,28711.89872914301,297.32028552230213,0.003363376535388983,0.0033633762919416756
19,mixture,0.006750000000000004,14352.949364571505,28711.89872914301,297.320286836508,0.0033633764809919463,0.0033633762775887293
5,mixture,0.003250000000000001,14352.949364571505,28711.89872914301,297.3202926245013,0.0033633764375290373,0.003363376212755673
3,mixture,0.0027500000000000007,14352.949364571507,28711.898729143013,297.3202927707493,0.0033633763961608155,0.003363376211323482
4,mixture,0.003000000000000001,14352.94936457152,28711.89872914304,297.3202900992246,0.003363376331240442,0.0033633762417845047
2,mixture,0.0025000000000000005,14352.949364571545,28711.89872914309,297.32029035386415,0.0033633763147354486,0.0033633762389829332
0,mixture,0.002,14352.949364571545,28711.89872914309,297.3202909042771,0.0033633762974306907,0.003363376232816649
