,l,psi
0,293,0.0005603822014961624
1,868,0.0005762350018402651
2,112,0.0005337638449367088
3,112,0.0005337638449367088
4,95,0.0005532386329866269
5,322,0.00031824258864561125
6,322,0.00031824258864561125
7,1174,0.0003631446214426347
8,128,0.0003616745655608215
9,306,0.00024732485930525905
10,854,0.0003609830477243413
11,494,0.0004170257289879932
12,136,0.00039473776637726914
13,668,0.00037505268091488563
14,668,0.00037505268091488563
15,743,0.0003773214185981569
16,771,0.00041710723238325126
17,558,0.0004255220685735935
18,22,0.00042542626222310913
19,298,0.0006173416197319868
20,165,0.0007206622725036892
21,300,0.0007112166990291263
22,93,0.0007258032299613594
23,130,0.0006889767028627839
24,130,0.0006889767028627839
25,475,0.0005724786634844869
26,937,0.00048001590929871085
27,474,0.0003152402138628986
28,424,0.0002187966231772832
29,159,0.00029956019293237525
30,159,0.00029956019293237525
31,186,0.0006229251914392303
32,46,0.0005430171212422854
33,1331,0.0005147799841143765
34,689,0.0005456985686219479
35,184,0.0005479948939512961
36,353,0.0005390495508548246
37,125,0.000535211061728395
38,125,0.000535211061728395
39,84,0.0003218615628718762
40,382,0.00045648507031400496
41,227,0.0006720799843551384
42,573,0.0005720760427504019
43,135,0.0006392325604341391
44,135,0.0006392325604341391
45,79,0.0007326306181168766
46,79,0.0007326306181168766
47,237,0.0006420197323434599
48,45,0.0005569425584868093
49,581,0.0005986332104716
50,94,0.0006275151575193184
51,11,0.0009489034062531216
52,11,0.0009489034062531216
53,371,0.0003639531385594446
54,73,0.00048062047056487647
55,77,0.00048042969137640176
56,117,0.0003588261342295147
57,138,0.00046074945748668383
58,263,0.0004811961414790997
59,149,0.0004308584096955365
60,194,0.000428956444967628
61,483,0.0005066606887341409
62,363,0.0005125276464344302
63,282,0.0005608194903715231
64,134,0.0006269617130451943
65,344,0.0006257706883217324
66,5,0.0006051554222888555
67,703,0.0005442350742782397
68,300,0.00025651436893203884
69,364,0.00021364511771516787
70,162,0.00027986262546742766
71,18,0.0003284473946895588
72,571,0.0002538070192034812
73,444,0.0004711857525852164
74,86,0.0006083878643664486
75,461,0.0007113681292419462
76,270,0.0008032786757546252
77,252,0.000766796527506828
78,248,0.0008162734192037472
79,365,0.0006878510371442355
80,219,0.0007159972600058716
81,172,0.0005208590247738891
