model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,6454930.618373034,12909867.236746067,12909902.4623801,20.727501496202006,0.001366218199033763,0.05891401431820748,boot_1
mixture,0.005500000000000003,6454932.5647194395,12909871.129438879,12909906.355072912,21.345996787535846,0.0013651049553814326,0.05742910744375997,boot_1
mixture,0.005000000000000003,6454961.997926231,12909929.995852461,12909965.221486494,20.098830814921563,0.0013674220632282454,0.06051459191142448,boot_1
mixture,0.005750000000000003,6454963.727662652,12909933.455325304,12909968.680959336,21.95471762519573,0.0013640999581860606,0.05604728973583052,boot_1
mixture,0.006000000000000004,6455020.63376633,12910047.26753266,12910082.493166693,22.553955407944574,0.0013631978234957597,0.05475817730409721,boot_1
mixture,0.0047500000000000025,6455031.605712765,12910069.21142553,12910104.437059563,19.459402753331737,0.001368743232024622,0.06224566228872212,boot_1
mixture,0.006250000000000004,6455100.32396304,12910206.64792608,12910241.873560112,23.144084269536968,0.0013623939711385194,0.05355245769566179,boot_1
mixture,0.004500000000000002,6455145.34233456,12910296.68466912,12910331.910303153,18.80880761425108,0.0013701720505480332,0.06412424798628473,boot_1
mixture,0.006500000000000004,6455200.258843911,12910406.517687822,12910441.743321855,23.72553176265648,0.0013616789688894904,0.05242187180284921,boot_1
mixture,0.004250000000000002,6455310.377172412,12910626.754344825,12910661.979978858,18.146369198629216,0.0013717170832136148,0.06617130869992659,boot_1
mixture,0.006750000000000004,6455318.244187702,12910642.488375405,12910677.714009438,24.298109017195895,0.0013610734233655832,0.05136050918497358,boot_1
mixture,0.0070000000000000045,6455452.372083779,12910910.744167559,12910945.969801592,24.863228998946205,0.0013605262725956344,0.050359665543024235,boot_1
mixture,0.004000000000000002,6455535.509020955,12911077.01804191,12911112.243675943,17.471382546061776,0.0013733710772222758,0.06841203802084252,boot_1
mixture,0.007250000000000005,6455600.973810041,12911207.947620083,12911243.173254116,25.420170641196037,0.0013600687230376964,0.04941621996623181,boot_1
mixture,0.007500000000000005,6455762.582038747,12911531.164077494,12911566.389711527,25.96956902920603,0.0013596954903490127,0.04852439845471691,boot_1
mixture,0.0037500000000000016,6455831.652595639,12911669.305191278,12911704.530825311,16.783016096573018,0.0013751402361451928,0.07087709707438339,boot_1
mixture,0.007750000000000005,6455935.900198242,12911877.800396483,12911913.026030516,26.511666047379514,0.001359380642933159,0.04768016525568829,boot_1
mixture,0.008000000000000005,6456119.777452277,12912245.554904554,12912280.780538587,27.046851794591653,0.0013591366985195518,0.04687921812830691,boot_1
mixture,0.0035000000000000014,6456212.504120441,12912431.008240882,12912466.233874915,16.08000532124316,0.0013770390106643484,0.07360588378340069,boot_1
mixture,0.008250000000000006,6456313.1881600935,12912632.376320187,12912667.60195422,27.575156374279327,0.0013589578133784753,0.04611862373840391,boot_1
mixture,0.008500000000000006,6456515.214872051,12913036.429744102,12913071.655378135,28.097192715578117,0.0013588319438083243,0.04539456836023186,boot_1
mixture,0.003250000000000001,6456695.4662593,12913396.9325186,12913432.158152632,15.36098796652883,0.0013790790728161432,0.07664747181727696,boot_1
mixture,0.008750000000000006,6456725.034142742,12913456.068285484,12913491.293919517,28.61283966708592,0.0013587626322883134,0.044704955381254304,boot_1
mixture,0.009000000000000006,6456941.904653034,12913889.809306068,12913925.034940101,29.122470591342648,0.0013587427260198094,0.04404698922338687,boot_1
mixture,0.009250000000000006,6457165.157157669,12914336.314315338,12914371.53994937,29.626001141381494,0.0013587871634932326,0.04341879405561553,boot_1
mixture,0.003000000000000001,6457302.956648795,12914611.91329759,12914647.138931623,14.624049531573634,0.001381286505350715,0.0800664223232752,boot_1
mixture,0.009500000000000007,6457394.185965939,12914794.371931879,12914829.597565912,30.12452600440586,0.0013588368882171587,0.04281715204096164,boot_1
mixture,0.009750000000000007,6457628.441622733,12915262.883245466,12915298.1088795,30.617105209993557,0.0013589570454275463,0.042241681237333115,boot_1
mixture,0.010000000000000007,6457867.424703221,12915740.849406442,12915776.075040475,31.104993829895676,0.0013590906972453588,0.0416892428107122,boot_1
mixture,0.0027500000000000007,6458064.297545056,12916134.595090112,12916169.820724145,13.866749267621493,0.0013837067877662081,0.08394830890752361,boot_1
mixture,0.0025000000000000005,6459018.509585189,12918043.019170377,12918078.24480441,13.08583820822759,0.0013864176610645274,0.08841023934299862,boot_1
mixture,0.0022500000000000003,6460218.55580079,12920443.11160158,12920478.337235613,12.276870020582322,0.0013895502903321837,0.09361827720716116,boot_1
mixture,0.002,6461738.248702157,12923482.497404315,12923517.723038347,11.416636185650376,0.0013945455101436726,0.09997518470110012,boot_1
mixture,0.05,6494450.991436864,12988907.982873728,12988943.208507761,84.66244124370373,0.0014303031708945767,0.019112835467708297,boot_1
mixture,0.1,6521371.096769211,13042748.193538422,13042783.419172455,131.17245034872118,0.0014951863507914422,0.013998815243993294,boot_1
mixture,0.15000000000000002,6539349.401913646,13078704.803827291,13078740.029461324,169.05504245275748,0.0015467449357588427,0.011792912341832865,boot_1
mixture,0.2,6552872.409736857,13105750.819473714,13105786.045107746,201.68293836368161,0.0015911601424250883,0.010527910530679339,boot_1
mixture,0.25,6563704.743493773,13127415.486987546,13127450.712621579,230.69464612863268,0.0016304107298486606,0.009695051747519317,boot_1
mixture,0.3,6572725.205023567,13145456.410047134,13145491.635681167,257.04470469961,0.0016655046839699117,0.00910046777147425,boot_1
mixture,0.35000000000000003,6580438.000213453,13160882.000426905,13160917.226060938,281.3607208256519,0.0016971417807741347,0.008651482299977574,boot_1
mixture,0.4,6587160.803811474,13174327.607622948,13174362.83325698,304.07391328819216,0.0017258600731940377,0.008298133859078577,boot_1
mixture,0.45,6593107.449757038,13186220.899514075,13186256.125148108,325.4877794909159,0.0017521023365233237,0.008011248791050442,boot_1
mixture,0.5,6598429.109636498,13196864.219272995,13196899.444907028,345.8314827501218,0.0017762118228672966,0.007771997524987937,boot_1
null,,6632815.722689949,13265633.445379898,13265645.187257908,513.9983958605881,0.0019455313636255593,,boot_1
sum,,6670639.531985258,13341281.063970516,13341292.805848526,732.6865584374818,0.0027296802117745614,,boot_1
mixture,0.005250000000000003,6456462.885871867,12912931.771743733,12912966.997377766,20.769721892794756,0.0013583690383224454,0.05884425861473798,boot_2
mixture,0.005000000000000003,6456466.16058046,12912938.32116092,12912973.546794953,20.143255475254346,0.0013594241063429324,0.06043038304452597,boot_2
mixture,0.005500000000000003,6456491.929493701,12912989.858987402,12913025.084621435,21.386125816013216,0.0013574019573122792,0.05737190698811428,boot_2
mixture,0.0047500000000000025,6456506.628771946,12913019.257543892,12913054.483177925,19.506202559216593,0.0013605709604754678,0.062144781996115395,boot_2
mixture,0.005750000000000003,6456549.213203963,12913104.426407926,12913139.652041959,21.992812330344048,0.0013565318301771638,0.056001269489644435,boot_2
mixture,0.004500000000000002,6456590.169673609,12913186.339347217,12913221.56498125,18.858234596891617,0.0013618054084449747,0.06400366119019173,boot_2
mixture,0.006000000000000004,6456631.297155247,12913268.594310494,12913303.819944527,22.590304583522315,0.001355744511999783,0.054721544472987924,boot_2
mixture,0.004250000000000002,6456723.939745765,12913453.87949153,12913489.105125563,18.19823321630112,0.0013631446628536855,0.06602923030325145,boot_2
mixture,0.006250000000000004,6456735.2573026065,12913476.514605213,12913511.740239246,23.178787755043775,0.0013550447904386944,0.05352412508835396,boot_2
mixture,0.006500000000000004,6456858.5899831485,12913723.179966297,12913758.40560033,23.758785106820138,0.001354417226128624,0.05240069255609559,boot_2
mixture,0.004000000000000002,6456916.737302987,12913839.474605974,12913874.700240007,17.525823040423255,0.0013645767003894593,0.06824483495213061,boot_2
mixture,0.006750000000000004,6456999.1367806,12914004.2735612,12914039.499195233,24.33026336415635,0.001353890184505754,0.05134499843859724,boot_2
mixture,0.0070000000000000045,6457155.025366095,12914316.05073219,12914351.276366223,24.89388763622202,0.001353429041852519,0.05035027256419928,boot_2
