model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,7075559.288524402,14151124.577048805,14151159.984151503,21.879269764265334,0.0012522350746337406,0.05624261598395982,boot_1
mixture,0.005500000000000003,7075560.97861488,14151127.95722976,14151163.364332458,22.533341099871176,0.001251399228376894,0.054828850834345286,boot_1
mixture,0.005000000000000003,7075591.914902012,14151189.829804024,14151225.236906722,21.214241950025198,0.0012531558818731066,0.057767172765815424,boot_1
mixture,0.005750000000000003,7075592.829323197,14151191.658646394,14151227.065749092,23.176955764042074,0.0012506434342457122,0.053513792347130225,boot_1
mixture,0.006000000000000004,7075651.3167610485,14151308.633522097,14151344.040624795,23.810555397480673,0.0012499641677264268,0.052287120177084645,boot_1
mixture,0.0047500000000000025,7075663.8022511685,14151333.604502337,14151369.011605036,20.53773134432949,0.0012541628190391998,0.05941668908960055,boot_1
mixture,0.006250000000000004,7075733.428500287,14151472.857000574,14151508.264103273,24.434560229843502,0.0012493576152669001,0.05113990035154125,boot_1
mixture,0.004500000000000002,7075780.889432082,14151567.778864164,14151603.185966862,19.849273106184093,0.0012552565404213992,0.061207493010333895,boot_1
mixture,0.006500000000000004,7075836.570014768,14151679.140029537,14151714.547132235,25.04934962651769,0.0012488202508012488,0.05006440788963082,boot_1
mixture,0.004250000000000002,7075950.382554914,14151906.765109828,14151942.172212526,19.14807437190563,0.0012564391096136639,0.06316006874119176,boot_1
mixture,0.006750000000000004,7075958.491386639,14151922.982773278,14151958.389875976,25.655484084757276,0.0012483432180138952,0.049053458907034476,boot_1
mixture,0.0070000000000000045,7076097.229331634,14152200.458663268,14152235.865765966,26.253112489227178,0.001247928351363432,0.04810157169441663,boot_1
mixture,0.004000000000000002,7076181.121022686,14152368.242045373,14152403.649148071,18.433456768835498,0.0012577185201797627,0.06529822343070187,boot_1
mixture,0.007250000000000005,7076251.061011173,14152508.122022346,14152543.529125044,26.842660125108946,0.0012475697387563408,0.04720331531379978,boot_1
mixture,0.007500000000000005,7076418.466828062,14152842.933656124,14152878.340758823,27.42440782771509,0.0012472718363227473,0.04635406265457529,boot_1
mixture,0.0037500000000000016,7076484.074673452,14152974.149346905,14153009.556449603,17.704444707308085,0.0012591053844173896,0.06765181012942012,boot_1
mixture,0.007750000000000005,7076598.10028413,14153202.20056826,14153237.60767096,27.99877802363882,0.0012470072598377822,0.045549698287513596,boot_1
mixture,0.008000000000000005,7076788.763253736,14153583.526507473,14153618.933610171,28.566250057124684,0.0012467904058510982,0.04478600872929468,boot_1
mixture,0.0035000000000000014,7076873.028242921,14153752.056485843,14153787.463588541,16.960137446407504,0.0012605722384242718,0.07025709619399888,boot_1
mixture,0.008250000000000006,7076989.385659464,14153984.771318927,14154020.178421626,29.126707135027658,0.0012466161421143612,0.04406056112876114,boot_1
mixture,0.008500000000000006,7077199.008533306,14154404.017066613,14154439.424169311,29.68072490333407,0.001246484761199786,0.04336976641878235,boot_1
mixture,0.003250000000000001,7077365.538472574,14154737.076945148,14154772.484047847,16.198991625917795,0.0012621522711788481,0.07316119879717269,boot_1
mixture,0.008750000000000006,7077416.769892907,14154839.539785814,14154874.946888512,30.22854414137474,0.0012463777934448468,0.04271119536870021,boot_1
mixture,0.009000000000000006,7077641.8927185135,14155289.785437027,14155325.192539725,30.77026168436179,0.0012463088532291542,0.042082577658517965,boot_1
mixture,0.009250000000000006,7077873.6748934435,14155753.349786887,14155788.756889585,31.30623373098985,0.0012462693780012119,0.04148160209716836,boot_1
mixture,0.003000000000000001,7077984.297301859,14155974.594603717,14156010.001706416,15.419148623012518,0.0012638589076188606,0.0764250203417059,boot_1
mixture,0.009500000000000007,7078111.480503231,14156228.961006463,14156264.368109161,31.83652099839105,0.0012462621880033507,0.040906548685864054,boot_1
