model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,6457326.876513717,12914659.753027434,12914694.978661466,20.76842312988268,0.0013587824267700592,0.05884468648671918,boot_1
mixture,0.005000000000000003,6457338.017707375,12914682.03541475,12914717.261048783,20.142101472285283,0.0013598289276444523,0.060430599782020686,boot_1
mixture,0.005500000000000003,6457348.466768143,12914702.933536286,12914738.159170318,21.384760728355687,0.001357819249032772,0.057372303665202795,boot_1
mixture,0.0047500000000000025,6457386.799112385,12914779.59822477,12914814.823858803,19.5050913450105,0.0013609769274954375,0.062145052952857174,boot_1
mixture,0.005750000000000003,6457398.679291679,12914803.358583357,12914838.58421739,21.991330483259524,0.0013569518210915967,0.0560018054353673,boot_1
mixture,0.006000000000000004,6457474.045718155,12914954.09143631,12914989.317070343,22.588482724204738,0.0013561759142929606,0.05472279187562444,boot_1
mixture,0.004500000000000002,6457479.136560226,12914964.273120452,12914999.498754485,18.85681886592281,0.0013622257724215546,0.06400529087970867,boot_1
mixture,0.006250000000000004,6457571.615769233,12915149.231538465,12915184.457172498,23.176712150032735,0.0013554849879744738,0.053525790612332445,boot_1
mixture,0.004250000000000002,6457622.226620121,12915250.453240242,12915285.678874275,18.19691237485317,0.0013635612429589866,0.06603084305737222,boot_1
mixture,0.006500000000000004,6457688.861604162,12915383.723208323,12915418.948842356,23.756240504101253,0.0013548777820792416,0.05240321676439279,boot_1
mixture,0.006750000000000004,6457823.602655311,12915653.205310622,12915688.430944655,24.327329871942894,0.0013543619409941204,0.05134817541722681,boot_1
mixture,0.004000000000000002,6457824.911675706,12915655.823351411,12915691.048985444,17.524428565942294,0.0013649939219041284,0.06824716602559769,boot_1
mixture,0.0070000000000000045,6457973.946165466,12915953.892330931,12915989.117964964,24.890630244892204,0.001353906383415377,0.05035393361310852,boot_1
mixture,0.0037500000000000016,6458098.173087845,12916202.34617569,12916237.571809722,16.838429758178712,0.001366532766437342,0.07068481134008896,boot_1
mixture,0.007250000000000005,6458138.239579688,12916282.479159376,12916317.704793409,25.445984858258253,0.001353538808514382,0.04941597990573037,boot_1
mixture,0.007500000000000005,6458315.032470185,12916636.06494037,12916671.290574403,25.99415370927965,0.0013532251526606732,0.04852864389779236,boot_1
mixture,0.0035000000000000014,6458455.806687438,12916917.613374876,12916952.839008909,16.13788670990498,0.001368172786880608,0.07338142796732164,boot_1
mixture,0.007750000000000005,6458503.045492025,12917012.09098405,12917047.316618083,26.534963197629544,0.0013529855876514803,0.04768852928198088,boot_1
mixture,0.008000000000000005,6458701.145231678,12917408.290463356,12917443.51609739,27.068924927846457,0.001352801955383292,0.046891382766023115,boot_1
mixture,0.008250000000000006,6458908.323412529,12917822.646825058,12917857.872459091,27.59622967743406,0.001352676921445716,0.04613388863896439,boot_1
mixture,0.003250000000000001,6458915.36275732,12917836.72551464,12917871.951148672,15.421202468121741,0.0013699360603441242,0.07638616477281578,boot_1
mixture,0.008500000000000006,6459123.67976934,12918253.35953868,12918288.585172713,28.117051337077907,0.0013526064771410315,0.045413139978880177,boot_1
mixture,0.008750000000000006,6459346.407751294,12918698.815502588,12918734.04113662,28.63192811736778,0.001352580734049404,0.044725819972534324,boot_1
mixture,0.003000000000000001,6459499.478246086,12919004.956492173,12919040.182126205,14.68644588037535,0.0013718503765064013,0.07976243451173005,boot_1
mixture,0.009000000000000006,6459575.78253603,12919157.56507206,12919192.790706092,29.14075104524221,0.0013526026525016639,0.04407007902462875,boot_1
