model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,5931409.574422223,11862825.148844445,11862860.20020789,20.638504459034273,0.001376565766620912,0.059124503458312876,boot_1
mixture,0.005500000000000003,5931424.699132212,11862855.398264425,11862890.449627869,21.252960912277345,0.0013753850823312393,0.05763853834518153,boot_1
mixture,0.005000000000000003,5931427.435546795,11862860.87109359,11862895.922457034,20.013641591853162,0.001377885506553564,0.06072667035183929,boot_1
mixture,0.005750000000000003,5931468.690041644,11862943.380083287,11862978.431446731,21.857488924222878,0.0013743290868688204,0.056256130762214175,boot_1
mixture,0.0047500000000000025,5931483.201878908,11862972.403757816,11863007.45512126,19.378053930847177,0.0013793348954928527,0.06245934405875467,boot_1
mixture,0.006000000000000004,5931538.068431407,11863082.136862814,11863117.188226258,22.452468104428164,0.001373392762888735,0.05496655105597337,boot_1
mixture,0.004500000000000002,5931582.79982515,11863171.5996503,11863206.651013743,18.731279385598388,0.0013809138805276845,0.06433967587132287,boot_1
mixture,0.006250000000000004,5931629.873754999,11863265.747509997,11863300.798873441,23.038050247234317,0.0013725896617811364,0.05376092889242126,boot_1
mixture,0.004250000000000002,5931733.43614223,11863472.87228446,11863507.923647905,18.072508814869536,0.0013826380742108706,0.06638919878096873,boot_1
mixture,0.006500000000000004,5931741.567994611,11863489.135989223,11863524.187352667,23.614661920574893,0.001371906153176448,0.05263094182343298,boot_1
mixture,0.006750000000000004,5931870.960479412,11863747.920958824,11863782.972322268,24.182669662007086,0.001371336085554901,0.05156937371827673,boot_1
mixture,0.004000000000000002,5931943.962263778,11863893.924527556,11863928.975891,17.401513336296944,0.001384468418790587,0.06863135268467739,boot_1
mixture,0.0070000000000000045,5932016.14834726,11864038.29669452,11864073.348057965,24.741965556434856,0.0013708906971934664,0.05057090567346149,boot_1
mixture,0.007250000000000005,5932175.469146302,11864356.938292604,11864391.989656048,25.293233157418314,0.0013705457347671336,0.04962913859838802,boot_1
mixture,0.0037500000000000016,5932225.365728599,11864456.731457198,11864491.782820642,16.71705618709338,0.0013864396847862,0.07109831777553555,boot_1
mixture,0.007500000000000005,5932347.4625964565,11864700.925192913,11864735.976556357,25.836625535850736,0.0013702990814440047,0.048739481997410836,boot_1
mixture,0.007750000000000005,5932530.839731458,11865067.679462915,11865102.73082636,26.372547796899646,0.0013701457561695954,0.04789726244951108,boot_1
mixture,0.0035000000000000014,5932591.442565723,11865188.885131447,11865223.93649489,16.018097895451774,0.0013885540011378517,0.07382854075148149,boot_1
mixture,0.008000000000000005,5932724.457708906,11865454.915417813,11865489.966781257,26.900936159376,0.0013700894728999279,0.04709926132711841,boot_1
mixture,0.008250000000000006,5932927.299118792,11865860.598237583,11865895.649601027,27.422485946695435,0.0013701013573737477,0.04634121965326934,boot_1
mixture,0.003250000000000001,5933059.731582309,11866125.463164618,11866160.514528062,15.303234566998054,0.0013908191885939607,0.07687127340412207,boot_1
mixture,0.008500000000000006,5933138.454850829,11866282.909701658,11866317.961065102,27.93721984382718,0.0013701909645689337,0.045620385498629026,boot_1
mixture,0.008750000000000006,5933357.109840197,11866720.219680393,11866755.271043837,28.445232978072635,0.0013703612068736743,0.044934157844918214,boot_1
mixture,0.009000000000000006,5933582.5311370725,11867171.062274145,11867206.113637589,28.947052657225235,0.0013705879791064807,0.04427956336702127,boot_1
mixture,0.003000000000000001,5933652.83610128,11867311.67220256,11867346.723566003,14.570542991996678,0.001393277983157402,0.08029090007760203,boot_1
mixture,0.009250000000000006,5933814.057775793,11867634.115551585,11867669.16691503,29.44269585938841,0.0013708799035715628,0.04365459629658364,boot_1
mixture,0.009500000000000007,5934051.092238598,11868108.184477195,11868143.23584064,29.932437644415387,0.001371228496386166,0.0430570859952098,boot_1
mixture,0.009750000000000007,5934293.09312329,11868592.18624658,11868627.237610023,30.416466718947774,0.001371629552737305,0.0424851695082995,boot_1
mixture,0.0027500000000000007,5934400.332442789,11868806.664885579,11868841.716249023,13.817337751313122,0.0013959886850746762,0.08417453180582711,boot_1
mixture,0.010000000000000007,5934539.568860778,11869085.137721555,11869120.189085,30.895091344438402,0.0013720764540180773,0.04193694864248654,boot_1
mixture,0.0025000000000000005,5935341.5906558875,11870689.181311775,11870724.232675219,13.040350038419717,0.0013990586757784303,0.08863960774253923,boot_1
mixture,0.0022500000000000003,5936530.05671105,11873066.1134221,11873101.164785543,12.234914479434499,0.0014026730951745476,0.09385434524425802,boot_1
mixture,0.002,5938039.997292912,11876085.994585823,11876121.045949267,11.4019864835889,0.0014064831298201026,0.1,boot_1
mixture,0.05,5971221.3161012735,11942448.632202547,11942483.683565991,81.53880217094539,0.001494372134682144,0.019758762494541816,boot_1
mixture,0.1,5997701.976150863,11995409.952301726,11995445.00366517,123.41578063297356,0.0015966347877017395,0.014806515862838673,boot_1
mixture,0.15000000000000002,6015154.551188135,12030315.10237627,12030350.153739713,156.7879636321499,0.0016724510135105494,0.012667804057090242,boot_1
mixture,0.2,6028134.843831154,12056275.687662307,12056310.739025751,185.3449000461926,0.0017341888780393164,0.011425762567188849,boot_1
mixture,0.25,6038431.918197696,12076869.836395392,12076904.887758836,210.69487772527484,0.0017865841423837688,0.01059875305509088,boot_1
mixture,0.3,6046935.701995315,12093877.40399063,12093912.455354074,233.7363918671298,0.0018321208780750808,0.010001180501225011,boot_1
mixture,0.35000000000000003,6054155.137452627,12108316.274905253,12108351.326268697,255.01995140438007,0.001872412641300351,0.009545439859116846,boot_1
