model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,7073994.928587244,14147995.857174488,14148031.264277186,21.936799121654218,0.0012506413170941919,0.0560771545453476,boot_1
mixture,0.005500000000000003,7074005.783585704,14148017.567171408,14148052.974274106,22.59159908420723,0.0012498224137950644,0.05466997016802618,boot_1
mixture,0.005000000000000003,7074018.1794164935,14148042.358832987,14148077.765935685,21.270927457981028,0.0012515486747128135,0.05759476031911696,boot_1
mixture,0.005750000000000003,7074046.582778054,14148099.165556109,14148134.572658807,23.236009971318445,0.0012490807974699374,0.053360705202909184,boot_1
mixture,0.0047500000000000025,7074080.489952527,14148166.979905054,14148202.387007752,20.593828785194738,0.0012525280684308018,0.05923578745046885,boot_1
mixture,0.006000000000000004,7074113.799167013,14148233.598334026,14148269.005436724,23.870416805753017,0.001248414279271727,0.05213928453872976,boot_1
mixture,0.004500000000000002,7074187.813232018,14148381.626464035,14148417.033566734,19.904590466640567,0.0012535976262471437,0.061017760697004604,boot_1
mixture,0.006250000000000004,7074204.419274023,14148414.838548046,14148450.245650744,24.495256459396764,0.0012478186167421636,0.050996802952777566,boot_1
mixture,0.006500000000000004,7074315.849116745,14148637.69823349,14148673.10533619,25.11091623071225,0.0012472902431379536,0.04992557859507048,boot_1
mixture,0.004250000000000002,7074347.376251508,14148700.752503015,14148736.159605714,19.202669339386443,0.0012547564822501958,0.06296015635718799,boot_1
mixture,0.006750000000000004,7074445.840566612,14148897.681133224,14148933.088235922,25.717742683069822,0.001246826009645695,0.04891894153100852,boot_1
mixture,0.004000000000000002,7074568.048778967,14149142.097557934,14149177.504660632,18.48733550109059,0.0012559989985217036,0.06508689537802068,boot_1
mixture,0.0070000000000000045,7074592.433132476,14149190.866264952,14149226.27336765,26.316498727614913,0.0012464122240703904,0.04797013567773776,boot_1
mixture,0.007250000000000005,7074753.907516754,14149513.815033508,14149549.222136207,26.90701657997375,0.0012460581226403041,0.04707504432200149,boot_1
mixture,0.0037500000000000016,7074860.844435883,14149727.688871766,14149763.095974464,17.757550434716258,0.0012573503698062507,0.06742768549665722,boot_1
mixture,0.007500000000000005,7074928.74829212,14149863.49658424,14149898.903686939,27.489850362179,0.0012457549480630729,0.0462285757273166,boot_1
mixture,0.007750000000000005,7075115.613578828,14150237.227157656,14150272.634260355,28.065352278916663,0.0012454968626210755,0.04542658558825603,boot_1
mixture,0.0035000000000000014,7075239.611586943,14150485.223173887,14150520.630276585,17.012484488955053,0.0012587867623382299,0.07001812381754664,boot_1
mixture,0.008000000000000005,7075313.310232295,14150632.62046459,14150668.027567288,28.633600700772547,0.0012452868112810829,0.044665816714978636,boot_1
mixture,0.008250000000000006,7075520.773426199,14151047.546852399,14151082.953955097,29.195422799550624,0.0012451102047026687,0.04394203928048037,boot_1
mixture,0.003250000000000001,7075721.999665904,14151449.999331808,14151485.406434506,16.250549539419417,0.0012603257826947745,0.072905269758102,boot_1
mixture,0.008500000000000006,7075737.0496169375,14151480.099233875,14151515.506336574,29.750521262475765,0.0012449714037962318,0.04325339668143796,boot_1
mixture,0.008750000000000006,7075961.28232616,14151928.56465232,14151963.971755018,30.299582994514992,0.0012448658753764774,0.042596459608255935,boot_1
mixture,0.009000000000000006,7076192.700144216,14152391.400288433,14152426.807391131,30.842574276119024,0.001244792901135824,0.04196937426671616,boot_1
mixture,0.003000000000000001,7076330.836850377,14152667.673700754,14152703.080803452,15.469987296826027,0.0012619808275776687,0.07614888522456392,boot_1
mixture,0.009250000000000006,7076430.6065689195,14152867.213137839,14152902.620240537,31.380041459686357,0.0012447415082594317,0.04136954005063882,boot_1
mixture,0.009500000000000007,7076674.37119559,14153354.74239118,14153390.149493879,31.91155718566128,0.001244729991203037,0.04079593487171837,boot_1
mixture,0.009750000000000007,7076923.422474659,14153852.844949318,14153888.252052017,32.43809568700343,0.001244734212462226,0.040245724414600684,boot_1
mixture,0.0027500000000000007,7077096.134629127,14154198.269258253,14154233.676360952,14.668667585877152,0.001263759858799779,0.0798271218986652,boot_1
mixture,0.010000000000000007,7077177.241032474,14154360.482064947,14154395.889167646,32.9594646172133,0.0012447656892930969,0.039717844176588434,boot_1
mixture,0.0025000000000000005,7078058.076686447,14156122.153372893,14156157.560475592,13.843352517049048,0.0012657070121600195,0.08404832785044913,boot_1
mixture,0.0022500000000000003,7079271.604608208,14158549.209216416,14158584.616319114,12.98996832792327,0.0012678836666740042,0.08896283459053762,boot_1
mixture,0.002,7080813.694023174,14161633.388046348,14161668.795149047,12.102880374461979,0.001270397141202195,0.09478970504418689,boot_1
mixture,0.05,7115385.994011774,14230777.988023547,14230813.395126246,92.66279721022497,0.0012797061514729043,0.017726748756621512,boot_1
mixture,0.1,7143586.351818841,14287178.703637682,14287214.11074038,147.17658181360397,0.0013151553611780956,0.012651121544879637,boot_1
mixture,0.15000000000000002,7162671.217199371,14325348.434398742,14325383.84150144,192.58049591712367,0.0013465318541606437,0.01047014582212297,boot_1
mixture,0.2,7177232.15415856,14354470.30831712,14354505.715419818,231.99173399811517,0.0013759992872281563,0.00923330965187361,boot_1
mixture,0.25,7189050.11223097,14378106.22446194,14378141.631564638,267.0590676246237,0.001403564819022456,0.008432539300055032,boot_1
