model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,7075827.0095018465,14151660.019003693,14151695.426106391,21.88441310693751,0.0012513070072075981,0.05623614922401334,boot_1
mixture,0.005500000000000003,7075837.5901087755,14151681.180217551,14151716.58732025,22.537386671405038,0.001250503024341067,0.05482614333541806,boot_1
mixture,0.005000000000000003,7075850.4049434485,14151706.809886897,14151742.216989595,21.220541556924275,0.0012521956083370045,0.05775630896884879,boot_1
mixture,0.005750000000000003,7075877.977794478,14151761.955588955,14151797.362691654,23.18011780207226,0.0012497719069431892,0.05351391941830672,boot_1
mixture,0.0047500000000000025,7075912.745227154,14151831.490454309,14151866.897557007,20.545612755635773,0.0012531505258496728,0.059399589574075276,boot_1
mixture,0.006000000000000004,7075944.643778324,14151895.287556648,14151930.694659347,23.81297281352953,0.0012491127789495836,0.052289470078552135,boot_1
mixture,0.004500000000000002,7076020.008480391,14152046.016960783,14152081.424063481,19.85872733593431,0.0012541896811226112,0.06118339950580986,boot_1
mixture,0.006250000000000004,7076034.5767930085,14152075.153586017,14152110.560688715,24.436390703069723,0.0012485215244394875,0.05114389977939736,boot_1
mixture,0.006500000000000004,7076145.187853102,14152296.375706203,14152331.782808902,25.050735541665563,0.0012479953362476614,0.050069591579646966,boot_1
mixture,0.004250000000000002,7076179.460346678,14152364.920693357,14152400.327796055,19.159350434702212,0.001255311254306127,0.063127087006965,boot_1
mixture,0.006750000000000004,7076274.235690616,14152554.471381232,14152589.87848393,25.656353176950798,0.0012475311492975432,0.049059881203233534,boot_1
mixture,0.004000000000000002,7076400.027209864,14152806.054419728,14152841.461522426,18.4467515657175,0.0012565093646174407,0.06525443998613323,boot_1
mixture,0.0070000000000000045,7076419.7678310545,14152845.535662109,14152880.942764807,26.2539354450285,0.0012471203286679017,0.048108123275094894,boot_1
mixture,0.007250000000000005,7076580.073656704,14153166.147313409,14153201.554416107,26.84343277442614,0.0012467595965276732,0.047210057457401707,boot_1
mixture,0.0037500000000000016,7076692.803157419,14153391.606314838,14153427.013417536,17.720004647103135,0.0012578047309889607,0.06759452481768057,boot_1
mixture,0.007500000000000005,7076753.646631062,14153513.293262124,14153548.700364823,27.42526849504432,0.0012464530198146636,0.04636075209807398,boot_1
mixture,0.007750000000000005,7076939.153762908,14153884.307525815,14153919.714628514,27.999836526488295,0.0012461908204418467,0.04555599962294198,boot_1
mixture,0.0035000000000000014,7077071.748771004,14154149.497542009,14154184.904644707,16.977967270784852,0.0012591798959000079,0.07018406164170155,boot_1
