model,w1,NLL,AIC,BIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,7076178.293896205,14152362.58779241,14152397.994895108,21.860270946764846,0.001251531651601707,0.05631060608306381,boot_1
mixture,0.005500000000000003,7076190.854800932,14152387.709601864,14152423.116704563,22.513625115797627,0.0012506963788474052,0.054895997049745626,boot_1
mixture,0.005000000000000003,7076199.387667441,14152404.775334882,14152440.18243758,21.195908016090385,0.0012524556331143571,0.05783622543129108,boot_1
mixture,0.005750000000000003,7076232.96702332,14152471.93404664,14152507.341149338,23.156601247709766,0.0012499398159681707,0.05357995540452633,boot_1
mixture,0.0047500000000000025,7076259.020641641,14152524.041283282,14152559.44838598,20.520346394342656,0.0012534540298000138,0.05948603452804556,boot_1
mixture,0.006000000000000004,7076301.152988567,14152608.305977134,14152643.713079832,23.78963758761401,0.0012492581485224492,0.052352195779507005,boot_1
mixture,0.004500000000000002,7076363.062431961,14152732.124863923,14152767.531966621,19.832706265342075,0.001254542595328842,0.06127759670410701,boot_1
mixture,0.006250000000000004,7076392.4414546,14152790.8829092,14152826.290011898,24.413141127748812,0.0012486479973879703,0.051203831680156305,boot_1
mixture,0.006500000000000004,7076504.274781027,14153014.549562054,14153049.956664752,25.02749830100052,0.001248105728989858,0.05012713125029387,boot_1
mixture,0.004250000000000002,7076518.638470757,14153043.276941514,14153078.684044212,19.132444930522468,0.0012557212634679378,0.06323050897192489,boot_1
mixture,0.006750000000000004,7076634.436282561,14153274.872565122,14153310.27966782,25.63306166363881,0.0012476278938498792,0.049115367862832375,boot_1
mixture,0.004000000000000002,7076734.493177033,14153474.986354066,14153510.393456765,18.4188036605019,0.0012569875866308728,0.065368946751532,boot_1
mixture,0.0070000000000000045,7076780.992799904,14153567.985599808,14153603.392702507,26.230565489593413,0.0012472014152821835,0.048161801076602694,boot_1
mixture,0.007250000000000005,7076942.248880421,14153890.497760842,14153925.90486354,26.81962804035342,0.001246844998482723,0.04726266500891471,boot_1
mixture,0.0037500000000000016,7077021.483231932,14154048.966463864,14154084.373566562,17.690863264423204,0.0012583558309839278,0.06772242686629634,boot_1
mixture,0.007500000000000005,7077116.7100068685,14154239.420013737,14154274.827116435,27.401503607702296,0.001246519793271485,0.04641157405564398,boot_1
mixture,0.007750000000000005,7077303.052613427,14154612.105226854,14154647.512329552,27.975823408519013,0.0012462506134173293,0.04560565446373287,boot_1
mixture,0.0035000000000000014,7077393.257184181,14154792.514368363,14154827.921471061,16.947539479219934,0.0012598224412536413,0.0703277552732101,boot_1
mixture,0.008000000000000005,7077500.099711809,14155006.199423619,14155041.606526317,28.543003838477407,0.0012460266329164177,0.04484103177564968,boot_1
mixture,0.008250000000000006,7077706.800705781,14155419.601411562,14155455.00851426,29.10340457347703,0.0012458448393772945,0.044114260951383696,boot_1
mixture,0.003250000000000001,7077867.20602693,14155740.41205386,14155775.81915656,16.187472039926963,0.0012613898315818653,0.07323148460293555,boot_1
mixture,0.008500000000000006,7077922.214644858,14155850.429289715,14155885.836392414,29.657598896188944,0.0012456942542160723,0.04342190982581104,boot_1
mixture,0.008750000000000006,7078145.4961976055,14156296.992395211,14156332.39949791,30.205503684792145,0.0012455788900883145,0.04276194478477969,boot_1
mixture,0.009000000000000006,7078375.883827205,14156757.76765441,14156793.174757108,30.74737613069047,0.0012454973466111865,0.04213194067156258,boot_1
mixture,0.003000000000000001,7078465.817589478,14156937.635178955,14156973.042281654,15.40885080568008,0.0012630756903625623,0.07649403377826573,boot_1
mixture,0.009250000000000006,7078612.689786257,14157231.379572514,14157266.786675213,31.28352627555425,0.001245444999384325,0.04152962823780949,boot_1
mixture,0.009500000000000007,7078855.291543162,14157716.583086325,14157751.990189023,31.81421877582215,0.0012454171293018288,0.04095301678296399,boot_1
mixture,0.009750000000000007,7079103.124421302,14158212.248842604,14158247.655945303,32.33962131507876,0.001245414329950839,0.04040039102997566,boot_1
mixture,0.0027500000000000007,7079218.647084167,14158443.294168334,14158478.701271033,14.609496779983605,0.001264893127786823,0.08019444450298432,boot_1
mixture,0.010000000000000007,7079355.675266179,14158717.350532359,14158752.757635057,32.859890981375386,0.0012454397647495333,0.03987016243473566,boot_1
mixture,0.0025000000000000005,7080165.2549656965,14160336.509931393,14160371.917034091,13.78623798777701,0.001266881799179035,0.0844416641514192,boot_1
mixture,0.0022500000000000003,7081359.714826117,14162725.429652235,14162760.836754933,12.935028388470204,0.0012691053101995084,0.08938709449920872,boot_1
mixture,0.002,7082877.768971317,14165761.537942635,14165796.945045333,12.050288785311787,0.0012716700965305992,0.09525124043846919,boot_1
mixture,0.05,7117349.355661255,14234704.71132251,14234740.11842521,92.46072174551298,0.0012799651250615964,0.017791209231716586,boot_1
mixture,0.1,7145369.985281247,14290745.970562493,14290781.377665192,147.00829958862664,0.0013147855125145225,0.012684941780347134,boot_1
mixture,0.15000000000000002,7164321.571736617,14328649.143473234,14328684.550575932,192.5370354814528,0.0013455712079769376,0.010486031896486517,boot_1
mixture,0.2,7178779.911547873,14357565.823095746,14357601.230198445,232.0855378557691,0.0013746187891090851,0.009238872278595609,boot_1
mixture,0.25,7190517.344332435,14381040.68866487,14381076.095767569,267.2704677925711,0.0014019243794331508,0.008432256931670074,boot_1
mixture,0.3,7200407.818679161,14400821.637358323,14400857.044461021,299.19251883822193,0.0014273046786243198,0.00786462585094508,boot_1
mixture,0.35000000000000003,7208951.835328337,14417909.670656674,14417945.077759372,328.5948098843484,0.00145081450771576,0.007441241670146019,boot_1
mixture,0.4,7216465.9616335435,14432937.923267087,14432973.330369785,356.0005621604215,0.0014725810891795912,0.007111645351515118,boot_1
mixture,0.45,7223164.75077052,14446335.50154104,14446370.90864374,381.8018593756093,0.0014927265954950365,0.006845897196757727,boot_1
mixture,0.5,7229201.10664799,14458408.21329598,14458443.620398678,406.26171406509945,0.0015114562199303589,0.006626473916510185,boot_1
null,,7269154.786579495,14538311.57315899,14538323.375526557,607.1676991596075,0.0016469914347948995,,boot_1
sum,,7316040.735750634,14632083.471501268,14632095.273868835,873.6216332556045,0.0022893205981482827,,boot_1
mixture,0.005250000000000003,7073503.5940871155,14147013.188174231,14147048.59527693,21.940297542752432,0.0012508124741057915,0.0560642822593874,boot_2
mixture,0.005500000000000003,7073518.261501643,14147042.523003286,14147077.930105984,22.59333126244057,0.0012500391240573702,0.054662472636572305,boot_2
mixture,0.005000000000000003,7073523.234301692,14147052.468603384,14147087.875706082,21.276152889571826,0.0012516700124215227,0.057576054585789696,boot_2
mixture,0.005750000000000003,7073563.034380224,14147132.068760447,14147167.475863146,23.235932613626737,0.0012493431378018177,0.0533581585956866,boot_2
mixture,0.0047500000000000025,7073582.183888573,14147170.367777146,14147205.774879845,20.600724645088693,0.0012525992262471006,0.059210726296343226,boot_2
mixture,0.006000000000000004,7073634.351402401,14147274.702804802,14147310.1099075,23.868501248933804,0.001248720684084176,0.05214129822706565,boot_2
mixture,0.004500000000000002,7073686.45253354,14147378.90506708,14147414.31216978,19.913086379665604,0.001253617538178813,0.060985789524831475,boot_2
mixture,0.006250000000000004,7073729.170019567,14147464.340039134,14147499.747141832,24.4914858373722,0.0012481674012882916,0.05100300866836714,boot_2
mixture,0.004250000000000002,7073843.33447749,14147692.66895498,14147728.076057678,19.212678622110708,0.00125472421327519,0.06292068194232926,boot_2
mixture,0.006500000000000004,7073844.871649983,14147695.743299967,14147731.150402665,25.105272358116213,0.001247679979071422,0.04993565632407875,boot_2
mixture,0.006750000000000004,7073979.187375948,14147964.374751896,14147999.781854594,25.71022163356769,0.001247255002859627,0.04893257968752336,boot_2
mixture,0.004000000000000002,7074061.779727469,14148129.559454938,14148164.966557637,18.498761172448898,0.0012559129803529324,0.06503926100648336,boot_2
mixture,0.0070000000000000045,7074130.139157017,14148266.278314034,14148301.685416732,26.307047448361462,0.0012468853036468588,0.04798710581591627,boot_2
mixture,0.007250000000000005,7074295.992944538,14148597.985889075,14148633.392991774,26.895720077991676,0.0012465614417874302,0.04709502524210431,boot_2
mixture,0.0037500000000000016,7074352.898369382,14148711.796738764,14148747.203841463,17.77036751559764,0.0012572083585666468,0.06737077889484715,boot_2
mixture,0.007500000000000005,7074475.220876055,14148956.44175211,14148991.848854808,27.476662403974988,0.001246293408946673,0.04625138284881142,boot_2
mixture,0.007750000000000005,7074666.4706756845,14149338.941351369,14149374.348454067,28.05027668088418,0.001246069160943427,0.04545200896569043,boot_2
mixture,0.0035000000000000014,7074730.656008922,14149467.312017843,14149502.719120542,17.026377632654995,0.0012585933542856977,0.06995193762940334,boot_2
mixture,0.008000000000000005,7074868.540504557,14149743.081009114,14149778.488111813,28.61662885576652,0.0012458924591998175,0.04469368600962619,boot_2
mixture,0.008250000000000006,7075080.358304064,14150166.716608128,14150202.123710826,29.176680282172395,0.0012457449396887199,0.04397197763353849,boot_2
mixture,0.003250000000000001,7075212.846715479,14150431.693430958,14150467.100533657,16.265461915603783,0.0012600782605409599,0.07282853138576659,boot_2
mixture,0.008500000000000006,7075300.964509926,14150607.929019852,14150643.33612255,29.729826399415384,0.0012456369580134024,0.043285586311697655,boot_2
mixture,0.008750000000000006,7075529.497696201,14151064.995392403,14151100.402495101,30.27687407703054,0.0012455635500573797,0.042630848756612834,boot_2
mixture,0.009000000000000006,7075765.182394177,14151536.364788353,14151571.771891052,30.81800931451003,0.001245517989375988,0.042005586557503166,boot_2
mixture,0.003000000000000001,7075822.480599532,14151650.961199064,14151686.368301762,15.48575162208155,0.0012616796511743008,0.07606060123141267,boot_2
mixture,0.009250000000000006,7076007.3187798355,14152020.637559671,14152056.04466237,31.353746946336543,0.0012454928092149329,0.04140725258365765,boot_2
mixture,0.009500000000000007,7076255.273783595,14152516.54756719,14152551.954669889,31.883431113476004,0.001245506517766701,0.040835236757018424,boot_2
mixture,0.009750000000000007,7076508.473709926,14153022.947419852,14153058.35452255,32.408069530091204,0.0012455391860840452,0.04028659833512263,boot_2
mixture,0.0027500000000000007,7076589.803950648,14153185.607901296,14153221.015003994,14.685131144199955,0.0012634037948924786,0.07972596784107487,boot_2
mixture,0.010000000000000007,7076766.397531543,14153538.795063086,14153574.202165784,32.92767585441535,0.001245592163764191,0.039760048710226197,boot_2
mixture,0.0025000000000000005,7077555.313484032,14155116.626968063,14155152.034070762,13.860333268739794,0.0012652962630656122,0.08393277305527123,boot_2
mixture,0.0022500000000000003,7078774.385403661,14157554.770807322,14157590.17791002,13.007297249162814,0.0012674168532497347,0.08883075860174755,boot_2
mixture,0.002,7080324.629480643,14160655.258961286,14160690.666063985,12.12037094779904,0.0012698719148620573,0.094638340166531,boot_2
mixture,0.05,7115274.147461651,14230554.294923302,14230589.702026,92.41534666952839,0.001281630489127566,0.017789415360787136,boot_2
mixture,0.1,7143544.15074388,14287094.30148776,14287129.70859046,146.8541629935796,0.0013167780500835454,0.012691926555698719,boot_2
mixture,0.15000000000000002,7162633.253109633,14325272.506219266,14325307.913321964,192.2876953127505,0.001347715379705825,0.010495352114809736,boot_2
mixture,0.2,7177183.208151344,14354372.416302688,14354407.823405387,231.7574915287423,0.001376845671461899,0.009248776356604321,boot_2
mixture,0.25,7188987.517686666,14377981.035373332,14378016.44247603,266.8773419747165,0.0014041982884240424,0.00844216139119709,boot_2
mixture,0.3,7198929.632831857,14397865.265663713,14397900.672766412,298.744009832314,0.00142961079055878,0.007874309376940957,boot_2
mixture,0.35000000000000003,7207515.100371851,14415036.200743701,14415071.6078464,328.09827089158523,0.0014531423031953414,0.007450631781561727,boot_2
mixture,0.4,7215063.456806109,14430132.913612219,14430168.320714917,355.46439987085006,0.0014749178169058451,0.00712057579644402,boot_2
