model,w1,NLL,AIC,mean,phi1,phi2,distribution,iteration
mixture,0.0070000000000000045,1018.649808442228,2043.299616884456,60.434983715913944,0.01654670766142562,0.01654670752694828,geom3,0
mixture,0.008250000000000006,1018.649808442228,2043.299616884456,60.434983692841605,0.016546707741511964,0.016546707532482184,geom3,0
mixture,0.007750000000000005,1018.6498084422283,2043.2996168844566,60.434983767857936,0.016546707747997047,0.016546707511837455,geom3,0
mixture,0.15000000000000002,1018.6498084422283,2043.2996168844566,60.43501695755353,0.016546699379429455,0.01654669825839338,geom3,0
mixture,0.05,1018.6498084422285,2043.299616884457,60.43498333654912,0.01654670869835455,0.016546707575620562,geom3,0
mixture,0.1,1018.6498084422303,2043.2996168844606,60.435018695199055,0.016546699526420263,0.016546697775723564,geom3,0
null,,1018.6498084423182,2039.2996168846364,60.4350592014349,0.016546686860468188,,geom3,0
sum,,1017.6507445905962,2037.3014891811924,90.23984024910622,0.02216315980257743,,geom3,0
mixture,0.4,1004.5849429638013,2015.1698859276025,56.36501156048,0.01774150308741589,0.017741502300210998,geom3,1
mixture,0.45,1004.5849429638015,2015.169885927603,56.36501174644599,0.01774150273581464,0.017741502409893698,geom3,1
mixture,0.5,1004.5849429638015,2015.169885927603,56.36501211174959,0.017741502441574825,0.017741502441574825,geom3,1
mixture,0.3,1004.5849429638017,2015.1698859276034,56.36501219295556,0.017741503257430208,0.017741502055407594,geom3,1
mixture,0.35000000000000003,1004.5849429638018,2015.1698859276037,56.36501236627309,0.017741502986620566,0.017741502024836295,geom3,1
mixture,0.2,1004.5849429638029,2015.1698859276057,56.365013197833406,0.01774150361225574,0.017741501721583734,geom3,1
mixture,0.25,1004.5849429638031,2015.1698859276062,56.36501318051304,0.01774150312478773,0.017741501765297287,geom3,1
mixture,0.1,1004.5849429638034,2015.1698859276069,56.36501442757827,0.017741503085395946,0.01774150156011437,geom3,1
mixture,0.15000000000000002,1004.5849429638034,2015.1698859276069,56.36501420679947,0.0177415035986651,0.01774150146157096,geom3,1
mixture,0.0037500000000000016,1004.5849429638047,2015.1698859276094,56.36501588180223,0.017741501451571624,0.017741501254169453,geom3,1
mixture,0.009250000000000006,1004.5849429638047,2015.1698859276094,56.36501588928964,0.01774150127084265,0.01774150125238221,geom3,1
mixture,0.003250000000000001,1004.5849429638047,2015.1698859276094,56.36501600658147,0.017741501054625436,0.017741501216159073,geom3,1
mixture,0.0070000000000000045,1004.5849429638049,2015.1698859276098,56.36501606024076,0.017741501461635157,0.017741501196891035,geom3,1
mixture,0.003000000000000001,1004.5849429638049,2015.1698859276098,56.36501591000737,0.01774150148634203,0.017741501245308735,geom3,1
mixture,0.005500000000000003,1004.584942963805,2015.16988592761,56.365015903521105,0.017741501543404904,0.017741501246440153,geom3,1
mixture,0.004250000000000002,1004.5849429638051,2015.1698859276103,56.36501612775723,0.017741501393324314,0.017741501176571504,geom3,1
mixture,0.007250000000000005,1004.5849429638051,2015.1698859276103,56.36501640812196,0.017741501306187235,0.01774150108766054,geom3,1
mixture,0.006250000000000004,1004.5849429638052,2015.1698859276105,56.36501584369117,0.017741501693944995,0.0177415012642198,geom3,1
mixture,0.005000000000000003,1004.5849429638052,2015.1698859276105,56.365016609910455,0.017741500922419703,0.01774150102624888,geom3,1
mixture,0.009500000000000007,1004.5849429638054,2015.1698859276107,56.36501659316079,0.017741501569429115,0.01774150102583776,geom3,1
mixture,0.008750000000000006,1004.5849429638054,2015.1698859276107,56.36501596550237,0.01774150130919326,0.01774150122785245,geom3,1
mixture,0.009750000000000007,1004.5849429638054,2015.1698859276107,56.36501642911932,0.017741501458679792,0.01774150107893318,geom3,1
mixture,0.05,1004.5849429638054,2015.1698859276107,56.365015767996,0.01774150220042894,0.017741501242852644,geom3,1
mixture,0.008000000000000005,1004.5849429638055,2015.169885927611,56.36501653785257,0.017741501216399617,0.01774150104705599,geom3,1
mixture,0.005250000000000003,1004.5849429638055,2015.169885927611,56.36501658930314,0.01774150094536181,0.017741501032674505,geom3,1
mixture,0.004000000000000002,1004.5849429638056,2015.1698859276112,56.36501660802487,0.017741501040368705,0.01774150102626684,geom3,1
mixture,0.008250000000000006,1004.5849429638056,2015.1698859276112,56.36501630480098,0.017741501781383347,0.01774150111627915,geom3,1
mixture,0.0035000000000000014,1004.5849429638056,2015.1698859276112,56.365016445421,0.017741501550879075,0.01774150107584195,geom3,1
mixture,0.010000000000000007,1004.5849429638056,2015.1698859276112,56.365015856590766,0.01774150166908861,0.017741501258741823,geom3,1
mixture,0.0025000000000000005,1004.5849429638057,2015.1698859276114,56.365016565087465,0.017741501417636692,0.017741501038891397,geom3,1
mixture,0.006000000000000004,1004.5849429638057,2015.1698859276114,56.365016599627566,0.017741501204164983,0.017741501027908852,geom3,1
mixture,0.007750000000000005,1004.5849429638058,2015.1698859276116,56.36501595275913,0.01774150134958424,0.017741501231661353,geom3,1
mixture,0.005750000000000003,1004.5849429638058,2015.1698859276116,56.36501589346558,0.01774150124414795,0.01774150125127955,geom3,1
mixture,0.002,1004.5849429638059,2015.1698859276119,56.36501681021236,0.01774150066610124,0.01774150096327689,geom3,1
mixture,0.006750000000000004,1004.5849429638059,2015.1698859276119,56.36501677590686,0.0177415011016841,0.01774150097260931,geom3,1
mixture,0.009000000000000006,1004.5849429638059,2015.1698859276119,56.365016569024675,0.01774150120355105,0.01774150103710093,geom3,1
mixture,0.007500000000000005,1004.584942963806,2015.169885927612,56.365016417699145,0.017741501265275888,0.017741501084877345,geom3,1
mixture,0.0047500000000000025,1004.584942963806,2015.169885927612,56.365016639396025,0.017741500892196012,0.01774150101704185,geom3,1
mixture,0.0027500000000000007,1004.5849429638062,2015.1698859276123,56.36501668072868,0.017741501022030197,0.017741501003387665,geom3,1
mixture,0.008500000000000006,1004.5849429638063,2015.1698859276125,56.36501657551199,0.017741501222762524,0.017741501034960715,geom3,1
mixture,0.004500000000000002,1004.5849429638063,2015.1698859276125,56.365016667364344,0.017741501242256336,0.017741501006584982,geom3,1
mixture,0.0022500000000000003,1004.5849429638065,2015.169885927613,56.36501658667376,0.01774150124998992,0.01774150103255451,geom3,1
mixture,0.006500000000000004,1004.5849429638066,2015.1698859276132,56.36501653668349,0.017741501041815762,0.017741501048824274,geom3,1
null,,1004.5849429638124,2011.1698859276248,56.36502210242182,0.017741499296902313,,geom3,1
sum,,1001.2349259003847,2004.4698518007694,83.37709403706985,0.02398740353208749,,geom3,1
mixture,0.35000000000000003,1000.9541281334087,2007.9082562668175,55.36000969590587,0.018063581998906314,0.018063579925700766,geom3,2
mixture,0.45,1000.9541281334089,2007.9082562668177,55.360009762428774,0.018063580593132098,0.018063580659467744,geom3,2
mixture,0.4,1000.954128133409,2007.908256266818,55.36001006919886,0.018063581141758295,0.01806358012136081,geom3,2
mixture,0.25,1000.9541281334095,2007.908256266819,55.36001109401296,0.01806358176785187,0.018063579670889687,geom3,2
mixture,0.5,1000.9541281334095,2007.908256266819,55.36001020949589,0.01806358048374186,0.01806358048374186,geom3,2
mixture,0.3,1000.9541281334097,2007.9082562668193,55.36001104216097,0.0180635812819217,0.018063579753532347,geom3,2
mixture,0.2,1000.9541281334109,2007.9082562668218,55.3600120840365,0.018063581915748805,0.018063579361178514,geom3,2
mixture,0.15000000000000002,1000.9541281334116,2007.9082562668232,55.36001298845518,0.018063582115533328,0.018063579129008436,geom3,2
mixture,0.1,1000.9541281334119,2007.9082562668239,55.360013369153044,0.018063581650650064,0.01806357920855902,geom3,2
mixture,0.009750000000000007,1000.9541281334127,2007.9082562668254,55.36001507333139,0.018063579277879143,0.01806357889295379,geom3,2
mixture,0.05,1000.9541281334127,2007.9082562668254,55.36001487213621,0.01806358043141514,0.01806357888503644,geom3,2
mixture,0.002,1000.954128133413,2007.908256266826,55.360015293467285,0.018063578900952348,0.018063578824725583,geom3,2
mixture,0.0037500000000000016,1000.9541281334132,2007.9082562668264,55.36001532212471,0.018063579027317513,0.01806357881473012,geom3,2
mixture,0.008250000000000006,1000.9541281334133,2007.9082562668266,55.36001570195878,0.018063578813265504,0.018063578690578,geom3,2
mixture,0.004500000000000002,1000.9541281334133,2007.9082562668266,55.36001519629495,0.018063578904566457,0.018063578856367786,geom3,2
mixture,0.0035000000000000014,1000.9541281334133,2007.9082562668266,55.360015311548764,0.018063579016578717,0.01806357881828415,geom3,2
mixture,0.009000000000000006,1000.9541281334133,2007.9082562668266,55.36001518526055,0.018063579187596126,0.018063578857211667,geom3,2
mixture,0.004250000000000002,1000.9541281334133,2007.9082562668266,55.360015171132225,0.018063578798113822,0.018063578865079703,geom3,2
mixture,0.009500000000000007,1000.9541281334133,2007.9082562668266,55.36001518446127,0.01806357937431353,0.018063578855517362,geom3,2
mixture,0.005000000000000003,1000.9541281334134,2007.9082562668268,55.36001582821813,0.018063578902290465,0.01806357864912683,geom3,2
mixture,0.007750000000000005,1000.9541281334134,2007.9082562668268,55.36001498360232,0.0180635790875662,0.018063578924722733,geom3,2
mixture,0.006000000000000004,1000.9541281334134,2007.9082562668268,55.36001521746341,0.018063578935276173,0.01806357884916087,geom3,2
mixture,0.005750000000000003,1000.9541281334135,2007.908256266827,55.36001569669762,0.01806357918495693,0.018063578690463513,geom3,2
mixture,0.008500000000000006,1000.9541281334135,2007.908256266827,55.36001506262439,0.018063579036278414,0.018063578899033855,geom3,2
mixture,0.007250000000000005,1000.9541281334136,2007.9082562668273,55.3600157428451,0.018063578656506953,0.018063578678408042,geom3,2
mixture,0.008750000000000006,1000.9541281334136,2007.9082562668273,55.36001515067601,0.01806357893476156,0.01806357887091112,geom3,2
mixture,0.007500000000000005,1000.9541281334137,2007.9082562668275,55.36001511974062,0.01806357930430994,0.018063578878369256,geom3,2
mixture,0.0022500000000000003,1000.9541281334139,2007.9082562668277,55.360015497760436,0.018063578888158665,0.018063578757925615,geom3,2
mixture,0.006750000000000004,1000.9541281334139,2007.9082562668277,55.36001584746843,0.01806357889336767,0.018063578642417498,geom3,2
mixture,0.010000000000000007,1000.954128133414,2007.908256266828,55.360015661238016,0.01806357901895175,0.018063578701704597,geom3,2
mixture,0.008000000000000005,1000.954128133414,2007.908256266828,55.360015737449935,0.01806357903751089,0.018063578677126588,geom3,2
mixture,0.006250000000000004,1000.9541281334141,2007.9082562668282,55.36001572193817,0.018063579062345472,0.018063578682698245,geom3,2
mixture,0.005500000000000003,1000.9541281334141,2007.9082562668282,55.3600158568604,0.018063578873711964,0.018063578639760144,geom3,2
mixture,0.004000000000000002,1000.9541281334141,2007.9082562668282,55.3600158045447,0.018063578851986912,0.018063578657338524,geom3,2
mixture,0.0027500000000000007,1000.9541281334141,2007.9082562668282,55.36001570874644,0.018063578783326317,0.01806357868911633,geom3,2
mixture,0.009250000000000006,1000.9541281334141,2007.9082562668282,55.36001555374765,0.018063579189941493,0.01806357873574913,geom3,2
mixture,0.005250000000000003,1000.9541281334142,2007.9082562668284,55.36001566860302,0.018063578783013064,0.018063578702048857,geom3,2
mixture,0.0070000000000000045,1000.9541281334142,2007.9082562668284,55.36001568965001,0.018063579021928296,0.01806357869330608,geom3,2
mixture,0.0025000000000000005,1000.9541281334143,2007.9082562668286,55.360015870582615,0.01806357887083902,0.018063578635982278,geom3,2
mixture,0.003000000000000001,1000.9541281334143,2007.9082562668286,55.36001598978035,0.018063578803346424,0.01806357859705718,geom3,2
mixture,0.006500000000000004,1000.9541281334143,2007.9082562668286,55.36001569078122,0.01806357903247415,0.018063578693030952,geom3,2
mixture,0.0047500000000000025,1000.9541281334145,2007.908256266829,55.36001584886258,0.01806357892521305,0.01806357864231273,geom3,2
mixture,0.003250000000000001,1000.9541281334145,2007.908256266829,55.36001596546358,0.018063578741567735,0.018063578605167132,geom3,2
null,,1000.954128133418,2003.908256266836,55.3600193353802,0.01806357750603073,,geom3,2
sum,,999.5735583091825,2001.147116618365,82.59299621019244,0.024215128301074865,,geom3,2
mixture,0.45,999.0124888557054,2004.0249777114109,54.8300094869827,0.01823818804022375,0.018238187268554685,geom3,3
mixture,0.4,999.0124888557058,2004.0249777114116,54.83000916642543,0.018238188975490285,0.018238186887061903,geom3,3
mixture,0.5,999.0124888557061,2004.0249777114122,54.83000952289467,0.018238187603860305,0.018238187603860305,geom3,3
mixture,0.35000000000000003,999.0124888557061,2004.0249777114122,54.83000985708024,0.018238189388783865,0.018238186471731407,geom3,3
mixture,0.3,999.0124888557065,2004.024977711413,54.830010217152505,0.01823818843112875,0.018238186919413844,geom3,3
mixture,0.25,999.0124888557066,2004.0249777114132,54.83001039871094,0.018238189946936684,0.01823818643440293,geom3,3
mixture,0.2,999.0124888557075,2004.024977711415,54.8300115117691,0.018238189878148,0.018238186208335734,geom3,3
mixture,0.1,999.0124888557084,2004.0249777114168,54.830013040123774,0.018238188669561544,0.018238186185514565,geom3,3
mixture,0.15000000000000002,999.0124888557084,2004.0249777114168,54.83001181723947,0.018238189600604922,0.018238186353645117,geom3,3
mixture,0.05,999.0124888557092,2004.0249777114184,54.83001406199781,0.01823818750998404,0.018238186019486954,geom3,3
mixture,0.008750000000000006,999.0124888557095,2004.024977711419,54.83001441087539,0.018238186324025435,0.018238185974909386,geom3,3
mixture,0.0022500000000000003,999.0124888557098,2004.0249777114195,54.83001463517612,0.018238185935578206,0.018238185903282016,geom3,3
mixture,0.009000000000000006,999.0124888557098,2004.0249777114195,54.8300147649975,0.018238186061227256,0.01823818585834608,geom3,3
mixture,0.004000000000000002,999.0124888557098,2004.0249777114195,54.830014532053006,0.018238186097096366,0.01823818593701635,geom3,3
mixture,0.0047500000000000025,999.0124888557098,2004.0249777114195,54.83001456349602,0.018238186093956738,0.018238185926401848,geom3,3
mixture,0.0027500000000000007,999.0124888557098,2004.0249777114195,54.83001480793035,0.018238186097257095,0.018238185845198034,geom3,3
mixture,0.003250000000000001,999.0124888557099,2004.0249777114198,54.83001489880132,0.018238185963914123,0.018238185815181274,geom3,3
mixture,0.004500000000000002,999.01248885571,2004.02497771142,54.830014830578136,0.018238186233220315,0.01823818583657292,geom3,3
mixture,0.007750000000000005,999.01248885571,2004.02497771142,54.830014361353825,0.018238186333504224,0.018238185991788284,geom3,3
mixture,0.005750000000000003,999.0124888557102,2004.0249777114204,54.83001459529112,0.01823818605594357,0.01823818591581595,geom3,3
mixture,0.008000000000000005,999.0124888557102,2004.0249777114204,54.83001458030876,0.018238186430546467,0.018238185917500923,geom3,3
mixture,0.003000000000000001,999.0124888557102,2004.0249777114204,54.830015181861924,0.018238185866528075,0.01823818572107344,geom3,3
mixture,0.0037500000000000016,999.0124888557102,2004.0249777114204,54.830014762338344,0.018238186301531224,0.018238185859398532,geom3,3
mixture,0.005000000000000003,999.0124888557103,2004.0249777114207,54.830014747383316,0.01823818604199243,0.018238185865146812,geom3,3
mixture,0.008250000000000006,999.0124888557104,2004.024977711421,54.83001502801427,0.01823818610137918,0.01823818576995008,geom3,3
mixture,0.007500000000000005,999.0124888557104,2004.024977711421,54.83001456470939,0.018238186186530673,0.01823818592483139,geom3,3
mixture,0.009750000000000007,999.0124888557104,2004.024977711421,54.83001451759729,0.018238186127406016,0.018238185940644167,geom3,3
mixture,0.005250000000000003,999.0124888557104,2004.024977711421,54.830014574059874,0.01823818606328292,0.018238185922947105,geom3,3
mixture,0.008500000000000006,999.0124888557104,2004.024977711421,54.830015161408404,0.01823818599230914,0.01823818572605009,geom3,3
mixture,0.0025000000000000005,999.0124888557104,2004.024977711421,54.83001546751026,0.018238185435478588,0.018238185626972932,geom3,3
mixture,0.002,999.0124888557104,2004.024977711421,54.83001477816042,0.018238185919722157,0.018238185855665497,geom3,3
mixture,0.004250000000000002,999.0124888557106,2004.0249777114211,54.83001540470267,0.018238185943253358,0.01823818564612317,geom3,3
mixture,0.005500000000000003,999.0124888557106,2004.0249777114211,54.83001463072071,0.018238186120380803,0.018238185903644642,geom3,3
mixture,0.009250000000000006,999.0124888557107,2004.0249777114213,54.83001470220527,0.01823818618922062,0.01823818587818157,geom3,3
mixture,0.010000000000000007,999.0124888557107,2004.0249777114213,54.83001509429783,0.018238186047306995,0.018238185747639704,geom3,3
mixture,0.006000000000000004,999.0124888557107,2004.0249777114213,54.83001486951587,0.018238185983525796,0.01823818582445147,geom3,3
mixture,0.0035000000000000014,999.0124888557108,2004.0249777114216,54.83001489356151,0.018238186143222524,0.018238185816263224,geom3,3
mixture,0.009500000000000007,999.0124888557108,2004.0249777114216,54.830015169476724,0.01823818597051012,0.018238185723280835,geom3,3
mixture,0.006750000000000004,999.0124888557109,2004.0249777114218,54.83001479668994,0.018238186039977424,0.018238185848336533,geom3,3
mixture,0.0070000000000000045,999.0124888557109,2004.0249777114218,54.8300153978662,0.018238185758269975,0.01823818564889437,geom3,3
mixture,0.007250000000000005,999.0124888557109,2004.0249777114218,54.830015389768214,0.018238185675103838,0.0182381856521875,geom3,3
mixture,0.006250000000000004,999.012488855711,2004.024977711422,54.830015436418265,0.018238186057609858,0.018238185634189996,geom3,3
mixture,0.006500000000000004,999.0124888557114,2004.0249777114227,54.83001538511008,0.018238185840956458,0.018238185652679283,geom3,3
null,,999.0124888557143,2000.0249777114286,54.83001796870562,0.01823818479451808,,geom3,3
sum,,997.4819048242595,1996.963809648519,81.72189542578586,0.024473245383989668,,geom3,3
mixture,0.45,1002.4975982402731,2010.9951964805462,55.785010385285176,0.017925962718784928,0.017925962183168522,geom3,4
mixture,0.35000000000000003,1002.4975982402732,2010.9951964805464,55.78501113754453,0.017925962935061896,0.01792596177722021,geom3,4
mixture,0.5,1002.4975982402733,2010.9951964805466,55.785010112468264,0.01792596251186292,0.01792596251186292,geom3,4
mixture,0.4,1002.4975982402734,2010.9951964805468,55.78501022915862,0.01792596324069626,0.017925961963478572,geom3,4
mixture,0.3,1002.4975982402735,2010.995196480547,55.78501129456825,0.017925963277667982,0.01792596164100914,geom3,4
mixture,0.25,1002.4975982402741,2010.9951964805482,55.7850120981951,0.017925963484411767,0.017925961336888434,geom3,4
mixture,0.2,1002.4975982402744,2010.9951964805489,55.78501229373756,0.017925963588252707,0.01792596136660386,geom3,4
mixture,0.15000000000000002,1002.4975982402747,2010.9951964805493,55.78501299963864,0.0179259632902267,0.01792596128301798,geom3,4
mixture,0.1,1002.4975982402758,2010.9951964805516,55.78501413346469,0.017925962849339467,0.017925961038690624,geom3,4
mixture,0.0035000000000000014,1002.4975982402768,2010.9951964805537,55.78501556465551,0.01792596056297678,0.01792596076054802,geom3,4
mixture,0.05,1002.4975982402768,2010.9951964805537,55.78501468654248,0.017925962216545487,0.017925960980212798,geom3,4
mixture,0.005750000000000003,1002.4975982402768,2010.9951964805537,55.785015387819996,0.0179259611541037,0.017925960814729455,geom3,4
mixture,0.0070000000000000045,1002.497598240277,2010.995196480554,55.78501547035249,0.017925961027373528,0.017925960788487662,geom3,4
mixture,0.0047500000000000025,1002.4975982402771,2010.9951964805541,55.785015428529796,0.017925961013593655,0.017925960802596935,geom3,4
mixture,0.0027500000000000007,1002.4975982402771,2010.9951964805541,55.7850154949723,0.017925961051910095,0.017925960781504914,geom3,4
mixture,0.009000000000000006,1002.4975982402772,2010.9951964805543,55.78501536402836,0.01792596111111763,0.017925960821721498,geom3,4
mixture,0.003250000000000001,1002.4975982402773,2010.9951964805546,55.785015469034775,0.017925960907240378,0.017925960790202925,geom3,4
mixture,0.004250000000000002,1002.4975982402773,2010.9951964805546,55.78501550268597,0.01792596091903458,0.017925960779175416,geom3,4
mixture,0.004000000000000002,1002.4975982402773,2010.9951964805546,55.785015765509876,0.017925960821287473,0.01792596069480805,geom3,4
mixture,0.009750000000000007,1002.4975982402775,2010.995196480555,55.785015408177124,0.0179259611499605,0.017925960806793418,geom3,4
mixture,0.003000000000000001,1002.4975982402775,2010.995196480555,55.78501562881565,0.01792596093384887,0.017925960738653712,geom3,4
mixture,0.007500000000000005,1002.4975982402777,2010.9951964805555,55.785016087772696,0.017925960362666835,0.01792596059348918,geom3,4
mixture,0.008500000000000006,1002.4975982402777,2010.9951964805555,55.785016042842145,0.01792596099785325,0.01792596060283837,geom3,4
mixture,0.006000000000000004,1002.4975982402777,2010.9951964805555,55.78501546641353,0.017925960757293163,0.017925960791631636,geom3,4
mixture,0.004500000000000002,1002.4975982402779,2010.9951964805557,55.785015498863075,0.017925960933673362,0.017925960780308125,geom3,4
mixture,0.007750000000000005,1002.4975982402779,2010.9951964805557,55.78501531835488,0.017925961265286745,0.01792596083567328,geom3,4
mixture,0.0022500000000000003,1002.497598240278,2010.995196480556,55.78501615707803,0.017925960517128962,0.017925960569605503,geom3,4
mixture,0.0037500000000000016,1002.497598240278,2010.995196480556,55.78501612031929,0.017925960766560348,0.017925960580602144,geom3,4
mixture,0.006500000000000004,1002.497598240278,2010.995196480556,55.78501615201505,0.017925960587433478,0.017925960571007604,geom3,4
mixture,0.005250000000000003,1002.497598240278,2010.995196480556,55.78501611594452,0.01792596071795296,0.017925960581991477,geom3,4
mixture,0.005000000000000003,1002.497598240278,2010.995196480556,55.785015977094034,0.017925960815816332,0.0179259606263763,geom3,4
mixture,0.008250000000000006,1002.4975982402781,2010.9951964805562,55.785015949827105,0.017925960944817302,0.01792596063351723,geom3,4
mixture,0.006250000000000004,1002.4975982402782,2010.9951964805564,55.785016041536025,0.01792596098495456,0.017925960604236218,geom3,4
mixture,0.002,1002.4975982402782,2010.9951964805564,55.78501619045579,0.017925960892264545,0.017925960558093475,geom3,4
mixture,0.010000000000000007,1002.4975982402782,2010.9951964805564,55.78501603684567,0.017925961025284695,0.01792596060390915,geom3,4
mixture,0.009250000000000006,1002.4975982402783,2010.9951964805566,55.78501604298707,0.017925961025710098,0.01792596060223226,geom3,4
mixture,0.007250000000000005,1002.4975982402783,2010.9951964805566,55.785016153455466,0.01792596061421772,0.017925960570333344,geom3,4
mixture,0.009500000000000007,1002.4975982402784,2010.9951964805568,55.78501604473061,0.01792596073810073,0.017925960604318225,geom3,4
mixture,0.008750000000000006,1002.4975982402784,2010.9951964805568,55.785016086525694,0.017925960861962808,0.017925960589777096,geom3,4
mixture,0.005500000000000003,1002.4975982402785,2010.995196480557,55.78501609043805,0.01792596083049554,0.017925960589576472,geom3,4
mixture,0.0025000000000000005,1002.4975982402785,2010.995196480557,55.78501610676864,0.017925960566217022,0.017925960585702568,geom3,4
mixture,0.006750000000000004,1002.4975982402785,2010.995196480557,55.785016099265206,0.01792596054255078,0.017925960588374316,geom3,4
mixture,0.008000000000000005,1002.4975982402786,2010.9951964805573,55.785016151054386,0.017925960560666906,0.017925960571509813,geom3,4
null,,1002.4975982402832,2006.9951964805664,55.7850200085212,0.017925959331864527,,geom3,4
sum,,999.9785209098062,2001.9570418196124,82.74930893883126,0.02416938613322331,,geom3,4
mixture,0.5,985.9693681208616,1977.9387362417233,51.400007194067655,0.019455250195284317,0.019455250195284317,geom3,5
mixture,0.45,985.9693681208621,1977.9387362417242,51.40000784892718,0.019455250222264398,0.019455249722539248,geom3,5
mixture,0.4,985.9693681208624,1977.9387362417249,51.40000762579453,0.019455251231094796,0.019455249232391513,geom3,5
mixture,0.35000000000000003,985.9693681208624,1977.9387362417249,51.400008119814245,0.019455251760407643,0.01945524881344678,geom3,5
