model,w1,NLL,AIC,BIC,mean,phi1,phi2,distribution,iteration
mixture,0.008750000000000006,168.40036479807702,342.80072959615404,348.5367986124385,11.179999766709264,0.08944543663006364,0.08944544018015026,geom3,0
mixture,0.008500000000000006,168.40036479807702,342.80072959615404,348.5367986124385,11.179999771804933,0.08944543902144073,0.08944544011763683,geom3,0
mixture,0.15000000000000002,168.40036479807702,342.80072959615404,348.5367986124385,11.179999647327142,0.08944544086299949,0.08944544114676727,geom3,0
mixture,0.0027500000000000007,168.40036479807705,342.8007295961541,348.53679861243853,11.17999976807036,0.08944543677666301,0.08944544014746728,geom3,0
mixture,0.005000000000000003,168.40036479807705,342.8007295961541,348.53679861243853,11.179999687697256,0.08944543847624792,0.0894454407928043,geom3,0
mixture,0.005250000000000003,168.40036479807705,342.8007295961541,348.53679861243853,11.179999815245097,0.0894454371684207,0.0894454397744584,geom3,0
mixture,0.003250000000000001,168.40036479807705,342.8007295961541,348.53679861243853,11.17999975224336,0.08944544279434466,0.08944544025657351,geom3,0
mixture,0.0025000000000000005,168.40036479807705,342.8007295961541,348.53679861243853,11.179999809726423,0.0894454402902911,0.08944543980371233,geom3,0
mixture,0.009250000000000006,168.40036479807705,342.8007295961541,348.53679861243853,11.179999766462945,0.08944543903944414,0.08944544016143609,geom3,0
mixture,0.006000000000000004,168.40036479807705,342.8007295961541,348.53679861243853,11.17999982552786,0.08944543830231419,0.08944543968681662,geom3,0
mixture,0.005500000000000003,168.40036479807705,342.8007295961541,348.53679861243853,11.17999966849492,0.08944544305372974,0.08944544092313127,geom3,0
mixture,0.004250000000000002,168.40036479807705,342.8007295961541,348.53679861243853,11.180000455722954,0.08944543494267757,0.08944543463533622,geom3,0
mixture,0.05,168.40036479807705,342.8007295961541,348.53679861243853,11.17999976793625,0.08944543755236765,0.08944544027542328,geom3,0
mixture,0.1,168.40036479807705,342.8007295961541,348.53679861243853,11.179999794379633,0.08944543766429273,0.08944544017920146,geom3,0
mixture,0.0037500000000000016,168.40036479807708,342.80072959615416,348.5367986124386,11.1799997885473,0.08944543698037369,0.08944543998564182,geom3,0
mixture,0.002,168.40036479807708,342.80072959615416,348.5367986124386,11.179999686081539,0.0894454436154077,0.08944544078849422,geom3,0
mixture,0.009500000000000007,168.40036479807708,342.80072959615416,348.5367986124386,11.179999555214755,0.08944544324263082,0.08944544182770424,geom3,0
mixture,0.009000000000000006,168.40036479807708,342.80072959615416,348.5367986124386,11.180000423353299,0.08944547228812665,0.08944543455602663,geom3,0
mixture,0.009750000000000007,168.40036479807708,342.80072959615416,348.5367986124386,11.179999887410093,0.08944543446929294,0.08944543922983693,geom3,0
mixture,0.005750000000000003,168.40036479807708,342.80072959615416,348.5367986124386,11.179999697302982,0.08944543981717927,0.08944544070950189,geom3,0
mixture,0.007750000000000005,168.40036479807708,342.80072959615416,348.5367986124386,11.179999862393588,0.08944544007275387,0.0894454393781829,geom3,0
mixture,0.006500000000000004,168.40036479807708,342.80072959615416,348.5367986124386,11.179999704966848,0.08944544135370529,0.08944544063840694,geom3,0
mixture,0.007500000000000005,168.40036479807708,342.80072959615416,348.5367986124386,11.180000507798159,0.08944543504616759,0.08944543421377253,geom3,0
mixture,0.007250000000000005,168.40036479807708,342.80072959615416,348.5367986124386,11.179999702235921,0.08944543734760615,0.08944544068913118,geom3,0
mixture,0.008250000000000006,168.40036479807708,342.80072959615416,348.5367986124386,11.17999989379702,0.08944543521636293,0.08944543916489851,geom3,0
mixture,0.0035000000000000014,168.40036479807708,342.80072959615416,348.5367986124386,11.179999789599117,0.08944544216373648,0.08944543995823778,geom3,0
mixture,0.003000000000000001,168.40036479807708,342.80072959615416,348.5367986124386,11.17999972621132,0.08944544159611773,0.08944544046971102,geom3,0
mixture,0.45,168.40036479807708,342.80072959615416,348.5367986124386,11.180000457824331,0.0894454350341375,0.08944543428085186,geom3,0
mixture,0.35000000000000003,168.40036479807708,342.80072959615416,348.5367986124386,11.180000438396913,0.08944543519607986,0.08944543454866341,geom3,0
mixture,0.0022500000000000003,168.40036479807708,342.80072959615416,348.5367986124386,11.17999981523978,0.0894454377075169,0.0894454397654496,geom3,0
mixture,0.004500000000000002,168.4003647980771,342.8007295961542,348.53679861243864,11.179999777159551,0.08944544054589432,0.08944544006330797,geom3,0
mixture,0.0070000000000000045,168.4003647980771,342.8007295961542,348.53679861243864,11.17999954306191,0.0894454395893431,0.08944544195493385,geom3,0
mixture,0.5,168.4003647980771,342.8007295961542,348.53679861243864,11.180000467207156,0.08944543454476322,0.08944543454476322,geom3,0
mixture,0.008000000000000005,168.4003647980771,342.8007295961542,348.53679861243864,11.179999838595757,0.08944544019674128,0.08944543956893763,geom3,0
mixture,0.006750000000000004,168.4003647980771,342.8007295961542,348.53679861243864,11.179999674568645,0.08944544191810123,0.08944544087924451,geom3,0
mixture,0.006250000000000004,168.4003647980771,342.8007295961542,348.53679861243864,11.179999736269895,0.08944543956248675,0.0894454403978377,geom3,0
mixture,0.0047500000000000025,168.4003647980771,342.8007295961542,348.53679861243864,11.179999682491442,0.08944543982362374,0.08944544082763964,geom3,0
mixture,0.010000000000000007,168.4003647980771,342.8007295961542,348.53679861243864,11.179999597972298,0.08944544243909333,0.08944544148956964,geom3,0
mixture,0.3,168.4003647980771,342.8007295961542,348.53679861243864,11.180000479782024,0.08944543511572388,0.08944543415634432,geom3,0
mixture,0.2,168.4003647980771,342.8007295961542,348.53679861243864,11.180000486527215,0.08944543101258783,0.0894454352345948,geom3,0
mixture,0.4,168.4003647980771,342.8007295961542,348.53679861243864,11.1800004167853,0.08944543600722964,0.08944543424211789,geom3,0
mixture,0.004000000000000002,168.40036479807713,342.80072959615427,348.5367986124387,11.179999700554953,0.08944544286496017,0.08944544066957212,geom3,0
mixture,0.25,168.40036479807713,342.80072959615427,348.5367986124387,11.18000053635061,0.08944543164113038,0.08944543477506592,geom3,0
null,,168.4003647980771,338.8007295961542,340.71275260158234,11.179999886595448,0.08944543918993918,,geom3,0
sum,,167.3490137779615,336.698027555923,338.6100505613511,16.667125422037742,0.11999669705224296,,geom3,0
mixture,0.15000000000000002,174.14740610368438,354.29481220736875,360.0308812236532,12.480000308874441,0.08012820448175753,0.08012820290918136,geom3,1
mixture,0.004250000000000002,174.1474061036844,354.2948122073688,360.03088122365324,12.480000280770195,0.08012820408371282,0.08012820332227581,geom3,1
mixture,0.009500000000000007,174.1474061036844,354.2948122073688,360.03088122365324,12.480000235277,0.08012820496660786,0.08012820360466383,geom3,1
mixture,0.004500000000000002,174.14740610368443,354.29481220736886,360.0308812236533,12.480000503521518,0.08012820165747275,0.08012820189640582,geom3,1
mixture,0.006250000000000004,174.14740610368443,354.29481220736886,360.0308812236533,12.480000236647367,0.08012820443294476,0.08012820360362054,geom3,1
mixture,0.008000000000000005,174.14740610368443,354.29481220736886,360.0308812236533,12.480000270284696,0.08012820769933969,0.08012820335810449,geom3,1
mixture,0.006000000000000004,174.14740610368443,354.29481220736886,360.0308812236533,12.480000383523931,0.08012820429172308,0.08012820265596403,geom3,1
mixture,0.0025000000000000005,174.14740610368443,354.29481220736886,360.0308812236533,12.480000196157384,0.08012820467282192,0.08012820386675577,geom3,1
mixture,0.009000000000000006,174.14740610368443,354.29481220736886,360.0308812236533,12.480000289988483,0.08012820479785608,0.08012820325241668,geom3,1
mixture,0.009750000000000007,174.14740610368443,354.29481220736886,360.0308812236533,12.480000248203906,0.08012820336046028,0.08012820353631935,geom3,1
mixture,0.009250000000000006,174.14740610368443,354.29481220736886,360.0308812236533,12.480000244185172,0.08012820685448314,0.08012820352965244,geom3,1
mixture,0.005000000000000003,174.14740610368443,354.29481220736886,360.0308812236533,12.480000263940678,0.08012820513874817,0.08012820342499757,geom3,1
mixture,0.05,174.14740610368443,354.29481220736886,360.0308812236533,12.480000275048237,0.08012820937089232,0.0801282030460056,geom3,1
mixture,0.45,174.14740610368443,354.29481220736886,360.0308812236533,12.480000510914714,0.08012820138596691,0.0801282022257769,geom3,1
mixture,0.0035000000000000014,174.14740610368446,354.2948122073689,360.03088122365335,12.480000292450118,0.08012820470347508,0.08012820324541745,geom3,1
mixture,0.005500000000000003,174.14740610368446,354.2948122073689,360.03088122365335,12.480000383785795,0.08012820352228113,0.08012820265935117,geom3,1
mixture,0.008750000000000006,174.14740610368446,354.2948122073689,360.03088122365335,12.4800004002175,0.08012820311635523,0.08012820255367357,geom3,1
mixture,0.008500000000000006,174.14740610368446,354.2948122073689,360.03088122365335,12.480000217240654,0.08012820320068444,0.08012820373797212,geom3,1
mixture,0.005250000000000003,174.14740610368446,354.2948122073689,360.03088122365335,12.480000461258067,0.08012820429855223,0.08012820215543295,geom3,1
mixture,0.006750000000000004,174.14740610368446,354.2948122073689,360.03088122365335,12.480000532221359,0.08012820199304829,0.08012820170914613,geom3,1
mixture,0.003250000000000001,174.14740610368446,354.2948122073689,360.03088122365335,12.48000035701298,0.08012820262913102,0.08012820283666741,geom3,1
mixture,0.002,174.14740610368446,354.2948122073689,360.03088122365335,12.480000206905489,0.08012820449006705,0.08012820379837902,geom3,1
mixture,0.0022500000000000003,174.14740610368446,354.2948122073689,360.03088122365335,12.480000440269087,0.08012820292315267,0.08012820230004268,geom3,1
mixture,0.003000000000000001,174.14740610368446,354.2948122073689,360.03088122365335,12.480000332503309,0.08012820297446085,0.08012820299341483,geom3,1
mixture,0.1,174.14740610368446,354.2948122073689,360.03088122365335,12.480000275659867,0.08012820577378742,0.080128203089938,geom3,1
mixture,0.2,174.14740610368446,354.2948122073689,360.03088122365335,12.480000604265495,0.08012819633818229,0.08012820247608082,geom3,1
mixture,0.5,174.14740610368446,354.2948122073689,360.03088122365335,12.480000531100911,0.08012820171825634,0.08012820171825634,geom3,1
mixture,0.4,174.14740610368446,354.2948122073689,360.03088122365335,12.480000455287566,0.0801282029457553,0.0801282017111933,geom3,1
mixture,0.007500000000000005,174.1474061036845,354.294812207369,360.0308812236534,12.480000329649023,0.08012820195916628,0.08012820301963752,geom3,1
mixture,0.0027500000000000007,174.1474061036845,354.294812207369,360.0308812236534,12.480000484358943,0.08012819906364442,0.08012820202651237,geom3,1
mixture,0.004000000000000002,174.1474061036845,354.294812207369,360.0308812236534,12.480000458123246,0.0801282051340482,0.08012820217497524,geom3,1
mixture,0.0037500000000000016,174.1474061036845,354.294812207369,360.0308812236534,12.480000493675455,0.08012819959105406,0.08012820196745907,geom3,1
mixture,0.25,174.1474061036845,354.294812207369,360.0308812236534,12.480000580799853,0.08012820237194196,0.08012820107490316,geom3,1
mixture,0.3,174.1474061036845,354.294812207369,360.0308812236534,12.48000048083983,0.08012819964169667,0.08012820306921438,geom3,1
mixture,0.007750000000000005,174.1474061036845,354.294812207369,360.0308812236534,12.480000422807779,0.08012820359342118,0.08012820240434013,geom3,1
mixture,0.010000000000000007,174.1474061036845,354.294812207369,360.0308812236534,12.480000370639104,0.08012820451327138,0.08012820273068008,geom3,1
mixture,0.0070000000000000045,174.1474061036845,354.294812207369,360.0308812236534,12.48000040287049,0.08012820336636235,0.08012820253574916,geom3,1
mixture,0.006500000000000004,174.1474061036845,354.294812207369,360.0308812236534,12.48000020568881,0.08012820479714726,0.08012820380109982,geom3,1
mixture,0.0047500000000000025,174.14740610368452,354.29481220736903,360.03088122365347,12.480000410675173,0.0801282023888549,0.08012820249194293,geom3,1
mixture,0.005750000000000003,174.14740610368452,354.29481220736903,360.03088122365347,12.480000500418184,0.08012819837509191,0.08012820193572934,geom3,1
mixture,0.008250000000000006,174.14740610368452,354.29481220736903,360.03088122365347,12.480000474188888,0.08012819879740714,0.08012820211099875,geom3,1
mixture,0.007250000000000005,174.14740610368452,354.29481220736903,360.03088122365347,12.480000662547278,0.080128201014625,0.0801282008732764,geom3,1
mixture,0.35000000000000003,174.14740610368452,354.29481220736903,360.03088122365347,12.480000565102706,0.0801282022700911,0.08012820108525377,geom3,1
null,,174.1474061036845,350.294812207369,352.2068352127971,12.480000676815203,0.08012820078269355,,geom3,1
sum,,173.36933574585595,348.7386714917119,350.65069449714,18.6711140464731,0.10711733617083187,,geom3,1
mixture,0.005750000000000003,163.99517593956514,333.9903518791303,339.7264208954147,10.280000448756288,0.09727625840665712,0.09727626035621643,geom3,2
mixture,0.006250000000000004,163.99517593956514,333.9903518791303,339.7264208954147,10.280000455477605,0.09727626160639533,0.09727626027307158,geom3,2
mixture,0.006750000000000004,163.99517593956514,333.9903518791303,339.7264208954147,10.280000306993559,0.097276241491487,0.09727626182370301,geom3,2
mixture,0.25,163.99517593956514,333.9903518791303,339.7264208954147,10.280000335010783,0.09727625954202085,0.0972762620477834,geom3,2
mixture,0.009000000000000006,163.99517593956517,333.99035187913034,339.7264208954148,10.28000051778378,0.09727626102839387,0.09727625967968365,geom3,2
mixture,0.006000000000000004,163.99517593956517,333.99035187913034,339.7264208954148,10.280000423931831,0.09727625697193205,0.09727626060169069,geom3,2
mixture,0.003000000000000001,163.99517593956517,333.99035187913034,339.7264208954148,10.280000450583294,0.09727625880574235,0.09727626033229776,geom3,2
mixture,0.0037500000000000016,163.99517593956517,333.99035187913034,339.7264208954148,10.28000055790208,0.09727625920698743,0.09727625931259179,geom3,2
mixture,0.35000000000000003,163.99517593956517,333.99035187913034,339.7264208954148,10.280000341766083,0.09727626240671293,0.09727626079241546,geom3,2
mixture,0.3,163.99517593956517,333.99035187913034,339.7264208954148,10.280000404816214,0.09727626013058104,0.09727626103088946,geom3,2
mixture,0.4,163.99517593956517,333.99035187913034,339.7264208954148,10.28000042148219,0.09727626073410252,0.09727626051575211,geom3,2
mixture,0.45,163.99517593956517,333.99035187913034,339.7264208954148,10.2800004265852,0.09727625995869552,0.09727626104252943,geom3,2
mixture,0.15000000000000002,163.99517593956517,333.99035187913034,339.7264208954148,10.280000558055375,0.09727625999322137,0.09727625919030823,geom3,2
mixture,0.008000000000000005,163.9951759395652,333.9903518791304,339.72642089541483,10.280000551327166,0.09727626001254716,0.09727625936926577,geom3,2
mixture,0.006500000000000004,163.9951759395652,333.9903518791304,339.72642089541483,10.280000578928533,0.09727625505885748,0.09727625913975521,geom3,2
mixture,0.0025000000000000005,163.9951759395652,333.9903518791304,339.72642089541483,10.280000553455865,0.09727626660701444,0.09727625933609155,geom3,2
mixture,0.009750000000000007,163.9951759395652,333.9903518791304,339.72642089541483,10.280000493230224,0.09727625939653706,0.09727625992935926,geom3,2
mixture,0.009500000000000007,163.9951759395652,333.9903518791304,339.72642089541483,10.28000059675268,0.09727625711539732,0.09727625896210912,geom3,2
mixture,0.008250000000000006,163.9951759395652,333.9903518791304,339.72642089541483,10.280000496360724,0.09727626018023375,0.09727625989216479,geom3,2
mixture,0.0070000000000000045,163.9951759395652,333.9903518791304,339.72642089541483,10.280000667232676,0.09727625648169866,0.09727625829029656,geom3,2
mixture,0.0047500000000000025,163.9951759395652,333.9903518791304,339.72642089541483,10.280000464978027,0.09727626199207412,0.09727626018291197,geom3,2
mixture,0.004500000000000002,163.9951759395652,333.9903518791304,339.72642089541483,10.280000528131357,0.097276259865435,0.09727625959267892,geom3,2
mixture,0.0035000000000000014,163.9951759395652,333.9903518791304,339.72642089541483,10.280000585713925,0.09727625747004127,0.0972762590545673,geom3,2
mixture,0.008750000000000006,163.9951759395652,333.9903518791304,339.72642089541483,10.280000583029311,0.09727625814998019,0.09727625908258536,geom3,2
mixture,0.5,163.9951759395652,333.9903518791304,339.72642089541483,10.280000626979662,0.09727625865853738,0.09727625865853738,geom3,2
mixture,0.05,163.9951759395652,333.9903518791304,339.72642089541483,10.280000574563179,0.09727625555983206,0.0972762593437323,geom3,2
mixture,0.008500000000000006,163.9951759395652,333.9903518791304,339.72642089541483,10.280000438220332,0.0972762586835492,0.09727626045980292,geom3,2
mixture,0.002,163.99517593956523,333.99035187913046,339.7264208954149,10.280000681385998,0.09727625652487606,0.09727625814695232,geom3,2
mixture,0.004250000000000002,163.99517593956523,333.99035187913046,339.7264208954149,10.280000476812463,0.0972762549019902,0.09727626010161855,geom3,2
mixture,0.0022500000000000003,163.99517593956523,333.99035187913046,339.7264208954149,10.280000629755957,0.09727626003476042,0.09727625862910348,geom3,2
mixture,0.005000000000000003,163.99517593956523,333.99035187913046,339.7264208954149,10.28000044239426,0.09727626013548761,0.09727626040656363,geom3,2
mixture,0.004000000000000002,163.99517593956523,333.99035187913046,339.7264208954149,10.28000060270361,0.09727625758983091,0.0972762588934682,geom3,2
mixture,0.1,163.99517593956523,333.99035187913046,339.7264208954149,10.280000591916197,0.09727625921118527,0.09727625896579208,geom3,2
mixture,0.2,163.99517593956523,333.99035187913046,339.7264208954149,10.280000473308334,0.09727626084946675,0.09727625992848149,geom3,2
mixture,0.007500000000000005,163.99517593956523,333.99035187913046,339.7264208954149,10.28000066151864,0.09727625824639072,0.09727625833235111,geom3,2
mixture,0.009250000000000006,163.99517593956523,333.99035187913046,339.7264208954149,10.280000697566734,0.09727625627526401,0.09727625800661013,geom3,2
mixture,0.005250000000000003,163.99517593956523,333.99035187913046,339.7264208954149,10.28000056772311,0.09727625920813515,0.09727625921932133,geom3,2
mixture,0.007250000000000005,163.99517593956523,333.99035187913046,339.7264208954149,10.280000517130675,0.09727626149642433,0.09727625968486836,geom3,2
mixture,0.007750000000000005,163.99517593956523,333.99035187913046,339.7264208954149,10.28000060682791,0.09727626010133641,0.09727625883944711,geom3,2
mixture,0.005500000000000003,163.99517593956526,333.9903518791305,339.72642089541495,10.280000670056124,0.09727625558048768,0.09727625826568763,geom3,2
mixture,0.003250000000000001,163.99517593956526,333.9903518791305,339.72642089541495,10.280000713758648,0.09727625453938835,0.09727625784812985,geom3,2
mixture,0.0027500000000000007,163.99517593956526,333.9903518791305,339.72642089541495,10.280000666518841,0.09727625537401122,0.09727625829241678,geom3,2
mixture,0.010000000000000007,163.99517593956529,333.99035187913057,339.726420895415,10.280000789887142,0.0972762497537166,0.09727625719137419,geom3,2
null,,163.995175939566,329.990351879132,331.9023748845601,10.27999818948224,0.0972762817237778,,geom3,2
sum,,162.79537174915055,327.5907434983011,329.5027665037292,15.29299642946804,0.1307788182142124,,geom3,2
mixture,0.5,171.40060479963577,348.80120959927154,354.537278615556,11.840000326245988,0.0844594571322163,0.0844594571322163,geom3,3
mixture,0.2,171.40060479963583,348.80120959927166,354.5372786155561,11.840000396900543,0.08445945007964895,0.08445945826534933,geom3,3
mixture,0.45,171.40060479963583,348.80120959927166,354.5372786155561,11.8400005158074,0.08445945415017901,0.08445945711348807,geom3,3
mixture,0.0025000000000000005,171.40060479963586,348.8012095992717,354.53727861555615,11.840000630540786,0.08445945774210042,0.0844594549545911,geom3,3
mixture,0.008000000000000005,171.40060479963586,348.8012095992717,354.53727861555615,11.84000050149757,0.08445945573980759,0.08445945588322402,geom3,3
mixture,0.0037500000000000016,171.40060479963586,348.8012095992717,354.53727861555615,11.840000516956309,0.0844594590193369,0.08445945575957924,geom3,3
mixture,0.006500000000000004,171.40060479963586,348.8012095992717,354.53727861555615,11.839999370419108,0.08445946689299959,0.08445946393126093,geom3,3
mixture,0.009000000000000006,171.40060479963586,348.8012095992717,354.53727861555615,11.840000570241786,0.08445945417136526,0.08445945540277947,geom3,3
mixture,0.1,171.40060479963586,348.8012095992717,354.53727861555615,11.840000618418287,0.08445945600019433,0.08445945494223897,geom3,3
mixture,0.3,171.40060479963586,348.8012095992717,354.53727861555615,11.840000465165577,0.08445945156866733,0.0844594581009246,geom3,3
