model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,5929261.696636304,11858529.393272609,20.592392563960683,0.0013819324886551172,0.05923470468619591,boot_1
mixture,0.005000000000000003,5929270.891199489,11858547.782398978,19.970199319874094,0.0013832001726969585,0.06083620051640547,boot_1
mixture,0.005500000000000003,5929285.1697569415,11858576.339513883,21.20424284611095,0.001380797453318532,0.05774913436255767,boot_1
mixture,0.0047500000000000025,5929317.654793884,11858641.309587767,19.337301185700007,0.0013845950533942749,0.06256799316037495,boot_1
mixture,0.005750000000000003,5929337.207658401,11858680.415316802,21.806157164548917,0.0013797893666051666,0.05636703924979995,boot_1
mixture,0.004500000000000002,5929407.89432035,11858821.7886407,18.6932511684156,0.0013861159844142379,0.06444713205461586,boot_1
mixture,0.006000000000000004,5929414.347245034,11858834.694490068,22.398577689159094,0.001378895847525135,0.05507758214125843,boot_1
mixture,0.006250000000000004,5929513.642612878,11859033.285225756,22.981580233578317,0.0013781391978246967,0.05387206792483328,boot_1
mixture,0.004250000000000002,5929548.795362472,11859103.590724943,18.037195878423535,0.0013877786378941694,0.06649527672866247,boot_1
mixture,0.006500000000000004,5929632.569542795,11859271.13908559,23.55579829167355,0.0013774846495689472,0.0527417972683018,boot_1
mixture,0.004000000000000002,5929749.186433931,11859504.372867862,17.36896612261308,0.0013895422960767212,0.06873554021921399,boot_1
mixture,0.006750000000000004,5929768.950349874,11859543.900699748,24.12119662310087,0.0013769732612651459,0.05168025033382837,boot_1
mixture,0.0070000000000000045,5929920.894462294,11859847.788924588,24.678254916249056,0.0013765388507745563,0.05068127003634256,boot_1
mixture,0.0037500000000000016,5930020.030612139,11860046.061224278,16.687309430962202,0.0013914416994454091,0.07120006254294134,boot_1
mixture,0.007250000000000005,5930086.75104763,11860179.50209526,25.227105677577043,0.0013762260819983898,0.04973927679184281,boot_1
mixture,0.007500000000000005,5930265.070809053,11860536.141618107,25.76833722046053,0.0013760047785081689,0.04884885338270904,boot_1
mixture,0.0035000000000000014,5930375.098797973,11860756.197595946,15.991130106635715,0.0013934804093042514,0.07392743910043846,boot_1
mixture,0.007750000000000005,5930454.575161962,11860915.150323924,26.301842847423703,0.0013758837705341138,0.04800644530165545,boot_1
mixture,0.008000000000000005,5930654.131084675,11861314.26216935,26.82807391392818,0.0013758479810309784,0.04720779674499346,boot_1
mixture,0.003250000000000001,5930831.906364745,11861669.81272949,15.279081242347223,0.0013956641183972766,0.07696649251980749,boot_1
mixture,0.008250000000000006,5930862.730432328,11861731.460864656,27.347401822048955,0.0013758853509423625,0.046449243522590514,boot_1
mixture,0.008500000000000006,5931079.472837234,11862164.945674468,27.859842845082635,0.0013760055631215115,0.04572803267729329,boot_1
mixture,0.008750000000000006,5931303.551504641,11862613.103009282,28.365838134213394,0.0013761893353063156,0.04504105099823585,boot_1
