model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.005250000000000003,5928994.808831493,11857995.617662987,20.56584718324367,0.0013853079084916312,0.05929574951633048,boot_1
mixture,0.005000000000000003,5929002.343410786,11858010.686821572,19.945095938955212,0.0013865467483523866,0.06089718436362617,boot_1
mixture,0.005500000000000003,5929019.894358759,11858045.788717518,21.17627343275758,0.0013841971058576902,0.05781018547599466,boot_1
mixture,0.0047500000000000025,5929047.401411599,11858100.802823197,19.31365768437043,0.0013879092910396627,0.06262882951559684,boot_1
mixture,0.005750000000000003,5929073.494812885,11858152.98962577,21.77673875244084,0.0013832202669246186,0.0564280839183642,boot_1
mixture,0.004500000000000002,5929135.890624447,11858277.781248894,18.670976047267345,0.001389400983525798,0.06450810130539798,boot_1
mixture,0.006000000000000004,5929152.144979683,11858310.289959366,22.36771667496371,0.0013823506601576708,0.05513864434890986,boot_1
mixture,0.006250000000000004,5929252.897210068,11858511.794420136,22.94942117378737,0.0013816105989089354,0.05393277734620095,boot_1
mixture,0.004250000000000002,5929274.995187046,11858555.990374092,18.01634381559235,0.0013910323698329392,0.06655611720330719,boot_1
mixture,0.006500000000000004,5929373.226006408,11858752.452012816,23.522123693505534,0.001380989960400165,0.052802617228518506,boot_1
mixture,0.004000000000000002,5929473.537720162,11858953.075440325,17.34941436636192,0.0013927686311441224,0.06879670764444223,boot_1
mixture,0.006750000000000004,5929510.952957543,11859027.905915085,24.086404619486785,0.0013804717356690034,0.05174047042413869,boot_1
mixture,0.0070000000000000045,5929664.187225627,11859334.374451254,24.64196707112047,0.001380075418198687,0.05074149911277247,boot_1
mixture,0.0037500000000000016,5929742.467641032,11859490.935282065,16.668968901273068,0.0013946458698076202,0.07126193537847925,boot_1
mixture,0.007250000000000005,5929831.2781462595,11859668.556292519,25.189837431115063,0.0013797699800406898,0.04979850250044335,boot_1
mixture,0.007500000000000005,5930010.776975829,11860027.553951658,25.729741852940883,0.0013795625308831122,0.04890792222712632,boot_1
mixture,0.0035000000000000014,5930095.528996814,11860197.057993628,15.973849671229354,0.001396668288482984,0.07399082531882845,boot_1
mixture,0.007750000000000005,5930201.406011702,11860408.812023403,26.26217030518034,0.001379447056200872,0.04806486620644082,boot_1
mixture,0.008000000000000005,5930402.033350387,11860810.066700773,26.7873060153349,0.0013794194717904975,0.04726563341622584,boot_1
mixture,0.003250000000000001,5930550.1882971525,11861106.376594305,15.262692566946289,0.0013988477740090014,0.07703245201896339,boot_1
mixture,0.008250000000000006,5930611.6521755885,11861229.304351177,27.30550845951439,0.001379467841708672,0.04650657573354107,boot_1
mixture,0.008500000000000006,5930829.363599058,11861664.727198116,27.81688170116429,0.0013795984737983156,0.04578477866333554,boot_1
mixture,0.008750000000000006,5931054.362409172,11862114.724818343,28.321849133630487,0.0013797927252032932,0.045097165937925135,boot_1
mixture,0.003000000000000001,5931128.947084685,11862263.89416937,14.533530010000787,0.0014012288405429378,0.08045154801634188,boot_1
mixture,0.009000000000000006,5931285.925065365,11862577.85013073,28.820532784658315,0.001380037986394056,0.044441508247254964,boot_1
mixture,0.009250000000000006,5931523.399647594,11863052.799295189,29.313116084656343,0.001380353993006157,0.04381535389851941,boot_1
mixture,0.009500000000000007,5931766.1972566545,11863538.394513309,29.799857174571603,0.0013807243279844643,0.04321664366220514,boot_1
