model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.010000000000000007,2131139.7300881795,4262285.460176359,27.86475265434546,0.0015647948589585581,0.04610196562085845,boot_1
mixture,0.009750000000000007,2131139.948754339,4262285.897508678,27.38734924847794,0.0015660855846129343,0.046794586524474095,boot_1
mixture,0.009500000000000007,2131143.3325868216,4262292.665173643,26.905289748801618,0.0015674725235234044,0.04751835350632243,boot_1
mixture,0.009250000000000006,2131150.101770736,4262306.203541472,26.41851309092664,0.0015689578563912998,0.048275388464880956,boot_1
mixture,0.009000000000000006,2131160.4958565584,4262326.991713117,25.92651343940105,0.0015705699450048495,0.04906885624445081,boot_1
mixture,0.008750000000000006,2131174.776032295,4262355.55206459,25.429735184911806,0.0015722748349932592,0.04990044981517863,boot_1
mixture,0.008500000000000006,2131193.2276807195,4262392.455361439,24.92750227299799,0.0015741175911699232,0.0507741546416691,boot_1
mixture,0.008250000000000006,2131216.1633948185,4262438.326789637,24.42002661579877,0.0015760824520900437,0.05169260672045709,boot_1
mixture,0.008000000000000005,2131243.9264209117,4262493.852841823,23.906929670737377,0.0015781906059862227,0.05265998350702921,boot_1
mixture,0.007750000000000005,2131276.894700319,4262559.789400638,23.38798993171396,0.0015804501407650352,0.05368062237892431,boot_1
mixture,0.007500000000000005,2131315.4855822343,4262636.971164469,22.863141612625245,0.001582867631620772,0.05475890509634296,boot_1
mixture,0.007250000000000005,2131360.1613576463,4262726.322715293,22.33215668075931,0.001585454611561301,0.05590017626946057,boot_1
mixture,0.0070000000000000045,2131411.435797227,4262828.871594454,21.794827289972478,0.0015882199781016991,0.05711039556547256,boot_1
mixture,0.006750000000000004,2131469.8819016293,4262945.763803259,21.2509061616754,0.0015911809984167876,0.05839633102036612,boot_1
mixture,0.006500000000000004,2131536.14114614,4263078.28229228,20.700076604390638,0.0015943584336074819,0.059765863531074305,boot_1
mixture,0.006250000000000004,2131610.934570072,4263227.869140144,20.14238520166533,0.0015977427961798027,0.06122687883765856,boot_1
mixture,0.006000000000000004,2131695.076128501,4263396.152257002,19.577263456537022,0.0016013745284550575,0.06279025394041288,boot_1
mixture,0.005750000000000003,2131789.488926283,4263584.977852566,19.004455106158133,0.0016052703674950006,0.06446748214581549,boot_1
mixture,0.005500000000000003,2131895.2250374975,4263796.450074995,18.423695116406037,0.001609443278802566,0.06627188141164593,boot_1
mixture,0.005250000000000003,2132013.4898971757,4264032.979794351,17.83430907770072,0.00161394632579326,0.06822041278378463,boot_1
mixture,0.005000000000000003,2132145.672592371,4264297.345184742,17.23659270440196,0.0016187472102426558,0.0703290338218366,boot_1
mixture,0.0047500000000000025,2132293.383797583,4264592.767595166,16.629483008582888,0.0016239295678108195,0.07262224108199046,boot_1
mixture,0.004500000000000002,2132458.5037865774,4264923.007573155,16.012608233293978,0.001629516285829178,0.07512610776244645,boot_1
