model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.0037500000000000016,3975088.3799322653,7950182.7598645305,18.03576950207845,0.0012253119256524698,0.06652610520011057,boot_1
mixture,0.004000000000000002,3975095.650016277,7950197.300032554,18.749161488409445,0.0012248409311252854,0.0643268265574443,boot_1
mixture,0.0035000000000000014,3975128.3606996257,7950262.721399251,17.307247195473092,0.0012257697283900523,0.06895287842537684,boot_1
mixture,0.004250000000000002,3975141.6461176225,7950289.292235245,19.448381697077945,0.0012243854122181005,0.06232298090057699,boot_1
mixture,0.004500000000000002,3975219.696666755,7950445.39333351,20.134364259939503,0.0012239459428572928,0.06048828858095761,boot_1
mixture,0.003250000000000001,3975226.635981213,7950459.271962426,16.562562969012934,0.001226167289341594,0.07164663859016653,boot_1
mixture,0.0047500000000000025,3975324.513436337,7950655.026872674,20.807477723476335,0.0012235671642031808,0.05880220408924553,boot_1
mixture,0.003000000000000001,3975397.7290517115,7950801.458103423,15.800117759939562,0.001226474607807862,0.07465881626192554,boot_1
mixture,0.005000000000000003,3975451.854366789,7950909.708733578,21.46821735365828,0.0012232562632702576,0.05724718795725534,boot_1
mixture,0.005250000000000003,3975598.27812306,7951202.55624612,22.11726471322655,0.0012230141718233846,0.055807730125228286,boot_1
mixture,0.0027500000000000007,3975661.060855463,7951328.121710926,15.017477375593472,0.0012266766978429842,0.07805866357542367,boot_1
mixture,0.005500000000000003,3975760.9632159285,7951527.926431857,22.754775944112744,0.001222863372891157,0.05447185351354941,boot_1
mixture,0.005750000000000003,3975937.573244543,7951881.146489086,23.381238256720422,0.0012228011957271785,0.05322845127842464,boot_1
mixture,0.0025000000000000005,3976043.097698668,7952092.195397336,14.211598784615358,0.001226760787805881,0.08193885537080889,boot_1
mixture,0.006000000000000004,3976126.155416481,7952258.310832962,23.997024462852124,0.0012228306263519825,0.05206812057768881,boot_1
mixture,0.006250000000000004,3976325.0634270017,7952656.126854003,24.602545052365322,0.0012229481640575644,0.05098260043929094,boot_1
mixture,0.006500000000000004,3976532.8982795514,7953071.796559103,25.198117108623805,0.0012231527219952443,0.049964843464093536,boot_1
mixture,0.0022500000000000003,3976580.7037484236,7953167.407496847,13.378165162391388,0.0012267452642820119,0.08642985410867991,boot_1
mixture,0.006750000000000004,3976748.462463181,7953502.924926362,25.78391271627413,0.001223458356873306,0.04900880731528555,boot_1
mixture,0.0070000000000000045,3976970.72417648,7953947.44835296,26.360909916217032,0.0012238170631660434,0.048107899372160694,boot_1
mixture,0.007250000000000005,3977198.7890598336,7954403.578119667,26.92874351004265,0.0012242743389992675,0.047258353376999504,boot_1
mixture,0.002,3977326.562425548,7954659.124851096,12.511036843378774,0.0012267157577171108,0.09172231553021387,boot_1
