model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.010000000000000007,1950642.0718032792,3901290.1436065584,26.535740313022604,0.0017251312789554162,0.04773596511808214,boot_1
mixture,0.009750000000000007,1950642.933308751,3901291.866617502,26.08778669055876,0.001726307568460371,0.04844692457185762,boot_1
mixture,0.009500000000000007,1950646.873998779,3901299.747997558,25.63514681861695,0.0017275816406435236,0.04919018628884421,boot_1
mixture,0.009250000000000006,1950654.1088883993,3901314.2177767986,25.177782057241565,0.0017289639368166959,0.04996782988979933,boot_1
mixture,0.009000000000000006,1950664.8719606306,3901335.7439212613,24.71551682773297,0.0017304598494599249,0.05078252451659868,boot_1
mixture,0.008750000000000006,1950679.4183555716,3901364.836711143,24.24825482978383,0.001732075440540314,0.051636985371064696,boot_1
mixture,0.008500000000000006,1950698.0268815968,3901402.0537631935,23.775746673566033,0.0017338225294695462,0.052534577073638636,boot_1
mixture,0.008250000000000006,1950721.0029099807,3901448.0058199614,23.297801606138922,0.0017357099052043746,0.0534788823417042,boot_1
mixture,0.008000000000000005,1950748.6817163308,3901503.3634326616,22.81445784378992,0.0017377395599534981,0.05447324145195624,boot_1
mixture,0.007750000000000005,1950781.4323567143,3901568.8647134285,22.325378315544206,0.0017399261354719684,0.0555223977312579,boot_1
mixture,0.007500000000000005,1950819.6621856617,3901645.3243713235,21.830297783779116,0.0017422831691935672,0.05663143737346952,boot_1
mixture,0.007250000000000005,1950863.8221452157,3901733.6442904314,21.329130033660995,0.0017448206404882122,0.057805487148376966,boot_1
mixture,0.0070000000000000045,1950914.4129787816,3901834.8259575632,20.821593483731345,0.0017475502149586959,0.05905095262281376,boot_1
mixture,0.006750000000000004,1950971.9925700657,3901949.9851401313,20.307400043928066,0.0017505017078713718,0.060374937907847634,boot_1
mixture,0.006500000000000004,1951037.1846788593,3902080.3693577186,19.786559695995116,0.0017536563091707662,0.061784756203819964,boot_1
mixture,0.006250000000000004,1951110.6893319278,3902227.3786638556,19.25840872695222,0.0017570688217949217,0.06329074306037592,boot_1
