model,w1,NLL,AIC,mean,phi1,phi2,bootstrap
mixture,0.004000000000000002,3974622.026430133,7949250.052860266,18.79245154327229,0.0012258218065657046,0.0641366826428825,boot_1
mixture,0.0037500000000000016,3974628.3528981283,7949262.705796257,18.07705846918346,0.001226315527727633,0.06633212459470818,boot_1
mixture,0.004250000000000002,3974655.529634237,7949317.059268474,19.493404782786797,0.0012253571479628933,0.06213717602669295,boot_1
mixture,0.0035000000000000014,3974683.1666787835,7949372.333357567,17.34646205082752,0.0012267961607167856,0.06875494794196421,boot_1
mixture,0.004500000000000002,3974722.080496178,7949450.160992356,20.180932269356934,0.0012249130864971924,0.060307009392458144,boot_1
mixture,0.003250000000000001,3974797.674914146,7949601.349828292,16.59946048686321,0.0012272333489136496,0.07144532690613098,boot_1
mixture,0.0047500000000000025,3974816.2969248528,7949638.5938497055,20.855307463154197,0.0012245427012568817,0.05862581999467123,boot_1
mixture,0.005000000000000003,3974933.855561592,7949873.711123184,21.517073479622752,0.0012242467344296961,0.05707589210773627,boot_1
mixture,0.003000000000000001,3974986.6072074133,7949979.214414827,15.834362291017678,0.0012275984797891022,0.07445540113058134,boot_1
mixture,0.005250000000000003,3975071.2435190273,7950148.4870380545,22.166847891909704,0.0012240314218977988,0.0556418132986202,boot_1
mixture,0.005500000000000003,3975225.5755376387,7950457.1510752775,22.80488236597239,0.0012239125414695102,0.05431132761208403,boot_1
mixture,0.0027500000000000007,3975269.651739945,7950545.30347989,15.049245244381662,0.0012278446606396993,0.07785208196186588,boot_1
mixture,0.005750000000000003,3975394.4578317003,7950794.915663401,23.43160961038951,0.001223888357443788,0.0530734599969784,boot_1
mixture,0.006000000000000004,3975575.8856184445,7951157.771236889,24.047449156391963,0.001223964005841374,0.05191862777654705,boot_1
mixture,0.0025000000000000005,3975673.630523646,7951353.261047292,14.240776729834199,0.0012279804634936526,0.08172937742312446,boot_1
mixture,0.006250000000000004,3975768.1652826807,7951542.330565361,24.652802591362914,0.0012241317230886565,0.05083863177708713,boot_1
mixture,0.006500000000000004,3975969.8546449854,7951945.709289971,25.24803224241183,0.0012243918363617507,0.04982628704008928,boot_1
mixture,0.006750000000000004,3976179.7167276633,7952365.433455327,25.833489269697854,0.0012247439952234188,0.048875281948625456,boot_1
mixture,0.0022500000000000003,3976235.895489757,7952477.790979514,13.404769467219262,0.0012280143829278523,0.08621700244176272,boot_1
mixture,0.0070000000000000045,3976396.683614743,7952799.367229486,26.409567496773477,0.0012251749915538237,0.04798005895863389,boot_1
mixture,0.007250000000000005,3976619.827922613,7953245.655845226,26.976879840079043,0.0012256762387365184,0.047135147310411275,boot_1
mixture,0.007500000000000005,3976848.340083184,7953702.680166368,27.535410652718873,0.0012262588949138755,0.04633682953025399,boot_1
mixture,0.002,3977009.821865729,7954025.643731458,12.53510977391384,0.0012280287779604902,0.09150520467932946,boot_1
mixture,0.007750000000000005,3977081.5101031717,7954169.020206343,28.085772599604475,0.0012268980046296818,0.04558081095909186,boot_1
mixture,0.008000000000000005,3977318.7127243346,7954643.425448669,28.628164641518282,0.0012276018504146938,0.04486374812133013,boot_1
mixture,0.008250000000000006,3977559.3953219014,7955124.790643803,29.162961901828442,0.0012283603618139564,0.04418245725615263,boot_1
mixture,0.008500000000000006,3977803.0678859944,7955612.135771989,29.69026322108202,0.001229179229745301,0.0435344251124409,boot_1
