obs_start,obs_end,length,iteration,ind_idx,distribution
2799466,2799466,1,0,50288,geom
3937961,3937962,2,0,122297,geom
6025315,6025315,1,0,60390,geom
1425882,1425882,1,0,117883,geom
7650046,7650046,1,0,2715,geom
2329169,2329169,1,0,89945,geom
9045093,9045093,1,0,89945,geom
7525008,7525008,1,0,79524,geom
6271359,6271359,1,0,21138,geom
88359,88359,1,0,56954,geom
5523999,5523999,1,0,7850,geom
3825485,3825502,18,0,82469,geom
2073777,2073777,1,0,82469,geom
8028007,8028007,1,0,91363,geom
18625,18625,1,0,60693,geom
7878028,7878028,1,0,11120,geom
9375905,9375905,1,0,3974,geom
4555813,4555813,1,0,86697,geom
6875426,6875426,1,0,85122,geom
42665,42665,1,0,98130,geom
6158717,6158717,1,0,103300,geom
2045142,2045142,1,0,103300,geom
1768651,1768651,1,0,108480,geom
938792,938792,1,0,26498,geom
3525819,3525819,1,0,8603,geom
5988233,5988233,1,0,8603,geom
3909288,3909288,1,0,8603,geom
5862917,5862917,1,0,11631,geom
9005587,9005587,1,0,11631,geom
9559490,9559490,1,0,11631,geom
1770215,1770215,1,0,63963,geom
1893397,1893397,1,0,63963,geom
1770215,1770215,1,0,72441,geom
8263397,8263397,1,0,113700,geom
5992302,5992302,1,0,93870,geom
3362742,3362742,1,0,17715,geom
9702611,9702611,1,0,88773,geom
920104,920104,1,0,98332,geom
9473028,9473038,11,0,98332,geom
3656766,3656766,1,0,98332,geom
7763195,7763195,1,0,32172,geom
6460968,6460968,1,0,32172,geom
3037472,3037472,1,0,104310,geom
7623903,7623903,1,0,100402,geom
9033161,9033161,1,0,100402,geom
8503812,8503812,1,0,100402,geom
6451950,6451950,1,0,16467,geom
1523936,1523936,1,0,16467,geom
8798644,8798644,1,0,16467,geom
9507749,9507749,1,0,65602,geom
4518115,4518115,1,0,102030,geom
7830699,7830699,1,0,102030,geom
5627051,5627051,1,0,34482,geom
6507543,6507543,1,0,15749,geom
4748236,4748236,1,0,15749,geom
9796232,9796232,1,0,12917,geom
9187767,9187767,1,0,51417,geom
2244422,2244422,1,0,119880,geom
6955365,6955365,1,0,119880,geom
9137371,9137371,1,0,42460,geom
651423,651423,1,0,119099,geom
4034860,4034860,1,0,119099,geom
1156126,1156126,1,0,53773,geom
4248357,4248357,1,0,49796,geom
8838190,8838190,1,0,45100,geom
8778413,8778413,1,0,45100,geom
9005063,9005063,1,0,98165,geom
71073,71073,1,0,98165,geom
207976,207976,1,0,91965,geom
8169346,8169346,1,0,91965,geom
604604,604604,1,0,89305,geom
9048785,9048785,1,0,89305,geom
2518303,2518303,1,0,89305,geom
8983536,8983536,1,0,113947,geom
5037965,5037965,1,0,113947,geom
8109535,8109535,1,0,44076,geom
1490878,1490878,1,0,90429,geom
8312469,8312469,1,0,3807,geom
5572436,5572436,1,0,3807,geom
2035373,2035373,1,0,92869,geom
672892,672892,1,0,92869,geom
5257491,5257491,1,0,92869,geom
3132360,3132360,1,0,88345,geom
4485382,4485382,1,0,40040,geom
5589953,5589953,1,0,40040,geom
3210236,3210236,1,0,23980,geom
2057274,2057274,1,0,75216,geom
2933082,2933082,1,0,36433,geom
196843,196843,1,0,36433,geom
3119955,3119955,1,0,36433,geom
5530026,5530026,1,0,81404,geom
2913172,2913172,1,0,81404,geom
871735,871735,1,0,81404,geom
885628,885628,1,0,111859,geom
3784539,3784539,1,0,104001,geom
3443900,3443900,1,0,104001,geom
196808,196843,36,0,22460,geom
2002959,2002959,1,0,90337,geom
5180293,5180293,1,0,90337,geom
3657961,3657994,34,0,90337,geom
1859235,1859235,1,0,67611,geom
8096632,8096632,1,0,67611,geom
3507939,3507939,1,0,28098,geom
8927696,8927696,1,0,28098,geom
7676363,7676363,1,0,107354,geom
3907808,3907808,1,0,107354,geom
9549165,9549165,1,0,107354,geom
3947841,3947841,1,0,85212,geom
2616933,2616933,1,0,72344,geom
3148190,3148190,1,0,72344,geom
6239838,6239838,1,0,48956,geom
3833062,3833065,4,0,48956,geom
6301892,6301892,1,0,48956,geom
322236,322236,1,0,107782,geom
3507939,3507939,1,0,100990,geom
6758982,6758982,1,0,100990,geom
833358,833358,1,0,36527,geom
4606948,4606948,1,0,30504,geom
9087595,9087595,1,0,30504,geom
6123338,6123338,1,0,53607,geom
3311305,3311305,1,0,53607,geom
8316934,8316934,1,0,96986,geom
9870910,9870910,1,0,96986,geom
9581371,9581371,1,0,13740,geom
3874360,3874360,1,0,43837,geom
2958955,2958955,1,0,43837,geom
768060,768060,1,0,103880,geom
4111211,4111211,1,0,87150,geom
6932865,6932865,1,0,46335,geom
4622981,4622981,1,0,46335,geom
3654087,3654087,1,0,40497,geom
9976666,9976666,1,0,3720,geom
4200457,4200457,1,0,3720,geom
3159578,3159578,1,0,111040,geom
8338424,8338424,1,0,10355,geom
144220,144220,1,0,54046,geom
8110567,8110567,1,0,54046,geom
8108444,8108444,1,0,76185,geom
9892520,9892520,1,0,76185,geom
601970,601970,1,0,76185,geom
6423575,6423575,1,0,113677,geom
1873689,1873689,1,0,12509,geom
2154903,2154903,1,0,40720,geom
8766398,8766398,1,0,77827,geom
1724541,1724541,1,0,47352,geom
8653761,8653761,1,0,47352,geom
5333023,5333023,1,0,85428,geom
4612887,4612887,1,0,13678,geom
115145,115145,1,0,13678,geom
2360502,2360502,1,0,61835,geom
4237585,4237585,1,0,37260,geom
1747304,1747304,1,0,37260,geom
9872142,9872142,1,0,37260,geom
9933037,9933037,1,0,124484,geom
5265995,5265995,1,0,124484,geom
2308719,2308719,1,0,32162,geom
9979774,9979774,1,0,59877,geom
1896329,1896329,1,0,59877,geom
296869,296869,1,0,86857,geom
90793,90793,1,0,29072,geom
3892709,3892709,1,0,109927,geom
630539,630539,1,0,22516,geom
2754657,2754657,1,0,22516,geom
2444748,2444748,1,0,22516,geom
99452,99452,1,0,77570,geom
9885262,9885288,27,0,77570,geom
6507543,6507589,47,0,77570,geom
9960107,9960107,1,0,124721,geom
7944610,7944610,1,0,124451,geom
3681366,3681366,1,0,98863,geom
8158601,8158601,1,0,106767,geom
6026727,6026727,1,0,92403,geom
4371051,4371051,1,0,64693,geom
4351793,4351793,1,0,33874,geom
6475721,6475721,1,0,33874,geom
5068170,5068170,1,0,114241,geom
6378970,6378970,1,0,114241,geom
7766215,7766215,1,0,72978,geom
5755645,5755645,1,0,9904,geom
6029022,6029022,1,0,66003,geom
166421,166421,1,0,66003,geom
7297021,7297021,1,0,71766,geom
8078481,8078481,1,0,71766,geom
1401927,1401927,1,0,518,geom
6869953,6869953,1,0,518,geom
7965335,7965335,1,0,33450,geom
2326939,2326939,1,0,33450,geom
305081,305081,1,0,17572,geom
4647476,4647476,1,0,17572,geom
1850847,1850847,1,0,114063,geom
3865314,3865314,1,0,114063,geom
3000730,3000730,1,0,14196,geom
2218193,2218193,1,0,14196,geom
9922943,9922943,1,0,14196,geom
9705884,9705884,1,0,14196,geom
8316724,8316724,1,0,115571,geom
2176950,2176950,1,0,60511,geom
2402254,2402254,1,0,6831,geom
7089536,7089536,1,0,117658,geom
7746898,7746898,1,0,117658,geom
9057468,9057468,1,0,48545,geom
6737151,6737151,1,0,48545,geom
7563941,7563941,1,0,19896,geom
6451605,6451605,1,0,19896,geom
5068321,5068321,1,0,61243,geom
2193253,2193253,1,0,109079,geom
9436470,9436470,1,0,109079,geom
4868799,4868799,1,0,109079,geom
117409,117409,1,0,111903,geom
162015,162015,1,0,61842,geom
1471469,1471469,1,0,61842,geom
1326994,1326994,1,0,5243,geom
6527610,6527610,1,0,9808,geom
9013557,9013557,1,0,78623,geom
7249307,7249307,1,0,17710,geom
7987528,7987528,1,0,17710,geom
7386460,7386460,1,0,61515,geom
3056218,3056218,1,0,61515,geom
5103091,5103091,1,0,61515,geom
8802466,8802466,1,0,61515,geom
8162946,8162946,1,0,102399,geom
4393248,4393248,1,0,102399,geom
22237,22237,1,0,102399,geom
5552765,5552765,1,0,74262,geom
7675562,7675562,1,0,64754,geom
4878980,4878980,1,0,5563,geom
7170801,7170801,1,0,23078,geom
7275494,7275494,1,0,74974,geom
7505772,7505772,1,0,74974,geom
7224193,7224193,1,0,55801,geom
8000573,8000573,1,0,55801,geom
4514822,4514822,1,0,116,geom
1973546,1973546,1,0,116,geom
3887792,3887792,1,0,30449,geom
9861469,9861469,1,0,101266,geom
34067,34067,1,0,69178,geom
5034186,5034186,1,0,69178,geom
4007685,4007685,1,0,53170,geom
8257191,8257191,1,0,74079,geom
6891175,6891175,1,0,74079,geom
6487901,6487901,1,0,25819,geom
9828412,9828412,1,0,31928,geom
7806043,7806043,1,0,31928,geom
6481574,6481574,1,0,65818,geom
6899065,6899065,1,0,65818,geom
1768686,1768686,1,0,34867,geom
7413763,7413763,1,0,84263,geom
5067453,5067453,1,0,96512,geom
9996962,9996962,1,0,22336,geom
5626570,5626570,1,0,22336,geom
9693591,9693591,1,0,10046,geom
9739438,9739438,1,0,27338,geom
4574694,4574694,1,0,74452,geom
4907148,4907216,69,0,48901,geom
2679214,2679214,1,0,48901,geom
1865855,1865855,1,0,30850,geom
9308209,9308209,1,0,93916,geom
8801257,8801257,1,0,95797,geom
1499103,1499103,1,0,95797,geom
2432292,2432292,1,0,120576,geom
6936696,6936696,1,0,73571,geom
2650836,2650836,1,0,73571,geom
6579366,6579366,1,0,73571,geom
4595760,4595760,1,0,73571,geom
8595626,8595626,1,0,69496,geom
7075580,7075580,1,0,97034,geom
6195301,6195301,1,0,102182,geom
9399117,9399117,1,0,102182,geom
578305,578305,1,0,20603,geom
7493080,7493080,1,0,74247,geom
6407731,6407731,1,0,74247,geom
7858467,7858467,1,0,60341,geom
3677670,3677670,1,0,123773,geom
6882674,6882674,1,0,123404,geom
4328970,4328970,1,0,24647,geom
1007228,1007228,1,0,24647,geom
3657136,3657136,1,0,28105,geom
1746207,1746207,1,0,28105,geom
923093,923093,1,0,28105,geom
6295592,6295592,1,0,8010,geom
9796232,9796232,1,0,8010,geom
3292712,3292712,1,0,8010,geom
3659740,3659740,1,0,2548,geom
6235681,6235681,1,0,2548,geom
2668145,2668180,36,0,2548,geom
6351988,6351988,1,0,13464,geom
6304170,6304170,1,0,75205,geom
9228758,9228758,1,0,75205,geom
4768545,4768545,1,0,106585,geom
6424326,6424326,1,0,106585,geom
1723072,1723072,1,0,29505,geom
16801,16801,1,0,123417,geom
4729854,4729854,1,0,64496,geom
6210043,6210043,1,0,29206,geom
8109304,8109304,1,0,81668,geom
1598056,1598056,1,0,81668,geom
7520449,7520490,42,0,54187,geom
7737909,7737909,1,0,54187,geom
7758546,7758546,1,0,54187,geom
4272599,4272599,1,0,54187,geom
8655365,8655365,1,0,118135,geom
8985734,8985734,1,0,118135,geom
8067077,8067077,1,0,118135,geom
5070704,5070704,1,0,118135,geom
90793,90793,1,0,118135,geom
7952605,7952605,1,0,118135,geom
8463308,8463308,1,0,62391,geom
275594,275594,1,0,62391,geom
194739,194739,1,0,12955,geom
2842181,2842181,1,0,12955,geom
9080505,9080505,1,0,12955,geom
1062223,1062223,1,0,12955,geom
9905964,9905964,1,0,38158,geom
6590081,6590081,1,0,81242,geom
9288223,9288223,1,0,105516,geom
6562728,6562728,1,0,105516,geom
8185722,8185722,1,0,93949,geom
8206483,8206483,1,0,72344,geom
7874760,7874760,1,0,18703,geom
6594417,6594417,1,0,105696,geom
7600310,7600310,1,0,105696,geom
5914950,5914950,1,0,16420,geom
7518395,7518395,1,0,34363,geom
2244336,2244336,1,0,34363,geom
8314142,8314142,1,0,104028,geom
4408202,4408202,1,0,22577,geom
7781395,7781395,1,0,117862,geom
3378110,3378110,1,0,69556,geom
5638221,5638221,1,0,118708,geom
5574669,5574669,1,0,38066,geom
2607171,2607171,1,0,66465,geom
3748129,3748129,1,0,71107,geom
3712922,3712922,1,0,94970,geom
7314768,7314768,1,0,112921,geom
9978749,9978749,1,0,43556,geom
9231151,9231151,1,0,43556,geom
387252,387252,1,0,43556,geom
1381339,1381339,1,0,43556,geom
8437145,8437145,1,0,32653,geom
1604891,1604891,1,0,32653,geom
2362132,2362132,1,0,32653,geom
2449899,2449899,1,0,35934,geom
38397,38397,1,0,23394,geom
7873260,7873260,1,0,56604,geom
3845429,3845438,10,0,105632,geom
5590187,5590187,1,0,105632,geom
3960749,3960749,1,0,105632,geom
13395,13395,1,0,40514,geom
5386766,5386766,1,0,68864,geom
453049,453049,1,0,114440,geom
8198664,8198664,1,0,93955,geom
5923585,5923585,1,0,61816,geom
7571231,7571231,1,0,61816,geom
7963035,7963035,1,0,66380,geom
9281924,9281924,1,0,66380,geom
8937809,8937809,1,0,66380,geom
7511843,7511843,1,0,103078,geom
672041,672041,1,0,103078,geom
1257999,1257999,1,0,103986,geom
5626526,5626526,1,0,51983,geom
8577102,8577102,1,0,51983,geom
6578465,6578465,1,0,96509,geom
4010167,4010167,1,0,57018,geom
4789395,4789395,1,0,57018,geom
7457190,7457190,1,0,102493,geom
5021371,5021371,1,0,102493,geom
6252161,6252161,1,0,33895,geom
4010167,4010167,1,0,101023,geom
4309230,4309230,1,0,67325,geom
8272194,8272194,1,0,38342,geom
5297278,5297278,1,0,38342,geom
3083198,3083198,1,0,44751,geom
1913787,1913787,1,0,16594,geom
1018208,1018208,1,0,108270,geom
6639622,6639622,1,0,94624,geom
654832,654832,1,0,36031,geom
900245,900245,1,0,85794,geom
4119472,4119472,1,0,85794,geom
3064751,3064751,1,0,34761,geom
1366778,1366778,1,0,27800,geom
1992792,1992792,1,0,27800,geom
4736205,4736205,1,0,68467,geom
900245,900245,1,0,91567,geom
7113776,7113776,1,0,86632,geom
4208387,4208387,1,0,86632,geom
9907421,9907421,1,0,95520,geom
4653534,4653534,1,0,18551,geom
9687749,9687749,1,0,106518,geom
2715527,2715527,1,0,106518,geom
5610374,5610374,1,0,101189,geom
9195214,9195214,1,0,101189,geom
3396805,3396805,1,0,87057,geom
5161285,5161285,1,0,10132,geom
4518115,4518115,1,0,10132,geom
9536884,9536884,1,0,26435,geom
5476832,5476832,1,0,26435,geom
6627832,6627832,1,0,26435,geom
3128653,3128653,1,0,30028,geom
7110550,7110550,1,0,30028,geom
2851850,2851850,1,0,30028,geom
4258555,4258555,1,0,95093,geom
2886275,2886275,1,0,92091,geom
1402974,1402974,1,0,36783,geom
9469574,9469574,1,0,48041,geom
4631184,4631184,1,0,45382,geom
9924417,9924421,5,0,45382,geom
7271950,7271950,1,0,60994,geom
2605629,2605629,1,0,57223,geom
9115149,9115149,1,0,63622,geom
1918770,1918770,1,0,63622,geom
2151875,2151875,1,0,51279,geom
2374964,2374964,1,0,93940,geom
7893947,7893947,1,0,119661,geom
7063225,7063225,1,0,119661,geom
3119315,3119315,1,0,119661,geom
9583569,9583569,1,0,39650,geom
4549758,4549758,1,0,85783,geom
5741738,5741738,1,0,85783,geom
1957812,1957812,1,0,85783,geom
9338408,9338408,1,0,9266,geom
4400793,4400793,1,0,85041,geom
9910022,9910022,1,0,85041,geom
7327366,7327366,1,0,85041,geom
9923284,9923284,1,0,85041,geom
2908918,2908918,1,0,11133,geom
2076016,2076016,1,0,11133,geom
1028683,1028683,1,0,11133,geom
53980,53980,1,0,48300,geom
9875939,9875939,1,0,96511,geom
7257073,7257073,1,0,96511,geom
3360960,3360960,1,0,53418,geom
4789395,4789395,1,0,53418,geom
8109304,8109304,1,0,82732,geom
9133106,9133106,1,0,82732,geom
5892951,5892951,1,0,58211,geom
2601281,2601281,1,0,83358,geom
52624,52624,1,0,83358,geom
8332817,8332817,1,0,83358,geom
3374244,3374244,1,0,7764,geom
7770384,7770384,1,0,118441,geom
5600202,5600202,1,0,118441,geom
1187728,1187728,1,0,102460,geom
2891495,2891495,1,0,102460,geom
7369734,7369734,1,0,8978,geom
8865855,8865855,1,0,112550,geom
6256888,6256888,1,0,112550,geom
9642392,9642392,1,0,112550,geom
4187112,4187112,1,0,112550,geom
8511411,8511411,1,0,76191,geom
1505649,1505649,1,0,76191,geom
3667595,3667595,1,0,9764,geom
8624896,8624896,1,0,9764,geom
1921209,1921209,1,0,60765,geom
595621,595621,1,0,35078,geom
7297021,7297021,1,0,35078,geom
6595216,6595216,1,0,35078,geom
6620055,6620055,1,0,35078,geom
2692199,2692199,1,0,89897,geom
254388,254388,1,0,89897,geom
7516150,7516150,1,0,98756,geom
4996674,4996674,1,0,98756,geom
6490609,6490609,1,0,98756,geom
1790579,1790579,1,0,72450,geom
7879951,7879951,1,0,64545,geom
3590258,3590258,1,0,64545,geom
9142263,9142263,1,0,64545,geom
1722276,1722276,1,0,67386,geom
5512313,5512313,1,0,68882,geom
2681898,2681898,1,0,93953,geom
6801925,6801925,1,0,93953,geom
3804271,3804271,1,0,93953,geom
1545194,1545194,1,0,79643,geom
6861453,6861453,1,0,28177,geom
5499244,5499244,1,0,95685,geom
4075325,4075325,1,0,50786,geom
6503189,6503189,1,0,110252,geom
4015687,4015687,1,0,41626,geom
5530026,5530026,1,0,104912,geom
847429,847429,1,0,118589,geom
7456757,7456757,1,0,118589,geom
7213006,7213006,1,0,52619,geom
2746273,2746273,1,0,43058,geom
1973341,1973341,1,0,43058,geom
7238624,7238624,1,0,3121,geom
7236774,7236774,1,0,3121,geom
4970695,4970695,1,0,44498,geom
3721998,3721998,1,0,44498,geom
741347,741347,1,0,44498,geom
6540651,6540656,6,0,30029,geom
1747681,1747681,1,0,115217,geom
5948165,5948165,1,0,85039,geom
6265640,6265640,1,0,85039,geom
7109423,7109423,1,0,84052,geom
4315849,4315849,1,0,84052,geom
8727806,8727806,1,0,66458,geom
1994981,1994981,1,0,66458,geom
6192439,6192439,1,0,90864,geom
1177387,1177387,1,0,90864,geom
1061656,1061656,1,0,85965,geom
3031947,3031947,1,0,69508,geom
4581206,4581206,1,0,83071,geom
2435802,2435802,1,0,83071,geom
31919,31919,1,0,83071,geom
7073793,7073793,1,0,83071,geom
4280418,4280418,1,0,51457,geom
8653597,8653597,1,0,40552,geom
5159446,5159446,1,0,42166,geom
9388134,9388134,1,0,81249,geom
9622792,9622792,1,0,31932,geom
9249289,9249289,1,0,124159,geom
9973877,9973877,1,0,49108,geom
93173,93173,1,0,17903,geom
2789768,2789768,1,0,111067,geom
6261887,6261887,1,0,111067,geom
8343662,8343662,1,0,104510,geom
5520728,5520728,1,0,104510,geom
5995705,5995742,38,0,104510,geom
7823326,7823326,1,0,104510,geom
6271359,6271359,1,0,33363,geom
1346439,1346439,1,0,33363,geom
1876699,1876699,1,0,33363,geom
1826879,1826879,1,0,90261,geom
9704760,9704760,1,0,90261,geom
8053788,8053788,1,0,8918,geom
922492,922492,1,0,107544,geom
9672218,9672218,1,0,107544,geom
1484076,1484076,1,0,11228,geom
1469045,1469045,1,0,11228,geom
2119129,2119129,1,0,11228,geom
3660767,3660767,1,0,62237,geom
8670978,8670978,1,0,53212,geom
5166410,5166410,1,0,53212,geom
4410146,4410146,1,0,83518,geom
5238455,5238455,1,0,69983,geom
7514083,7514083,1,0,45053,geom
9894705,9894705,1,0,45053,geom
8038150,8038150,1,0,7868,geom
2009711,2009711,1,0,116148,geom
820259,820259,1,0,116148,geom
8048023,8048023,1,0,32957,geom
7604814,7604814,1,0,38603,geom
1441818,1441818,1,0,46698,geom
8915983,8915983,1,0,1428,geom
7879951,7879951,1,0,4307,geom
1786527,1786527,1,0,4307,geom
5850410,5850410,1,0,38753,geom
8686682,8686682,1,0,52285,geom
5111329,5111329,1,0,90571,geom
9771455,9771455,1,0,17637,geom
2172378,2172378,1,0,17637,geom
9386920,9386920,1,0,24717,geom
8149968,8149968,1,0,32806,geom
7602062,7602062,1,0,111246,geom
9693954,9693954,1,0,111246,geom
1864738,1864738,1,0,10357,geom
9693954,9693954,1,0,10357,geom
9801061,9801061,1,0,82656,geom
6700847,6700847,1,0,19171,geom
478088,478088,1,0,19171,geom
7208652,7208652,1,0,55335,geom
2963738,2963738,1,0,44391,geom
3128485,3128485,1,0,57461,geom
8295258,8295258,1,0,57461,geom
6601897,6601897,1,0,57461,geom
9342812,9342812,1,0,41411,geom
9041275,9041275,1,0,9631,geom
1377186,1377186,1,0,9631,geom
9790786,9790786,1,0,108338,geom
7336752,7336752,1,0,108338,geom
6449415,6449415,1,0,108338,geom
7683243,7683243,1,0,113926,geom
1395937,1395937,1,0,9499,geom
229060,229060,1,0,116774,geom
3440280,3440280,1,0,116774,geom
8431279,8431279,1,0,92953,geom
3817258,3817258,1,0,102908,geom
380914,380914,1,0,57173,geom
7297769,7297769,1,0,57173,geom
7781014,7781014,1,0,57173,geom
3164079,3164079,1,0,57173,geom
1986927,1986927,1,0,46730,geom
5144320,5144320,1,0,69093,geom
8619492,8619492,1,0,69093,geom
6847352,6847352,1,0,16843,geom
826857,826857,1,0,46857,geom
8960641,8960641,1,0,96354,geom
412308,412308,1,0,96354,geom
2272627,2272627,1,0,57957,geom
9703695,9703695,1,0,47791,geom
3090990,3090990,1,0,19439,geom
1748927,1748927,1,0,98622,geom
7739580,7739580,1,0,98622,geom
9574716,9574716,1,0,123689,geom
5937011,5937011,1,0,123689,geom
6251639,6251639,1,0,27837,geom
9676856,9676856,1,0,27837,geom
7560463,7560463,1,0,98481,geom
8005357,8005357,1,0,99104,geom
8983536,8983536,1,0,99104,geom
1543859,1543859,1,0,99104,geom
7455847,7455847,1,0,73314,geom
179928,179928,1,0,77934,geom
6983132,6983132,1,0,77934,geom
8164385,8164385,1,0,77934,geom
625461,625461,1,0,19845,geom
6596407,6596407,1,0,43833,geom
8162509,8162509,1,0,43833,geom
1938966,1938966,1,0,52138,geom
6062808,6062808,1,0,52138,geom
550287,550287,1,0,52138,geom
9889557,9889557,1,0,103838,geom
7027623,7027623,1,0,90749,geom
767420,767420,1,0,79938,geom
7523270,7523270,1,0,79938,geom
2725830,2725830,1,0,9990,geom
2290389,2290389,1,0,9990,geom
5572436,5572436,1,0,2597,geom
4839948,4839948,1,0,2597,geom
1634897,1634897,1,0,88993,geom
4591310,4591310,1,0,37893,geom
9922943,9922943,1,0,37893,geom
443360,443360,1,0,37893,geom
7004677,7004677,1,0,96982,geom
4779462,4779462,1,0,96982,geom
6378149,6378149,1,0,96982,geom
3447987,3447987,1,0,102384,geom
6249702,6249702,1,0,107015,geom
2613732,2613732,1,0,52788,geom
5703853,5703853,1,0,52788,geom
2374459,2374459,1,0,52788,geom
9340207,9340207,1,0,52788,geom
2679188,2679188,1,0,63289,geom
7092657,7092657,1,0,63289,geom
432010,432010,1,0,30957,geom
660273,660273,1,0,70545,geom
1972852,1972852,1,0,71517,geom
550642,550642,1,0,71517,geom
3114962,3114962,1,0,71517,geom
6828245,6828245,1,0,86227,geom
3968586,3968586,1,0,109751,geom
2053846,2053846,1,0,109751,geom
5391155,5391155,1,0,102989,geom
181549,181549,1,0,19570,geom
6949455,6949455,1,0,26452,geom
88359,88359,1,0,26452,geom
2822766,2822766,1,0,26452,geom
3923291,3923291,1,0,26452,geom
5774283,5774283,1,0,46609,geom
8559659,8559659,1,0,107520,geom
6380,6380,1,0,107520,geom
6741598,6741598,1,0,107520,geom
3882495,3882495,1,0,44183,geom
8502237,8502237,1,0,104510,geom
3634116,3634116,1,0,104510,geom
5518095,5518095,1,0,113645,geom
565178,565178,1,0,113645,geom
3712416,3712416,1,0,85937,geom
7459742,7459742,1,0,116596,geom
2406720,2406720,1,0,94537,geom
5413392,5413392,1,0,94537,geom
7125842,7125842,1,0,4976,geom
4366558,4366558,1,0,4976,geom
3477871,3477871,1,0,69397,geom
2665289,2665289,1,0,120898,geom
2734959,2734959,1,0,22485,geom
8558974,8558974,1,0,20796,geom
1943961,1943961,1,0,116956,geom
7596478,7596478,1,0,116956,geom
8660736,8660736,1,0,116956,geom
9955263,9955263,1,0,32499,geom
9960322,9960322,1,0,109271,geom
1589101,1589101,1,0,109271,geom
5333023,5333023,1,0,37097,geom
8820101,8820101,1,0,111379,geom
6605958,6605958,1,0,111379,geom
5305585,5305585,1,0,111379,geom
9633687,9633687,1,0,81082,geom
8930129,8930129,1,0,25528,geom
1888614,1888614,1,0,58288,geom
6318515,6318515,1,0,58288,geom
7303590,7303590,1,0,109072,geom
7297021,7297021,1,0,108963,geom
9015701,9015701,1,0,108963,geom
7614478,7614478,1,0,37278,geom
7732786,7732786,1,0,93134,geom
5488479,5488479,1,0,75345,geom
6475721,6475721,1,0,44916,geom
1449913,1449913,1,0,25759,geom
16801,16801,1,0,51157,geom
3258627,3258627,1,0,51157,geom
9476710,9476710,1,0,70402,geom
8865568,8865568,1,0,74567,geom
6003879,6003879,1,0,9929,geom
7618388,7618388,1,0,9929,geom
4227695,4227695,1,0,97867,geom
7066713,7066713,1,0,89238,geom
2719152,2719152,1,0,123607,geom
3338131,3338131,1,0,123607,geom
6062722,6062722,1,0,122706,geom
8278292,8278292,1,0,122706,geom
9336949,9336949,1,0,28162,geom
8276613,8276613,1,0,63133,geom
5317239,5317239,1,0,18178,geom
6215905,6215905,1,0,18178,geom
7887866,7887866,1,0,66965,geom
1945431,1945431,1,0,66965,geom
5738194,5738194,1,0,66213,geom
3322712,3322712,1,0,66213,geom
9260027,9260027,1,0,66213,geom
365332,365332,1,0,66213,geom
5395994,5395994,1,0,75205,geom
5318440,5318440,1,0,25084,geom
8224760,8224760,1,0,94387,geom
388625,388625,1,0,94387,geom
998765,998774,10,0,111492,geom
6954691,6954691,1,0,93312,geom
2439249,2439249,1,0,93312,geom
2643533,2643533,1,0,33952,geom
101498,101498,1,0,33952,geom
5590457,5590457,1,0,94820,geom
166617,166617,1,0,75764,geom
8826061,8826061,1,0,90265,geom
1887138,1887138,1,0,108686,geom
1719221,1719221,1,0,88569,geom
1943963,1943963,1,0,88569,geom
1958453,1958453,1,0,124471,geom
5579871,5579871,1,0,124471,geom
6394248,6394248,1,0,27486,geom
1972614,1972614,1,0,27486,geom
4400793,4400793,1,0,119295,geom
191689,191689,1,0,119295,geom
9898658,9898658,1,0,119295,geom
5318440,5318440,1,0,65931,geom
6472616,6472616,1,0,65931,geom
1656010,1656010,1,0,65931,geom
5588138,5588138,1,0,65931,geom
5030232,5030232,1,0,14000,geom
7885445,7885445,1,0,101935,geom
7252458,7252458,1,0,101935,geom
9717176,9717176,1,0,101935,geom
3525819,3525819,1,0,69715,geom
3149036,3149036,1,0,69715,geom
502929,502929,1,0,80990,geom
3190004,3190004,1,0,80990,geom
7113776,7113776,1,0,41347,geom
7730486,7730486,1,0,41347,geom
9582782,9582782,1,0,114462,geom
7005189,7005189,1,0,33681,geom
4818676,4818676,1,0,33681,geom
3867618,3867618,1,0,22596,geom
1970736,1970736,1,0,1118,geom
9976178,9976178,1,0,1118,geom
91315,91355,41,0,1589,geom
8133128,8133128,1,0,28252,geom
480322,480322,1,0,100492,geom
2091408,2091408,1,0,106408,geom
3947841,3947841,1,0,59488,geom
9048785,9048785,1,0,59488,geom
8983536,8983536,1,0,122010,geom
9839784,9839784,1,0,48293,geom
8002112,8002112,1,0,115553,geom
3055086,3055086,1,0,115553,geom
5850293,5850293,1,0,115553,geom
3744615,3744615,1,0,83871,geom
7866696,7866696,1,0,83871,geom
5356298,5356298,1,0,83871,geom
3751148,3751148,1,0,27557,geom
3660076,3660076,1,0,54293,geom
4495849,4495849,1,0,54293,geom
9087595,9087595,1,0,2901,geom
5577468,5577468,1,0,95735,geom
8097584,8097584,1,0,74926,geom
2557760,2557760,1,0,74926,geom
5679006,5679006,1,0,74926,geom
1220974,1220974,1,0,74926,geom
6063625,6063625,1,0,93771,geom
4877900,4877900,1,0,74421,geom
600431,600431,1,0,74421,geom
5931535,5931535,1,0,15380,geom
2361414,2361414,1,0,59746,geom
6839315,6839315,1,0,92065,geom
4229582,4229582,1,0,70690,geom
4470541,4470541,1,0,70690,geom
8589373,8589373,1,0,70690,geom
7883743,7883743,1,0,41137,geom
