obs_start,obs_end,length,iteration,ind_idx,distribution
5890316,5890316,1,0,18113,geom
3254860,3254860,1,0,18170,geom
7271867,7271867,1,0,58418,geom
2398189,2398189,1,0,58418,geom
7485888,7485888,1,0,58418,geom
4902637,4902637,1,0,58418,geom
8706206,8706206,1,0,3144,geom
5111428,5111428,1,0,45611,geom
9016826,9016826,1,0,45611,geom
8086200,8086200,1,0,119858,geom
4310038,4310038,1,0,80536,geom
7207367,7207367,1,0,18863,geom
4927654,4927654,1,0,1398,geom
7088276,7088276,1,0,45087,geom
5555980,5555980,1,0,122388,geom
2335259,2335259,1,0,72868,geom
283736,283736,1,0,118116,geom
6014429,6014429,1,0,118116,geom
2607649,2607649,1,0,74003,geom
4013038,4013038,1,0,35903,geom
5564566,5564566,1,0,17552,geom
543605,543605,1,0,117309,geom
3843246,3843246,1,0,117309,geom
3205976,3205976,1,0,22259,geom
7481834,7481834,1,0,22259,geom
6367901,6367901,1,0,54465,geom
400982,400982,1,0,54465,geom
1214780,1214780,1,0,93517,geom
3590258,3590258,1,0,93517,geom
1780761,1780761,1,0,11342,geom
5541762,5541762,1,0,11342,geom
7925846,7925846,1,0,12597,geom
5164122,5164122,1,0,121973,geom
8828905,8828905,1,0,121973,geom
758134,758134,1,0,97049,geom
127701,127701,1,0,97049,geom
1061609,1061609,1,0,69371,geom
330250,330250,1,0,56813,geom
5937581,5937581,1,0,29687,geom
2460145,2460145,1,0,100528,geom
5739301,5739301,1,0,100528,geom
622368,622368,1,0,40521,geom
6815965,6815965,1,0,2221,geom
4716556,4716556,1,0,37889,geom
7027710,7027710,1,0,81086,geom
9114693,9114693,1,0,81086,geom
679983,679983,1,0,26730,geom
3865314,3865314,1,0,102020,geom
1004184,1004184,1,0,29921,geom
2661185,2661185,1,0,32692,geom
3662530,3662530,1,0,96098,geom
7368208,7368208,1,0,28603,geom
7322578,7322578,1,0,28603,geom
698575,698575,1,0,92697,geom
8771163,8771163,1,0,92697,geom
3209171,3209171,1,0,33397,geom
2145388,2145388,1,0,65568,geom
6099218,6099218,1,0,105335,geom
5542457,5542457,1,0,98326,geom
4970695,4970695,1,0,13766,geom
2010217,2010217,1,0,63195,geom
455495,455495,1,0,63195,geom
3118993,3118993,1,0,72916,geom
4434096,4434096,1,0,72916,geom
5025443,5025443,1,0,72916,geom
9587953,9587953,1,0,53814,geom
3662530,3662530,1,0,74573,geom
7527115,7527115,1,0,89289,geom
7231312,7231312,1,0,122916,geom
3199646,3199646,1,0,122916,geom
1520634,1520634,1,0,57951,geom
514175,514175,1,0,57951,geom
9997061,9997061,1,0,48772,geom
8110237,8110237,1,0,48772,geom
9621444,9621444,1,0,53789,geom
9040673,9040673,1,0,53789,geom
4537274,4537274,1,0,107822,geom
2073777,2073777,1,0,107822,geom
7079022,7079022,1,0,11826,geom
8314608,8314608,1,0,61401,geom
898898,898898,1,0,61401,geom
8670978,8670978,1,0,1593,geom
8693255,8693255,1,0,29936,geom
2143892,2143892,1,0,94278,geom
7520490,7520490,1,0,94278,geom
5762901,5762901,1,0,64038,geom
1591596,1591596,1,0,64038,geom
3928309,3928309,1,0,64038,geom
8502050,8502064,15,0,73909,geom
7092657,7092657,1,0,73909,geom
411222,411222,1,0,3077,geom
9041389,9041389,1,0,34313,geom
123806,123806,1,0,121885,geom
3271292,3271292,1,0,124245,geom
9468834,9468834,1,0,114090,geom
3324319,3324319,1,0,114090,geom
1964491,1964491,1,0,83224,geom
8002623,8002623,1,0,62647,geom
2878055,2878055,1,0,102902,geom
5599418,5599418,1,0,102902,geom
9905964,9905964,1,0,120385,geom
7063041,7063048,8,0,120385,geom
8618039,8618039,1,0,120385,geom
7727832,7727832,1,0,102855,geom
8672946,8672946,1,0,34199,geom
704951,704951,1,0,15106,geom
6685854,6685854,1,0,49629,geom
1449435,1449435,1,0,49629,geom
1524570,1524570,1,0,94510,geom
5026879,5026879,1,0,51874,geom
7168329,7168329,1,0,51874,geom
5739962,5739962,1,0,100724,geom
8158233,8158233,1,0,63798,geom
8227526,8227526,1,0,85056,geom
4792998,4792998,1,0,85056,geom
2778512,2778512,1,0,89749,geom
4276224,4276224,1,0,123059,geom
7816915,7816915,1,0,123059,geom
8464712,8464712,1,0,52875,geom
5642874,5642874,1,0,52875,geom
1880175,1880175,1,0,52875,geom
5646098,5646098,1,0,52875,geom
3924335,3924335,1,0,47893,geom
2548837,2548837,1,0,29347,geom
1141930,1141930,1,0,29347,geom
7405238,7405238,1,0,29347,geom
9150850,9150850,1,0,42212,geom
7884877,7884877,1,0,47524,geom
2157571,2157571,1,0,47524,geom
8498492,8498492,1,0,112580,geom
4161680,4161680,1,0,112580,geom
8939841,8939844,4,0,152,geom
3843246,3843246,1,0,152,geom
5589410,5589410,1,0,44556,geom
7282670,7282670,1,0,57762,geom
4312825,4312825,1,0,80240,geom
6700847,6700847,1,0,80240,geom
7599348,7599348,1,0,22920,geom
8012775,8012775,1,0,22920,geom
8628135,8628135,1,0,67481,geom
5804411,5804411,1,0,94484,geom
3121763,3121763,1,0,70956,geom
6624766,6624766,1,0,88017,geom
9633496,9633496,1,0,88017,geom
6052152,6052152,1,0,88017,geom
3910717,3910717,1,0,75656,geom
9117313,9117313,1,0,94344,geom
7212129,7212129,1,0,20722,geom
7014038,7014038,1,0,6668,geom
2778512,2778512,1,0,118296,geom
1534888,1534888,1,0,59884,geom
2675979,2675979,1,0,59884,geom
9274412,9274412,1,0,100546,geom
368805,368805,1,0,100546,geom
8845115,8845115,1,0,112786,geom
860521,860521,1,0,112786,geom
6821044,6821044,1,0,38895,geom
5241995,5241995,1,0,38895,geom
8225209,8225209,1,0,109956,geom
9183970,9183970,1,0,31992,geom
8187589,8187589,1,0,38883,geom
3189124,3189124,1,0,38883,geom
1210582,1210582,1,0,38883,geom
5443516,5443516,1,0,38883,geom
1974110,1974110,1,0,50688,geom
8937809,8937809,1,0,50688,geom
2760456,2760456,1,0,50688,geom
48244,48244,1,0,50688,geom
7983142,7983142,1,0,13960,geom
8221599,8221599,1,0,21979,geom
1193997,1193997,1,0,76496,geom
6603191,6603191,1,0,76496,geom
6694351,6694351,1,0,92958,geom
6510129,6510129,1,0,29268,geom
7739544,7739544,1,0,81022,geom
5640059,5640059,1,0,82885,geom
8201464,8201464,1,0,124808,geom
9965714,9965714,1,0,54914,geom
9554681,9554681,1,0,8202,geom
9879461,9879461,1,0,42859,geom
5984558,5984558,1,0,42859,geom
1628244,1628244,1,0,21199,geom
3087774,3087774,1,0,1425,geom
6701740,6701740,1,0,18377,geom
3937023,3937023,1,0,41807,geom
9890796,9890796,1,0,45768,geom
8095498,8095516,19,0,45768,geom
865576,865576,1,0,34316,geom
7020385,7020385,1,0,34316,geom
6217227,6217227,1,0,23732,geom
3896736,3896736,1,0,96351,geom
6089092,6089092,1,0,53127,geom
2755626,2755626,1,0,53127,geom
9960322,9960322,1,0,46602,geom
3239354,3239354,1,0,46602,geom
2547133,2547133,1,0,105271,geom
4895166,4895166,1,0,105271,geom
862334,862334,1,0,31564,geom
9488553,9488553,1,0,31564,geom
8403507,8403507,1,0,48600,geom
817350,817350,1,0,18009,geom
3239354,3239354,1,0,18009,geom
3302383,3302383,1,0,18009,geom
2865796,2865796,1,0,18009,geom
1161773,1161773,1,0,104838,geom
2891495,2891495,1,0,111940,geom
5111329,5111329,1,0,38581,geom
960023,960023,1,0,38581,geom
1517423,1517423,1,0,92372,geom
1234268,1234268,1,0,92372,geom
6545002,6545002,1,0,6370,geom
2660856,2660856,1,0,14789,geom
9090487,9090487,1,0,58189,geom
3651138,3651138,1,0,29413,geom
7597716,7597716,1,0,104944,geom
1967452,1967452,1,0,115531,geom
87016,87016,1,0,24810,geom
2671431,2671431,1,0,20027,geom
8467622,8467622,1,0,106976,geom
7114929,7114929,1,0,106976,geom
9270928,9270928,1,0,35888,geom
234889,234889,1,0,86076,geom
5883694,5883694,1,0,122158,geom
787504,787504,1,0,42076,geom
7885445,7885445,1,0,122066,geom
7527200,7527200,1,0,102962,geom
9960322,9960322,1,0,3839,geom
2425029,2425029,1,0,3839,geom
115145,115145,1,0,3839,geom
9765143,9765143,1,0,3839,geom
9276090,9276090,1,0,19166,geom
7747706,7747706,1,0,32166,geom
6642962,6642962,1,0,32166,geom
7142159,7142159,1,0,30772,geom
9997876,9997876,1,0,104136,geom
1776692,1776692,1,0,91234,geom
3119315,3119315,1,0,91234,geom
8771967,8771967,1,0,13934,geom
5162842,5162842,1,0,74514,geom
694070,694070,1,0,74514,geom
1543968,1543968,1,0,99596,geom
8512861,8512861,1,0,99596,geom
9995856,9995856,1,0,99596,geom
9278413,9278413,1,0,104230,geom
1391600,1391600,1,0,5763,geom
8481277,8481277,1,0,5763,geom
3662927,3662927,1,0,26065,geom
8727832,8727832,1,0,64983,geom
3213675,3213675,1,0,64983,geom
2919386,2919386,1,0,64983,geom
977559,977559,1,0,30942,geom
5607471,5607471,1,0,50335,geom
7766161,7766161,1,0,104676,geom
29035,29035,1,0,117329,geom
871735,871735,1,0,10152,geom
1322668,1322668,1,0,40109,geom
6471473,6471473,1,0,27596,geom
6545002,6545002,1,0,21757,geom
3540210,3540210,1,0,111852,geom
7508130,7508130,1,0,111852,geom
964885,964885,1,0,111852,geom
8314236,8314236,1,0,99744,geom
7601971,7601971,1,0,99744,geom
6520919,6520919,1,0,124093,geom
6730200,6730200,1,0,112484,geom
1153143,1153143,1,0,76476,geom
4849303,4849303,1,0,45118,geom
6467912,6467912,1,0,81148,geom
1000495,1000495,1,0,31291,geom
6571111,6571111,1,0,79687,geom
6441066,6441066,1,0,79687,geom
9013724,9013724,1,0,1177,geom
3753219,3753219,1,0,46312,geom
4457821,4457821,1,0,46312,geom
1402488,1402488,1,0,2678,geom
443360,443360,1,0,2678,geom
1999128,1999128,1,0,73097,geom
9681058,9681058,1,0,73097,geom
3575009,3575009,1,0,11709,geom
6564617,6564617,1,0,108507,geom
6020883,6020883,1,0,108507,geom
5320150,5320150,1,0,8893,geom
3021852,3021852,1,0,60334,geom
4770069,4770069,1,0,26670,geom
8471054,8471054,1,0,51088,geom
4974088,4974088,1,0,47068,geom
7456757,7456757,1,0,47068,geom
8819869,8819869,1,0,58664,geom
8868710,8868710,1,0,91642,geom
2624467,2624467,1,0,91642,geom
9905234,9905234,1,0,65470,geom
5523313,5523313,1,0,91433,geom
9960322,9960322,1,0,91433,geom
9052425,9052425,1,0,71189,geom
5600945,5600945,1,0,71189,geom
5541762,5541762,1,0,71189,geom
3375474,3375474,1,0,71189,geom
997070,997070,1,0,12171,geom
2985688,2985688,1,0,7793,geom
8907220,8907220,1,0,44745,geom
2404911,2404911,1,0,80314,geom
7080866,7080866,1,0,80314,geom
7751139,7751139,1,0,70560,geom
179847,179847,1,0,77363,geom
4012568,4012568,1,0,50858,geom
1642970,1642970,1,0,56806,geom
4876298,4876298,1,0,80663,geom
4924946,4924946,1,0,34411,geom
2773379,2773379,1,0,106335,geom
7767941,7767941,1,0,116742,geom
979663,979663,1,0,60314,geom
3741995,3741995,1,0,32496,geom
9257361,9257361,1,0,109319,geom
8696114,8696114,1,0,75907,geom
1155730,1155730,1,0,1029,geom
7460779,7460779,1,0,67315,geom
5380401,5380401,1,0,106324,geom
6351229,6351229,1,0,4895,geom
4409577,4409577,1,0,121809,geom
8282792,8282792,1,0,121809,geom
9281203,9281203,1,0,121809,geom
3572600,3572600,1,0,121809,geom
7540697,7540697,1,0,121809,geom
3952351,3952351,1,0,121809,geom
5581727,5581727,1,0,4002,geom
6005507,6005507,1,0,4002,geom
3217875,3217875,1,0,53067,geom
2128276,2128276,1,0,53067,geom
1477728,1477728,1,0,114524,geom
644981,644981,1,0,114524,geom
8744824,8744824,1,0,25527,geom
6223065,6223065,1,0,108281,geom
4577889,4577889,1,0,106316,geom
3439421,3439421,1,0,106316,geom
8321209,8321209,1,0,73837,geom
4818676,4818676,1,0,73837,geom
8295881,8295881,1,0,73837,geom
2746273,2746273,1,0,69727,geom
345839,345839,1,0,69727,geom
7437696,7437696,1,0,51288,geom
2281327,2281327,1,0,51288,geom
2506326,2506326,1,0,43890,geom
5977755,5977755,1,0,43890,geom
1795295,1795295,1,0,98202,geom
5025443,5025443,1,0,98202,geom
5846129,5846129,1,0,98202,geom
2943052,2943052,1,0,98202,geom
1801562,1801562,1,0,80982,geom
7747706,7747706,1,0,109570,geom
8362154,8362154,1,0,109570,geom
7890299,7890317,19,0,32643,geom
7039849,7039849,1,0,32643,geom
4740098,4740098,1,0,40073,geom
7016794,7016794,1,0,40073,geom
760993,760993,1,0,23057,geom
8385240,8385240,1,0,23057,geom
7972949,7972949,1,0,55562,geom
4930707,4930707,1,0,104207,geom
787436,787436,1,0,104207,geom
4020205,4020205,1,0,2172,geom
6705652,6705652,1,0,2172,geom
172928,172928,1,0,59216,geom
3248757,3248757,1,0,19233,geom
8095157,8095157,1,0,19233,geom
4771339,4771339,1,0,19233,geom
8206524,8206524,1,0,117286,geom
6958203,6958203,1,0,77481,geom
4463760,4463760,1,0,120760,geom
4387574,4387574,1,0,120760,geom
5467472,5467472,1,0,21311,geom
6533596,6533596,1,0,21311,geom
5334728,5334728,1,0,123106,geom
9386920,9386920,1,0,119866,geom
2624467,2624467,1,0,119866,geom
8274896,8274896,1,0,29619,geom
2740517,2740517,1,0,100031,geom
5475585,5475585,1,0,100031,geom
2255005,2255005,1,0,100031,geom
3925758,3925758,1,0,86581,geom
1774257,1774257,1,0,47743,geom
6634445,6634445,1,0,49226,geom
9280392,9280392,1,0,107355,geom
5991615,5991615,1,0,62741,geom
5004500,5004500,1,0,62741,geom
749739,749739,1,0,77098,geom
9986291,9986291,1,0,25553,geom
1477728,1477728,1,0,25553,geom
4658270,4658270,1,0,34167,geom
4278395,4278395,1,0,72988,geom
1498217,1498217,1,0,72988,geom
6605382,6605382,1,0,72988,geom
3304161,3304161,1,0,72988,geom
5965125,5965125,1,0,54390,geom
7039849,7039849,1,0,104997,geom
4216420,4216420,1,0,104997,geom
1819549,1819549,1,0,60708,geom
2564917,2564917,1,0,37318,geom
714825,714825,1,0,53281,geom
2301732,2301732,1,0,53281,geom
6570477,6570489,13,0,53281,geom
3945745,3945745,1,0,67915,geom
2261014,2261025,12,0,92653,geom
3627,3627,1,0,92653,geom
6026534,6026534,1,0,35899,geom
836317,836317,1,0,102599,geom
1975041,1975041,1,0,74231,geom
4360676,4360676,1,0,102180,geom
7132260,7132260,1,0,102180,geom
1688187,1688187,1,0,102180,geom
432136,432136,1,0,102017,geom
7540697,7540697,1,0,49106,geom
1185170,1185170,1,0,49106,geom
9705094,9705094,1,0,123932,geom
5553994,5553994,1,0,77321,geom
5490294,5490294,1,0,25265,geom
3228676,3228676,1,0,25265,geom
9118226,9118226,1,0,118323,geom
1214780,1214780,1,0,35133,geom
6215905,6215905,1,0,35133,geom
3321814,3321814,1,0,52268,geom
6908700,6908700,1,0,49954,geom
5194954,5194954,1,0,49954,geom
159234,159234,1,0,49954,geom
179620,179620,1,0,7162,geom
4205406,4205406,1,0,81986,geom
4171808,4171808,1,0,101533,geom
7034603,7034603,1,0,65124,geom
1514707,1514707,1,0,93292,geom
454483,454483,1,0,93292,geom
2669191,2669191,1,0,75909,geom
357739,357739,1,0,24894,geom
2124528,2124528,1,0,24894,geom
7884861,7884861,1,0,24894,geom
1925459,1925459,1,0,107871,geom
6540656,6540656,1,0,107871,geom
2138140,2138140,1,0,8843,geom
5901126,5901126,1,0,8843,geom
3643936,3643936,1,0,8843,geom
260139,260139,1,0,66607,geom
256111,256111,1,0,31608,geom
9808632,9808632,1,0,31608,geom
3804065,3804065,1,0,34834,geom
1780838,1780838,1,0,49714,geom
8030541,8030541,1,0,53053,geom
752550,752550,1,0,53053,geom
7691113,7691113,1,0,53053,geom
8747202,8747202,1,0,55968,geom
9249305,9249305,1,0,92155,geom
59204,59204,1,0,64997,geom
1104620,1104620,1,0,29471,geom
9474594,9474594,1,0,62614,geom
5164918,5164918,1,0,16043,geom
7503919,7503919,1,0,16043,geom
5876614,5876614,1,0,16043,geom
5522258,5522258,1,0,16043,geom
9019508,9019508,1,0,50721,geom
6803618,6803618,1,0,89966,geom
313113,313113,1,0,89966,geom
8445944,8445944,1,0,20946,geom
9995856,9995856,1,0,12859,geom
5939537,5939537,1,0,100308,geom
1748927,1748927,1,0,100308,geom
39241,39241,1,0,100308,geom
7448663,7448663,1,0,53521,geom
4637260,4637260,1,0,25253,geom
766109,766109,1,0,123286,geom
8904813,8904813,1,0,14956,geom
8655587,8655587,1,0,14350,geom
3742387,3742387,1,0,14350,geom
2101477,2101477,1,0,14350,geom
3748029,3748029,1,0,20690,geom
2450470,2450470,1,0,20690,geom
4998966,4998966,1,0,105020,geom
9864870,9864870,1,0,76708,geom
3845429,3845438,10,0,5926,geom
5382247,5382247,1,0,26973,geom
7450049,7450049,1,0,26973,geom
5102717,5102717,1,0,26973,geom
89954,89954,1,0,45614,geom
7771773,7771773,1,0,71438,geom
7531395,7531395,1,0,94633,geom
3865314,3865314,1,0,65094,geom
4602668,4602668,1,0,65094,geom
953091,953091,1,0,65094,geom
4998966,4998966,1,0,65548,geom
9890492,9890492,1,0,78350,geom
9049970,9049970,1,0,50448,geom
9133807,9133807,1,0,50448,geom
9643478,9643478,1,0,56839,geom
3651138,3651138,1,0,27453,geom
1738295,1738295,1,0,57825,geom
9309648,9309648,1,0,66928,geom
5379656,5379656,1,0,66928,geom
7387984,7387984,1,0,66928,geom
243891,243891,1,0,11841,geom
1939716,1939716,1,0,43970,geom
1865499,1865499,1,0,43970,geom
5227071,5227071,1,0,75115,geom
3922774,3922774,1,0,96038,geom
6311928,6311928,1,0,122857,geom
8344024,8344024,1,0,121903,geom
1360575,1360575,1,0,9298,geom
9125521,9125521,1,0,9298,geom
2643533,2643533,1,0,87993,geom
1582348,1582348,1,0,119462,geom
4171521,4171521,1,0,95506,geom
6562728,6562782,55,0,6691,geom
5942832,5942832,1,0,47039,geom
6367568,6367568,1,0,102569,geom
5329447,5329447,1,0,119827,geom
202475,202475,1,0,119827,geom
849560,849560,1,0,57358,geom
9706146,9706146,1,0,119344,geom
3477977,3477977,1,0,119344,geom
8472384,8472384,1,0,24855,geom
9305307,9305307,1,0,71112,geom
5036037,5036037,1,0,54241,geom
3159327,3159327,1,0,54241,geom
7247056,7247056,1,0,35102,geom
7695841,7695841,1,0,52345,geom
3000550,3000550,1,0,44371,geom
6853353,6853353,1,0,44371,geom
1805190,1805190,1,0,95966,geom
9997566,9997566,1,0,110575,geom
3662738,3662738,1,0,110575,geom
2456626,2456626,1,0,62795,geom
8055556,8055556,1,0,110577,geom
1998703,1998703,1,0,114950,geom
9360572,9360572,1,0,114950,geom
9430782,9430782,1,0,34916,geom
8426250,8426250,1,0,34916,geom
9045674,9045674,1,0,50742,geom
5564356,5564356,1,0,96457,geom
4764295,4764295,1,0,96457,geom
510645,510645,1,0,96457,geom
7633863,7633863,1,0,70439,geom
7460435,7460435,1,0,70439,geom
5981318,5981318,1,0,70439,geom
3377736,3377736,1,0,40378,geom
4785508,4785508,1,0,40378,geom
5284413,5284413,1,0,45942,geom
3907808,3907808,1,0,54645,geom
7985955,7985955,1,0,78703,geom
1456807,1456807,1,0,78703,geom
443360,443360,1,0,101169,geom
4876298,4876298,1,0,39989,geom
615648,615648,1,0,41969,geom
977859,977859,1,0,41969,geom
2656356,2656356,1,0,41969,geom
4658270,4658270,1,0,73200,geom
1241789,1241789,1,0,73200,geom
9254988,9254988,1,0,51897,geom
7523185,7523185,1,0,12114,geom
9542462,9542462,1,0,40079,geom
9875939,9875939,1,0,112624,geom
1889568,1889568,1,0,112624,geom
7239133,7239133,1,0,32469,geom
3933758,3933758,1,0,43927,geom
6609104,6609104,1,0,113726,geom
8356458,8356458,1,0,113726,geom
4829309,4829309,1,0,38338,geom
4870492,4870492,1,0,71782,geom
7058871,7058871,1,0,57114,geom
6325752,6325752,1,0,71089,geom
740953,740953,1,0,71089,geom
848604,848604,1,0,119971,geom
848136,848136,1,0,70358,geom
5228990,5228990,1,0,70358,geom
2848915,2848915,1,0,49749,geom
849341,849341,1,0,49749,geom
1077042,1077042,1,0,52951,geom
2243796,2243796,1,0,52951,geom
472364,472364,1,0,22866,geom
8579821,8579821,1,0,36926,geom
9015502,9015502,1,0,76784,geom
8543340,8543340,1,0,76784,geom
8334816,8334816,1,0,58244,geom
90911,90911,1,0,43645,geom
4575595,4575595,1,0,41446,geom
4568544,4568544,1,0,75783,geom
7972949,7972949,1,0,75783,geom
6254338,6254338,1,0,75783,geom
6597655,6597655,1,0,14244,geom
6948650,6948650,1,0,14244,geom
4692722,4692722,1,0,14244,geom
8397764,8397764,1,0,14244,geom
4907148,4907148,1,0,68361,geom
8935063,8935063,1,0,5545,geom
7272128,7272128,1,0,5545,geom
5801094,5801094,1,0,5545,geom
2558969,2558969,1,0,111539,geom
9863228,9863228,1,0,65774,geom
7701381,7701381,1,0,65774,geom
9551811,9551811,1,0,65774,geom
8035934,8035934,1,0,28409,geom
8158601,8158601,1,0,46739,geom
355000,355000,1,0,31550,geom
1509342,1509342,1,0,29821,geom
9322397,9322397,1,0,35109,geom
1801562,1801562,1,0,55177,geom
3730395,3730395,1,0,55177,geom
6210523,6210523,1,0,75219,geom
8370867,8370867,1,0,75219,geom
6698022,6698022,1,0,103782,geom
7737201,7737201,1,0,100421,geom
3107849,3107849,1,0,100421,geom
3611564,3611564,1,0,14757,geom
503084,503084,1,0,20305,geom
677323,677323,1,0,20305,geom
2142076,2142076,1,0,36206,geom
7923278,7923278,1,0,548,geom
7722921,7722921,1,0,48169,geom
1255467,1255467,1,0,123911,geom
8440167,8440167,1,0,55537,geom
1890984,1890984,1,0,55537,geom
8692589,8692589,1,0,64351,geom
543316,543316,1,0,84219,geom
2727372,2727372,1,0,84219,geom
8978996,8978996,1,0,84219,geom
5777481,5777481,1,0,86104,geom
6034026,6034026,1,0,86104,geom
9727818,9727818,1,0,47860,geom
3199396,3199396,1,0,47860,geom
1370373,1370373,1,0,120765,geom
7975619,7975619,1,0,120765,geom
9266321,9266321,1,0,120765,geom
8896934,8896934,1,0,7794,geom
9068334,9068334,1,0,7040,geom
118125,118125,1,0,48416,geom
3413434,3413434,1,0,49765,geom
6700791,6700791,1,0,18982,geom
8452092,8452092,1,0,58836,geom
987639,987639,1,0,62998,geom
5667642,5667642,1,0,71669,geom
7369734,7369734,1,0,30415,geom
9847119,9847119,1,0,112865,geom
2897249,2897249,1,0,112865,geom
8624896,8624896,1,0,1187,geom
9879409,9879409,1,0,6626,geom
7512090,7512090,1,0,74602,geom
2592067,2592067,1,0,74602,geom
2136997,2136997,1,0,74602,geom
6605382,6605382,1,0,111020,geom
6540456,6540456,1,0,78142,geom
1588130,1588130,1,0,122483,geom
6247838,6247838,1,0,599,geom
7602062,7602062,1,0,599,geom
132376,132376,1,0,599,geom
7633863,7633863,1,0,599,geom
6186880,6186880,1,0,599,geom
8623097,8623097,1,0,44881,geom
5182620,5182620,1,0,44881,geom
7450008,7450008,1,0,55054,geom
2865678,2865678,1,0,55054,geom
1087149,1087149,1,0,103443,geom
4849087,4849087,1,0,38240,geom
1367065,1367065,1,0,38240,geom
9156315,9156315,1,0,117447,geom
7382105,7382105,1,0,51649,geom
8743843,8743843,1,0,51649,geom
164254,164254,1,0,51649,geom
9083812,9083812,1,0,109212,geom
3676649,3676649,1,0,109212,geom
5548394,5548394,1,0,37976,geom
2614852,2614852,1,0,37976,geom
4588194,4588194,1,0,37976,geom
6482615,6482615,1,0,85418,geom
7243595,7243595,1,0,85418,geom
2466294,2466326,33,0,85418,geom
2559711,2559711,1,0,40436,geom
4958000,4958000,1,0,107707,geom
9599048,9599048,1,0,39556,geom
9025613,9025613,1,0,82472,geom
9762491,9762491,1,1,66392,geom
3012327,3012327,1,1,23733,geom
3377242,3377242,1,1,23733,geom
4885348,4885348,1,1,52786,geom
9470254,9470254,1,1,51336,geom
6837277,6837277,1,1,119109,geom
977859,977859,1,1,74803,geom
5857674,5857674,1,1,74803,geom
4218405,4218405,1,1,99959,geom
60722,60722,1,1,4387,geom
2121586,2121586,1,1,4387,geom
3238086,3238086,1,1,4387,geom
5075587,5075587,1,1,4387,geom
5991183,5991183,1,1,79087,geom
7701266,7701266,1,1,79087,geom
6678638,6678638,1,1,79087,geom
7087364,7087364,1,1,107009,geom
6302503,6302503,1,1,117715,geom
7293101,7293101,1,1,117715,geom
5079402,5079402,1,1,117715,geom
3051525,3051525,1,1,117715,geom
4784486,4784486,1,1,63072,geom
7705218,7705218,1,1,75797,geom
8371023,8371023,1,1,5332,geom
6439784,6439784,1,1,19885,geom
7984013,7984013,1,1,1393,geom
2948125,2948125,1,1,1393,geom
1366778,1366778,1,1,36580,geom
7345391,7345391,1,1,114051,geom
6069146,6069146,1,1,116307,geom
6984859,6984859,1,1,116307,geom
4390113,4390113,1,1,77564,geom
7586718,7586718,1,1,26116,geom
3153611,3153611,1,1,24348,geom
93334,93334,1,1,3417,geom
4221761,4221761,1,1,525,geom
9039205,9039205,1,1,525,geom
6432506,6432506,1,1,48634,geom
1860831,1860831,1,1,56401,geom
7003355,7003355,1,1,73415,geom
9849690,9849690,1,1,110968,geom
4426454,4426454,1,1,40858,geom
9921375,9921375,1,1,39983,geom
6569947,6569947,1,1,116793,geom
2358863,2358863,1,1,73573,geom
7514356,7514356,1,1,86747,geom
8498492,8498492,1,1,45697,geom
3881542,3881542,1,1,52460,geom
3098874,3098874,1,1,72831,geom
8245388,8245388,1,1,72831,geom
9791800,9791800,1,1,41278,geom
1168844,1168844,1,1,53434,geom
2966963,2966963,1,1,53434,geom
8579406,8579406,1,1,31926,geom
7268224,7268224,1,1,31926,geom
203166,203166,1,1,82569,geom
3075830,3075830,1,1,82569,geom
8440481,8440485,5,1,82569,geom
3447987,3447987,1,1,93076,geom
19092,19092,1,1,121983,geom
19020,19020,1,1,39013,geom
9837641,9837641,1,1,36095,geom
7641898,7641898,1,1,69924,geom
2958401,2958401,1,1,87920,geom
5950262,5950262,1,1,95980,geom
56698,56698,1,1,53455,geom
4223529,4223529,1,1,54239,geom
3736503,3736503,1,1,54239,geom
3795955,3795955,1,1,118541,geom
6580979,6580979,1,1,61860,geom
874788,874788,1,1,99210,geom
9811930,9811930,1,1,29057,geom
6311745,6311745,1,1,104169,geom
6590081,6590081,1,1,104169,geom
3787364,3787364,1,1,97909,geom
9327340,9327340,1,1,111285,geom
7623043,7623043,1,1,12886,geom
3849590,3849590,1,1,48499,geom
5601243,5601243,1,1,55201,geom
8317891,8317891,1,1,40820,geom
7283129,7283129,1,1,40820,geom
9940315,9940332,18,1,40820,geom
9801341,9801341,1,1,40820,geom
9220322,9220322,1,1,103892,geom
2737963,2737963,1,1,95769,geom
925845,925845,1,1,94800,geom
7956251,7956251,1,1,123906,geom
8540978,8540978,1,1,123906,geom
208495,208495,1,1,123906,geom
6861453,6861453,1,1,78629,geom
938792,938792,1,1,57284,geom
4084293,4084293,1,1,5310,geom
8768086,8768086,1,1,8743,geom
7541066,7541066,1,1,8743,geom
3342116,3342116,1,1,8743,geom
9996962,9996962,1,1,21044,geom
1213398,1213398,1,1,21044,geom
9749797,9749797,1,1,21044,geom
4371051,4371051,1,1,74812,geom
1854709,1854709,1,1,74812,geom
9918254,9918254,1,1,79393,geom
5177608,5177608,1,1,90577,geom
7760091,7760091,1,1,53972,geom
7030283,7030283,1,1,111699,geom
6570023,6570023,1,1,26823,geom
168811,168811,1,1,26823,geom
9713592,9713592,1,1,51621,geom
9325415,9325415,1,1,79223,geom
8825909,8825909,1,1,58820,geom
6980057,6980057,1,1,120906,geom
1644252,1644252,1,1,27038,geom
9025928,9025928,1,1,43605,geom
5120336,5120336,1,1,43605,geom
4236706,4236706,1,1,2213,geom
